Geneid,DDB-I-SF-S1-001-A3_S21,DDB-PD-003-AMBR-R10--S03-RNA_S2,DDB-PD-003-AMBR-R10--S07-RNA_S8,DDB-PD-003-AMBR-R10--S12-RNA_S13,DDB-PD-003-AMBR-R15--S03-RNA_S3,DDB-PD-003-AMBR-R15--S07-RNA_S9,DDB-PD-003-AMBR-R15--S12-RNA_S14,DDB-PD-003-AMBR-R16--S03-RNA_S4,DDB-PD-003-AMBR-R16--S07-RNA_S10,DDB-PD-003-AMBR-R16--S12-RNA_S15,DDB-PD-003-AMBR-R21--S03-RNA_S5,DDB-PD-003-AMBR-R21--S07-RNA_S11,DDB-PD-003-AMBR-R21--S12-RNA_S16,DDB-PD-003-AMBR-R22--S03-RNA_S6,DDB-PD-003-AMBR-R22--S07-RNA_S12,DDB-PD-003-AMBR-R22--S12-RNA_S17,DDB-PD-003-AMBR-R9--S03-RNA_S1,DDB-PD-003-AMBR-R9--S07-RNA_S7,DDB-PD-009-AMBR-R11--S11-RNA_S20,DDB-PD-009-AMBR-R7--S10-RNA_S18,DDB-PD-009-AMBR-R8--S10-RNA_S19
b0427,3.6162854941337073,3.6890452402788103,3.1302070482465036,4.043101087358129,3.612984125020194,0.0,4.015159666017898,3.604475630913527,3.1164626797921176,3.998883723749292,3.677973872100668,3.7244903923302584,3.868568488380856,3.3817503239846363,2.5577540509616803,3.5962076416155613,3.830703475277838,2.6468353102213507,3.9796434587641594,3.6077917114651163,3.7276295780949247
b0428,9.292138261907585,9.731296995993846,9.11820601176859,9.87386295727397,9.50036162395564,7.906578218736909,9.72047700481943,9.825620491105642,9.30002974714103,9.642878471252752,9.592052973488332,9.302448734466582,9.638228926389845,9.734625523788496,8.973581333296622,9.29381211032304,9.546774894121596,9.125856618631225,9.894203709088137,9.631534053399033,8.761505929026084
b0429,10.428633463171787,10.556363847998272,10.35122115719985,10.55403649997935,10.682173174256915,9.166101044591713,10.664957521991319,10.598712069327833,10.355749848068168,10.78890823146813,10.813215796740257,10.201961027285662,10.658737931643932,10.746698538343354,10.173206984865079,10.51009843944015,10.842037056874089,10.24271878659761,10.73690113327554,10.490428758361704,9.580385464950735
b0430,9.905671906666848,10.345560302423985,9.936677747839154,10.04467821180226,10.452133334320191,8.591141060063109,10.202980775235936,10.305893032414623,9.98030216152305,10.232831934642359,10.66533941823795,9.769322431203712,10.037663605820859,10.27301009172779,9.839400575249359,10.399279836067366,10.403124917257832,9.906139416910825,10.320857873375399,10.155086141344432,9.123154429450839
b0431,9.67923774322496,10.445525886747191,9.769129168546181,9.98251064580767,10.1404031661046,9.45460847319081,10.052654021174462,10.371919671649374,9.80297685818383,9.943558534186543,10.525487748784652,9.56002073588833,9.991626068756897,10.37344849952972,9.665591525973507,10.138840002333552,10.177467407535948,9.696730363296632,10.207608400106254,10.050604626558153,8.958007238279793
b0432,10.367511502453729,10.60678097280925,10.068427209488327,10.768232750111396,10.654714484711237,9.03623441289824,10.740412660683571,10.751252031099773,10.325826527952348,10.768462983973835,10.67931257746568,10.15103484697408,10.692409483189868,10.862162509982202,10.086025009903416,10.473861930573248,10.599777333983797,9.838265551844655,11.002388225574839,10.593272081402931,9.636468110480507
b0433,5.55731053208411,5.706879550353594,4.549276272594436,4.972694446499292,5.498577025002646,6.342252732048434,4.9937720573742945,5.572385771483079,4.6275792360825445,4.8933607037516,5.618350963239625,4.376735431017594,4.940419287975388,5.69587631769563,4.459836870030724,5.08449015106896,5.561495012456671,4.060304833260306,4.651503084764448,4.7968041789902705,4.498702501825368
b0434,9.047564556146144,8.466808514439759,8.208617537197181,8.336081421541465,8.756857777448753,9.35469547966821,8.578236017911443,8.356350047657454,8.171649230862242,8.698540206919967,8.830793544546994,8.122910386036335,8.746803034646316,8.802673686414485,8.298476671391308,9.032482236300037,8.963793253364061,8.199439311135603,8.050992729220726,8.50009059916136,8.566119866320713
b0435,9.870612715391363,8.495403497073122,9.2041480905723,9.600801809229925,8.466467042164416,0.0,9.430217986874545,8.775147153997626,9.408213026857744,9.383919421308914,7.982636585117361,9.32133161152303,9.134646935726849,7.759755401980587,9.236686008606306,8.886794281214653,8.089257604809346,9.395972793296067,8.660149938519684,9.17193869439568,8.688851761018318
b0436,9.821594989624678,10.144736521159327,9.678654728402472,10.01220780153282,10.247512389730453,11.12988247033717,9.999117666622015,10.164577498853571,9.748954197263616,9.872573637503729,10.368083446147116,9.732488091809962,9.951161855411392,10.318235632927944,9.718944979140039,10.03951803288536,10.193070116625762,9.405475271955453,9.704507943816743,9.92207006842359,9.82656350509347
b0437,9.38865008020576,9.16179933146013,8.631197485212667,8.746431389749612,9.263198041610208,7.835798751906154,8.574662329187186,9.114576438347301,8.709692283346715,8.659880105228188,9.027476495656437,8.730743312234413,8.646127059616878,9.046954641961085,8.907690276389037,8.816148789031558,9.085229421318768,8.76156133139172,8.640506565697192,8.760263212117527,8.558033330125069
b0438,9.72718731636513,9.557867154178028,9.097937617005915,8.833446505132411,9.594657983466146,9.738879573901073,8.909061111569969,9.427002746374304,9.046632762681304,8.931606211800247,9.531012235846443,9.187612833754116,8.897676580791801,9.386048625154327,9.24578243478008,9.107865490883047,9.709561726771657,9.345457073136785,8.753011144577908,8.997956976561197,8.785800011064023
b0439,7.9141551116167035,7.689128324386809,7.417667419519553,7.330778032129371,7.80124711639777,8.42007930152805,7.158928687226513,7.848412606196458,7.509302971643305,7.061517239972778,7.507557603958183,7.727545004602637,7.138453688442805,7.714736671206504,7.694537997425608,7.052196792078844,7.575267452329989,7.494259983936892,6.6902932623783995,7.189129075654427,7.171694566263929
b0440,9.859646854562346,9.840097296238731,10.577320194094089,10.852029572582142,9.461196983812137,11.24510202399697,10.947263269226651,9.646555209133695,10.687822221624568,10.530902700424425,9.56482494647424,10.421245846036724,10.666129713159595,9.519496738109778,10.923167942826257,11.30505296040212,8.88416640973289,10.882903880220423,9.848799389760313,11.020128817596929,10.409871927888574
b0441,7.586062729940707,7.320744366447378,7.532512964344071,7.574215584164694,7.243327578151343,8.947871643937862,7.353965909260074,7.282251842630813,7.398128273710407,7.214175379671393,7.171643234882475,7.414438418948688,7.3313399950928755,7.171429025364892,7.562688880383593,7.452701996607081,7.0167503630033305,7.2453649772477124,7.050465551282177,7.481719549034473,7.150756996931897
b0442,3.7501159264217394,2.8357754589828743,3.74957780848395,4.639494443389197,2.9005099825412675,7.002050115066283,3.95156236190605,2.806223629235146,4.161248413613065,4.541963001895071,3.3046666607424466,4.549488689372897,4.849440141043786,2.275593142610795,3.9791448626550627,4.1222002895462,3.2205005869849144,3.2604618943587322,3.9911319932175524,4.016897676616949,4.018847093140966
b0443,4.718993287982997,5.035581287331814,7.3822098860630705,6.802173684090015,4.774953418420912,5.913795604359392,6.847580798206261,4.545689027902772,7.315058327383047,6.648371188699554,4.8027255749367495,6.964720779428153,6.567762677522351,4.890245866694273,7.460143163488444,6.903949119464489,4.562398689658008,7.459808063865925,6.542714937416201,6.993192530001289,6.128701680058701
b0444,6.12913659840929,5.751300059284777,5.810893219627971,5.871415447002515,6.086798255596347,5.128800614622128,5.946944318891135,5.951292034172934,5.416271093891351,6.053282957251598,5.733748639374582,5.908137119123941,5.999907126524744,6.1460402789224,5.677692173459648,5.677577769520991,6.216911016730388,5.3422139513681275,5.804944975223868,5.459277379006517,6.012555561889301
b0445,2.448201164107525,2.8311488624259367,4.716086331341148,4.511007405796643,2.8095552204300014,4.848700928939877,4.821035038664659,3.1122532815786332,4.618977078014323,4.583199513743576,2.7711949028370793,4.436996634209138,4.632680314605598,2.868220227936377,4.795172402288676,4.7543312803559665,2.9538910246972634,4.653451883996032,4.088950908874922,4.746046101333513,4.601996247546465
b0446,5.0167148070298975,4.8828864539453685,4.511761640332996,5.070409061818727,4.85323742090895,0.0,4.687959502686077,4.566197412320508,4.650411307686427,5.1098148823894425,4.296952494767665,4.6852667102719305,5.026822074087761,4.135711868267293,4.555981335308584,4.7196743823373595,5.001072269520951,4.4564261166412376,4.451673525075018,5.063931937725518,4.80771195406284
b0447,5.418017954610704,5.022909995570068,5.031795639557759,5.628614376889868,4.8664719327646955,0.0,5.409446098851535,5.025867680214774,5.070216055858826,5.51004543256446,3.944432416124526,5.271794913213664,5.463298597226738,5.006186136296451,5.137592481116655,5.23712498446895,4.944181820596762,5.013566371932012,5.98152750512411,5.5419870082904,5.136702178563805
b0448,3.850295928335584,3.36498770630119,3.419904154934483,3.9478188553388804,3.2956493888273264,0.0,3.741903076732591,3.3239098800523634,3.5400982196636277,4.140153235099934,3.5502089700092196,3.512820894272556,4.025393004003176,2.441892035718288,3.5931100666256284,3.830332110426835,3.04867412137532,3.8131017903831683,4.284937627521962,3.7047465061382785,3.67242255250037
b0449,3.402337029709712,3.317764413430797,2.795089908783639,3.3443032838492046,2.822723918450464,5.351369437124134,3.076626014786901,2.9399836136048316,3.1250320871800743,3.394418495857864,3.223857975880649,2.3251374738405723,3.4475958976741823,2.890682809387258,2.434247904041008,3.1837510857358806,2.7634577098269317,3.2151638733495513,3.8249155990862596,3.2938706901355057,3.2719824817064613
b0450,1.8011886636713974,4.597224272302037,0.0,1.0661887391973714,5.385584300647539,0.0,0.0,4.828252817015314,1.4674748054011373,1.6666280644039313,5.276652165636189,0.0,0.0,4.828010124607626,1.7292076033082502,0.7828160989890495,5.258722859032943,1.7461408026479879,3.964671077958141,1.1600132527643958,0.8144963527028762
b0451,3.146478366503439,3.6364264140856997,1.8361315240435316,3.312112823627685,3.43474993450244,4.276542705110154,2.8943984503378335,3.649753225219765,2.5564432482925783,2.7806214648967726,3.365335930657127,2.989565839374989,3.250495580404799,4.186875052250354,2.6285730225520374,2.6585071244986422,3.220000143654431,2.2391707532389953,3.701052253053652,2.876041032294029,2.5350966072433656
b0452,6.072310033652058,6.2112309979114295,6.051365588628693,5.987572899097385,5.650918279587375,5.806059096409581,5.827625160524296,6.183003410211849,5.74088352208789,5.494951476699004,5.58510271289118,5.686572481302538,5.7081081541958705,5.666708691813047,5.527545872665235,5.416174981700764,5.66059569492712,6.091969685878053,5.459906547586488,5.603991005267652,5.545457113131471
b0453,9.807355175644918,10.341720330604113,9.588786556654691,8.222551782586045,10.236573882890362,10.17612084918093,8.433517335055472,10.117370984263182,9.22878053419508,8.174324551828256,10.265919842971773,9.12729877558931,7.982272503647548,9.682313253988436,9.440543141809576,8.49148282582713,10.289044662982702,10.013931103946112,8.92531465100539,8.876290562126297,8.722721575876102
b0454,4.940232314657804,4.312451408445283,5.054598360818689,5.95079945078406,4.103676401317905,5.946170348938537,4.251804279378687,4.022153124006203,5.087128908746088,5.090887028287516,3.5346795781189635,5.234792724266722,4.938628805658983,3.789338835741132,4.1785284250726935,5.26963586455222,3.6140214591284847,4.424042551279997,4.922941236097153,4.931284239535999,4.9697349176231
b0456,4.324679750470666,3.640298138588952,4.5502122924628505,6.153509110021113,3.6884629313983606,0.0,5.390374613917714,3.7653902223720745,5.1899027355022875,5.548945138791616,1.1154199577475012,5.77727219556496,4.998379515193521,3.919399496187815,5.467221108169475,4.439537113820742,2.771774224253265,5.454233469888646,5.029123406843325,4.933432733697218,5.105203563840161
b0457,4.692065764675556,3.7653044134709517,4.561300434030199,4.462053165440981,4.4681361300375295,5.5470798434846476,4.3940240781686715,4.171001871588315,4.243538219274698,4.644082031158277,4.06258382613098,4.363611812554252,4.420648110191803,3.7970840648769064,4.476098018674238,4.268073175975968,4.434496707926282,4.7124553824687645,3.7021333531695664,4.11482892790205,4.066376318639648
b0458,7.323614121060629,7.2207089549816486,6.506299677896438,6.612367464515258,7.144245101326115,7.244832289579141,6.758425886213961,7.086760595771931,6.636233553048931,6.677359369481211,7.229345948782221,6.563534003105056,6.6884575803165625,7.15076789864367,6.64614916748294,6.666783063886378,7.119083237867983,6.6212599631777,6.5141423528108815,7.010751809270047,6.55197846427714
b0459,5.693341287342332,5.64927808044004,5.5773388198454334,5.941609903283081,5.310282165851062,6.438120208091276,5.65860096854954,5.547948851082784,5.380465566888923,5.626849392104906,5.397369309111852,5.276790320345675,5.825557465929306,5.6494394891558235,5.400462105886941,6.34925850997684,5.003422382134937,5.471868575344687,5.393181791562191,6.065305080873476,5.515049288556801
b0460,9.541768995068866,8.659029505313784,8.185065801545921,7.842940980293309,8.62098707851229,0.0,7.93622679314045,8.805199539268003,8.148907368284785,8.018850149139658,8.989408256143198,8.01897093512829,8.043139338001845,8.354487497896804,8.066212484776297,7.695753474883798,8.797849867173328,8.409245186753523,7.743317648849919,7.888858968181016,7.985820875583175
b0461,8.15289993824325,7.27876361549798,6.763257833393237,7.2127950883509735,7.424618481385574,6.990552904467032,7.1533080687398805,7.430110107946305,7.283571315745273,7.083927997823676,6.906111726202702,7.26197564014968,6.911166582931629,7.028810588721393,6.923118724420589,6.734895524493008,7.308557604961564,7.420252315863538,7.076689587006261,6.898496335806382,7.021700441348045
b0462,7.768372792955286,7.692825294781913,7.554146932181909,7.873838918134582,7.59869933342285,6.09988764621423,7.9241900871405155,7.670316909851347,7.537321241888106,7.807619366710776,7.5781620634035285,7.522433980385804,7.820340353777871,7.612094485942579,7.539325777438765,7.838474142804609,7.618780670067516,7.564348199374015,7.580170410980532,7.753846433684933,7.5531499565973705
b0463,8.176031387969578,7.894615883922428,7.509424223480135,8.165120108189848,7.8323737499931045,7.317396309259233,7.787182339900885,7.734552656052761,7.493356858489826,7.924123696212376,7.560774282562055,7.62246796364384,8.020027454774986,7.452551942337172,7.5447055888230565,7.870327283528413,7.750296208890026,7.583922466247922,7.863223709757122,7.762209732483905,7.60153709035857
b0464,5.173992826382188,4.637352300547874,4.613796584779042,5.16624950974038,4.624514366082462,5.229047601732121,4.925856300600513,4.436146330742987,4.771951140466349,5.050501867466425,4.952009156069891,5.273812685859168,5.141637044786895,4.72050254965014,4.8510252924073765,5.062432429565455,4.566231469461218,4.780509631441998,4.442943481623251,5.138791013783557,4.512841865516099
b0465,5.229231238085697,4.740402330525564,4.586107215360078,5.004298566854202,4.599826277768547,4.864761192031267,5.138832580666088,4.452016493388233,4.560730641603637,4.860956108559101,4.506858324727686,4.487453218002718,5.010587021285394,4.4194778795073635,4.743687998038288,4.866872931441445,4.529235877433454,4.451991531952398,4.482776654190201,4.956746198367078,4.938910464289788
b0466,4.3576164704278835,4.519136385895551,2.3460378505855344,5.143072230591197,5.252658367816147,0.0,3.7846398255964835,4.946008057018669,4.139464750298175,4.570097661065552,3.112297193159358,4.276821931680084,4.307069053926514,5.181467360062935,4.166601070323673,4.1362339561906065,4.682618271384535,3.440213064784587,4.602780232474434,4.044483619756809,4.722568055690677
b0467,5.787850407982302,5.671924415383736,5.778323890187743,5.707913692329871,5.979078599861181,6.501526962585578,5.742775929716482,5.651714203635754,5.5689889515114634,5.5024415392154005,6.059608422429664,5.871220738642399,5.308764139140154,5.920066564858195,5.645550025190074,5.878310667469103,5.695135159290411,5.5808862268425035,5.17278634970839,5.71488535000926,5.470951994181392
b0468,7.263638353551581,6.146014434677231,5.78822405189901,6.673080515602184,5.941585491780346,5.990538086862425,6.937873027190296,6.1256901721434955,5.953136101787499,6.5110140885216525,5.958394381707949,5.593177275370539,6.432680608033125,5.753116783160275,6.030631185705994,6.800792044779264,5.695998666817266,5.884373066131819,6.376149860411648,6.730443203002618,6.814893542150153
b0469,9.223345390824582,8.738582205428486,8.460259203107372,8.064485049308898,9.24243714786225,9.67108354069765,8.074537341660415,8.750081652365852,8.397001751132214,8.391852199896736,9.125049916662709,8.475807056327103,8.188293246078143,8.84729035240274,8.607015570875703,8.702108700952131,9.145787041987873,8.118500156106327,8.115193959991233,8.327958777112343,8.418111849741903
b0470,6.874244800605997,6.800384263282989,6.5197037064325905,6.468015428725919,6.813057951689379,6.6286840061826995,6.402491098892799,6.944334544931386,6.541552958413685,6.505638628123436,6.871197189268465,6.656671059750794,6.472200220913064,6.894712646758313,6.344136103369542,6.378050906753106,6.891925692698254,6.445299099903991,6.414628901609687,6.490671071958719,6.65214382250663
b0471,9.117918504982784,8.796652870543907,8.106877274510692,8.31238965850676,8.834858799322456,0.0,8.227202285051481,8.60567744086026,8.285489346043638,8.313934753321414,8.49749180395524,8.50703021573387,8.285118996640481,8.892507579925402,8.162052189676334,8.16707917972481,8.88252624279418,8.007837683393484,8.546065496125399,8.336013102502191,8.458279302389933
b0472,7.31091855020023,7.360263207331402,6.664604245018214,7.050558070812379,7.217951691005089,7.295945800590164,6.683978777680858,7.181157270722992,6.75029267142165,6.493651581030498,6.926234568697339,6.5145839886233565,6.235755267711749,7.043225730370398,6.51837171569084,6.586740887556198,6.775380787697071,6.469109246516157,6.94520133581291,6.879192397913219,6.765544632904011
b0473,7.132199903590433,7.478090435658478,7.867575098166174,7.410227320581236,7.692977285612653,7.36644404866741,7.393962207270218,7.524768571369044,7.928231508596676,7.406655895875152,7.453007930326517,8.228523765414135,7.3621727060879545,7.523084250987855,8.21317870641651,7.512446695854935,7.521210506998956,7.993997132741687,6.501074345782341,7.453016276682636,7.342626006576141
b0474,9.340242788572606,9.963928599535757,8.694891030505541,9.38477168694626,9.72970843679229,6.216289775577816,9.341664717253874,10.077924191084461,8.995452047458636,9.227956355717726,9.764600820865997,9.060306827574115,9.416015934578963,9.985322802546445,9.047563070179253,8.958383406323202,9.638903839272912,8.646463262119102,9.517679491280392,9.294948252692265,9.228633197420466
b0475,4.767878465740422,4.731187636881682,4.338995561064812,4.035898763904516,4.81593586706617,4.676084113350179,4.04272301299642,4.5943320414036135,4.225852513034146,4.010753355851798,4.248772640182848,4.4203345161995,3.630222929482449,4.444782250243339,4.390248914377823,3.6338154031058822,4.380038387550981,3.992750544960273,4.04918158891372,3.8979626054243277,3.8699563671287978
b0476,2.487252591294424,2.23284867271077,4.1882800480947,4.169635267034089,2.0469820457666663,0.0,4.440002181873188,1.891426752994644,4.105036321973243,4.251473276215888,2.1510187283675513,3.932710077389229,4.412691607240655,2.2393690750842685,4.082710248905268,4.309408912275196,1.9340913761547118,4.17353502803227,3.352566180557955,4.187503982356323,3.5830765099385338
b0477,6.236480314320076,5.514858471699198,4.663148584523533,4.972933255356086,5.9121822557605075,5.219330611793536,4.885554307866651,5.550047450535075,4.7984447394675644,4.9315606672551615,5.645298862412819,5.100981241875006,4.925908174491708,5.786896219240905,4.576309587023287,4.934110380062211,5.692129699463429,4.599489208925745,4.822480307424529,4.915744883059348,5.662918406243565
b0478,6.2734613440969955,6.091364040646614,5.719327284559508,6.160669347257583,6.046388188167253,6.9994871242515275,6.010397525327251,6.0717825642563765,5.716083656107767,6.001899144290583,5.6790862459260145,5.871369952036569,6.083531462005877,5.8918723612178745,5.8072846854954125,5.8420779721068845,5.895498065520938,6.001501366055906,6.057885432372479,6.0743645993694235,5.457539580557158
b0479,4.282172536047525,4.403211765600494,4.726227667809307,5.559612937689699,3.979746673882648,5.312822372513189,5.558442893222327,4.124083521954048,4.686618753768134,5.176755209402106,3.9582453869788825,4.848343714528187,5.371483917960484,4.167728771535863,4.903471483781389,5.511220372281724,3.870519764613494,4.9875713024572255,5.055892480712513,5.330833640086648,5.0725137158040035
b0480,7.007481737311048,6.295058903326401,6.150715145110218,6.828041614220345,6.576153399380885,4.888583767268799,6.664761668844887,6.236911552869444,6.633655975005809,6.89169356884762,5.9990359288387625,6.5205392124204264,6.827123813816084,6.078428263119217,6.453872022280579,6.618019325001112,6.46197238394333,6.351236953788613,6.659767431444753,6.656561371324592,6.616027278779158
b0481,6.868334163242188,5.793164095665806,4.343274860172414,5.096776620549888,5.761575275116356,5.6519997761407055,5.251632611673827,5.88439877984126,4.512158854768471,5.104575453252961,5.568612088142986,4.822770381395095,5.003707567848587,6.055402432093,4.476303044462007,4.271900340087825,5.836903046798812,4.989335329548676,5.155710344609625,4.763304132973565,5.226346802673353
b0482,6.148494472396753,6.557709672818172,5.2958757797044544,4.489083246072302,6.508177774400334,0.0,4.838326703385961,6.313598351169665,5.285975675636956,4.740575160225042,6.120362942322811,4.805962691264553,4.736636584746769,6.387095731656492,5.596714324790678,4.760977586101636,6.448061697338186,5.97150395116752,5.17638931853973,5.272066684154007,5.218533467808254
b0483,8.659500237102051,8.243101597321772,8.269637622255846,7.930045129209828,8.310784903748116,6.13276538199518,7.725806583158269,8.020371370597768,8.182923505387736,7.86585872819306,8.20766474118215,8.223165690053289,7.866452938453446,7.770214752421915,8.180845802864742,8.047272325924247,8.114034950131888,8.544053893776669,7.067400825095289,8.181999126239837,8.086032305516072
b0484,6.554402227375334,7.098514043918986,6.133451119026725,5.690090707487914,7.230885773831844,7.057540997318969,5.346091607478811,7.222719471408336,6.049229914308728,5.53364645082927,6.901264902676585,6.509709165900696,5.472259343789625,7.116721013589778,6.156778870425617,5.325482040101111,7.284726654512257,6.129014313712963,5.99679947935169,5.890199541448217,6.017018762463604
b0485,6.781747338827857,8.611089998327847,7.859146557655124,5.469988367647405,8.879342323045847,7.258591388408544,4.878064973316522,8.573742396978483,7.7215848100507545,5.297311439627111,8.302441093629419,7.760146134165304,3.910046098423496,8.174860295958183,7.831195415275066,4.348518312583177,8.810677489042982,8.025988531019157,6.145318064470342,5.504928126943637,5.700376449246966
b0486,5.103974251679449,6.619734685153027,5.975395469420922,4.017949601098718,6.8005117707650475,0.0,3.17102188961825,6.7423475565861555,5.685109983972792,3.804400071083999,6.290794093883024,6.102643790226823,3.208192661157309,6.2405206823133135,6.082735703155139,2.96353282449945,6.8655545307676755,6.444894356531864,4.573191636388428,4.207823565107129,4.194196633223945
b0487,7.298372550772733,7.138928280280824,6.8597223529317874,6.885669442763687,6.955186482028884,5.8821548745490855,6.866763788876445,7.1517197330746525,7.006894932370807,6.785544190165698,6.675505869827584,7.185208364322818,6.647523735036453,6.908103946706344,6.764696959441931,6.532812132512836,7.319151807592602,7.0664649615439385,6.734935012221738,6.837328141565193,6.862439375153378
b0488,5.254233164023102,4.66250286925012,4.898695536409637,6.05399381475751,4.990580841809541,6.70148841379875,5.378491363497692,4.834425863415191,4.361598458636305,5.4045868860916375,3.7651126329668614,5.4536745295871585,5.176236249536915,4.779621208818359,4.538004866145403,4.868022486435873,4.329677352527848,4.933729014187557,5.562360567435367,5.296334301080091,5.445775797086828
b0489,6.553301046355019,6.043506217871422,5.960324090893296,6.179908013758939,6.373177858783736,4.742486289761232,6.415430196544943,6.268908518749854,6.019881816956726,6.519608677392964,5.815896172321618,6.1644192889797065,6.3386796069732,6.286610081981275,5.7205735118636865,5.843107049646933,6.348822072972162,6.210209069044574,6.319916732092159,6.230467705265317,6.27585946648054
b0490,5.49537655322858,5.532531584908352,4.872861742367291,5.448302499429077,5.400810026579254,0.0,5.16248789913974,5.377284816731233,5.034600410458378,4.936898013361013,5.721740936319079,4.988642826749251,5.171073995465669,5.46641911453968,4.628390474158636,5.108633011463392,5.2370556736922325,4.6850039014034195,4.731870707741018,5.139960806510565,5.210914583921477
b0491,3.527382501818989,3.512291816245683,2.960911124169632,3.7903999505221497,3.651431447314006,0.0,3.4000566608754053,3.636414247193276,3.178908697242171,3.352668700026678,3.322017335843626,3.3453823629851556,3.374151719530965,3.208743775625823,3.0955022148065874,2.5874006031328918,3.7620296434722507,2.612759931209672,3.019183259841801,2.6703279959259576,3.2084227395341895
b0492,7.885629005811966,7.6555714089607605,7.393636889572744,7.259607387612437,7.858432722906791,7.604913993625767,7.271808662096801,7.735580669182067,7.447818463182006,7.257130102254686,7.615696973103427,7.851133004127402,7.04105634004536,7.504080001990976,7.5672790298558175,7.216159008765141,7.900209121876263,7.577301795106085,7.046475566696808,7.271090718324868,7.407312799091623
b0493,6.061410945133164,6.094976202816911,5.238723484923917,5.708057276687718,5.776919335717707,0.0,5.406380342514374,6.135139384553294,5.50241055442873,5.285370962349166,5.8220276650485765,5.651628975477906,5.352106732210009,5.971682793785702,5.365134419490226,5.463352679640173,5.746996634725481,5.693496807913562,5.191002905395665,5.497545861464489,5.516355314356428
b0494,6.792329722121641,6.290950600766403,6.163954472500043,6.083899273510294,6.298212204582338,6.256581892455339,5.979204128065794,6.392081106203769,6.103674177203465,6.050003649229834,6.24954725031795,5.971552094470664,6.2622040762220275,6.092622011411424,6.330836218319487,6.070875612361026,6.2338024665533105,5.971393494280081,5.839103820692705,6.217732885626463,6.287567441451988
b0495,4.708093340034628,4.6011156007910365,4.407700367671169,4.462804736588536,4.570538175769394,6.704604768390465,4.844393686628073,4.500775380834242,4.563720306162995,4.489432091202783,4.809949839160129,4.446842374685274,4.560918217043377,4.05335002697968,4.43069397741642,4.844528417546548,3.8218908079528666,4.334208494044204,4.249967877037289,4.612034294601962,4.301487035302381
b0496,4.031112447128557,3.831822270020461,3.644659145863166,3.5731630452630316,4.0171377325851765,5.3284610237136585,3.8626088628429454,3.7008746106396764,3.9881046718444275,3.8046743131457315,3.557424663668269,3.441735485594511,3.534884806206673,3.7471646835815138,4.135565135999893,3.8017253248771166,3.946712009438508,3.7435749123483424,3.7963511827194045,3.676338407503359,3.4039311029696075
b0497,3.124963086809488,2.5510360283066094,2.7809592025006746,2.906250922927269,3.029418040302895,6.072734740549616,2.7867456361967284,2.5934338474475607,2.506685394907491,2.8305472608883298,2.2220922127876985,2.774804626416515,2.679287047237433,2.371035843762823,2.943439864115153,2.7080017860025225,2.4245271471916485,2.4280534647164926,2.575129462714602,2.6728822730970387,2.5817064522612276
b0498,3.2572185229537554,2.977621295517288,1.4818619686159271,3.006247707652877,2.910632784489694,0.0,3.1466262118701476,2.593602558303219,2.552264919991916,2.6991640184086,1.695244393182604,2.8985855543210177,3.446493322933041,3.4172456628037873,2.8839383500159177,1.2164981298044077,2.37695067225327,2.413144099585523,1.9548533050859884,2.1383766559657222,2.3735131116131094
b0499,3.216309035619849,2.300389004287751,0.0,2.2175193859491054,2.1320922292451616,6.077723507531112,2.168203403736806,2.373460652083056,2.3808936872892446,2.127598281818852,2.340791366432837,1.4198287527716367,1.1920212252193734,2.0054770012178134,2.5772411301110925,1.7675106537440126,2.2104036552046518,1.4243772334530975,1.6583542114323238,1.6136554722730465,1.8205458551981781
b0501,1.1933441748480584,0.6010453345191187,1.2311597580552611,0.8116806761012201,0.0,0.0,0.8823765538218813,1.329921093738185,0.6865513393476654,1.0882187655409339,0.8805511662015175,1.1460971640164856,0.0,0.0,1.3777653485350916,0.0,0.6091544222047824,1.3926917287383709,0.9714973368595262,0.512175524499431,0.0
b4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1561496145773171,0.0,0.0
b0502,4.256782732175845,3.8032962308235723,3.0205053437163567,4.083186746175963,3.5246551442129594,0.0,3.600757138048106,3.1687517918445756,3.042549548801117,3.688269021246984,2.443747967897899,3.4069877288360693,3.7309032441628918,4.588072956123702,2.8738446470806074,3.1503748329920227,2.988094215304214,3.2604618943587322,3.6339265175176885,3.679567938105925,3.320189904857775
b0503,4.034481984388707,3.9634441276570285,3.3310890017659993,3.8957841606330867,3.480395753300929,0.0,3.75276455840393,3.96299871162427,3.4011470940836444,4.028291604014784,3.9734739636966894,3.19529060238259,3.7262662644942837,4.058541005975248,3.416480396546213,3.52149853796551,3.7279072316906587,2.986430002025712,3.9680143029443076,3.683553599109393,3.6980955657880865
b0504,1.8977599582967755,1.7922944368160705,1.6513445533856463,2.7225658112009516,1.3906445004631478,5.701478235951186,1.2266163524371339,1.7678942196952787,2.1861027162013014,1.9197203783055086,1.4761024123214772,3.012240677352377,2.099152050964482,0.8244664866493618,3.1078175532857064,2.3828494967928417,1.8091713477466256,2.7217965082678033,1.4082022487587569,2.2743010471325933,2.2037707640904407
