Geneid,DDB__HMP3397_fast_batch_12h__1,DDB__HMP3397_fast_batch_12h__2,DDB__HMP3397_fast_feed_18h__1,DDB__HMP3397_fast_feed_18h__2,DDB__HMP3397_fast_feed_28h__1,DDB__HMP3397_fast_feed_28h__2,DDB__HMP3397_fast_feed_3h__1,DDB__HMP3397_fast_feed_3h__2,DDB__HMP3397_slow_batch_12h__1,DDB__HMP3397_slow_batch_12h__2,DDB__HMP3397_slow_feed_53h__1,DDB__HMP3397_slow_feed_53h__2,DDB__HMP3397_slow_feed_7h__1,DDB__HMP3397_slow_feed_7h__2,DDB__HMP3397_slow_feed_86h__1,DDB__HMP3397_slow_feed_86h__2,DDB__HMP3427_fast_batch_12h__1,DDB__HMP3427_fast_batch_12h__2,DDB__HMP3427_fast_feed_18h__1,DDB__HMP3427_fast_feed_18h__2,DDB__HMP3427_fast_feed_28h__1,DDB__HMP3427_fast_feed_28h__2,DDB__HMP3427_fast_feed_3h__1,DDB__HMP3427_fast_feed_3h__2,DDB__HMP3427_slow_batch_12h__1,DDB__HMP3427_slow_batch_12h__2,DDB__HMP3427_slow_feed_53h__1,DDB__HMP3427_slow_feed_53h__2,DDB__HMP3427_slow_feed_7h__1,DDB__HMP3427_slow_feed_7h__2,DDB__HMP3427_slow_feed_86h__1,DDB__HMP3427_slow_feed_86h__2,DDB__MG1655_control_A__1,DDB__MG1655_control_A__2,DDB__MG1655_control_B__1,DDB__MG1655_control_B__2
b0001,11.770260473792996,12.088223382970897,10.305986666873707,10.167362848607404,8.626357153181582,8.765981763289734,11.066496997975815,11.15040107626347,12.143972268991673,12.056437044906852,11.573317891446084,11.266463208448473,11.172537169393799,10.956405444938069,10.590775409820907,9.523215046701761,12.140844457271024,11.95584247628737,12.359177695649466,12.047729480356626,9.318492854601452,9.406753803748378,12.790652000533854,10.824575676703045,12.090645793940377,11.880084670013124,11.439794398330212,11.410218985937528,11.377435290577585,10.755497478867621,11.025865072889948,12.241411388740453,13.305538266436198,12.042857867252827,12.728141337482645,13.210994699899473
b0002,8.92581774869558,8.951106763334584,5.538056841883551,5.545461201212072,4.895001158028721,4.8333778332484805,7.194934547491214,6.955166247390055,8.932259896153065,8.896330248633799,9.296978097065676,7.448283789008688,6.043695521480248,6.03599640417472,7.737652671699815,7.4562364013743565,8.910521142365157,8.99855374018523,12.085948583846475,11.873023681416939,5.592781292177253,5.510798556250111,8.812861285857787,7.512067759689131,8.943926116324285,8.908297320271057,7.985214550817787,8.700009641172892,6.38448186052316,6.5483531421074135,7.317600378301565,11.477746832191944,10.95981111370788,10.898219783307862,10.801625591657352,10.864262481739953
b0003,8.593793203091629,8.748651150310321,5.567427162046995,5.705048212663602,4.666668504679714,4.437581443341714,7.101931610469686,7.1070869897566675,8.675774980766631,8.732606264530615,8.92672529564286,7.01516226148501,7.0001896241812025,6.7662878907102995,7.355695490469375,6.8727418281848545,8.674820610746874,8.827432655496791,11.692099643099322,11.349060470313356,5.311301658970951,5.584809632030276,9.599001962422427,7.628084063071797,8.748027414630423,8.728445231514439,7.786053105657959,8.60747542052644,6.800165233559238,7.024617030053211,6.986738585121618,10.969084247126304,10.424648485983864,10.455741903973605,10.42752492691102,10.413740249222583
b0004,8.526331188975037,8.475066472657181,5.124049740464373,5.3025544772319115,3.509425987925655,3.52723678503089,6.810887554460493,7.236368462907201,8.458753383991478,8.39954271497529,8.61495921385401,7.201812473773775,6.888513366031099,6.7306944610598105,6.470820590101083,6.003935703871555,8.542750833123893,8.580991829061743,11.265837262926812,10.790445112611309,4.594324496219824,4.707153238015579,8.371904138020833,7.645265265879384,8.550678199351358,8.49281690243274,7.358169900892806,8.4405940740395,6.873186427592941,6.602825012270201,6.736012908574903,10.603604389074402,10.023760762187868,10.016380046696222,9.955010978137135,10.067278111317409
b0005,5.001811493729029,4.194119271136215,2.7562209929986063,2.7976645332140535,2.5524728417778633,3.0035218978398617,4.259041201375424,3.754060306129802,4.363162794546489,4.301882883883674,5.052826296864312,5.872856308775294,2.6014882236897723,3.2817062095124876,4.304987779364346,4.154589483853054,4.154501421736962,4.8449375673976105,6.8033159881769265,6.658106370170772,3.539113081666526,3.6926209578001923,7.171136946603838,3.7869791550122884,4.991925579716052,4.136838153385719,4.5928608691051895,4.850303171404204,3.372380967369791,3.5813173917346948,5.9030885903624215,6.871116038304951,5.687295660385207,5.454657871907854,5.849308479260292,5.764915067133607
b0006,6.522987617811108,6.305847024042452,4.795447935369726,4.716091207621246,4.7320916013823675,4.573300168132973,5.5028356443599495,5.336070320814138,6.446074810730644,6.2722901530500605,5.527337413664656,0.0,5.2302780666659645,5.288183503690529,4.43451200541822,3.5867449950460784,6.522575565996345,6.340778748822745,5.278280005454522,5.334327864492947,4.3507295164756865,4.266041414425001,0.0,5.699880067878342,6.3585077744254415,6.436594440256963,5.173217309023795,5.4610219107085385,5.569567413797315,5.275659983356031,4.961874407957941,5.116816621580545,6.336498025147096,6.262299658751728,6.194280210036223,6.146409781264221
b0007,2.4045955890434327,2.4225247813365782,3.4002009603977466,3.38854852790289,1.594553661674821,2.6085986291455576,2.5794105795385835,2.7025597724637858,2.611752764762373,2.72159441044424,3.0423751031629793,2.802704970583902,2.746593061025119,2.875389002914189,3.7193684025690166,4.487435285232898,2.9714009562576553,2.9299276363191575,3.339697396898855,3.910629298622591,2.9745933838392182,3.4467765789515727,0.0,2.732681243100064,2.6428064533755404,2.647701417866629,2.966102482917599,2.988275513089137,2.8047118081480105,2.9690496111201887,2.927730057924048,3.3918059940691796,3.712193474933689,2.9393715498618116,3.548674748289084,3.658705403858249
b0008,10.135943349487002,10.143099149915441,9.745657494425407,9.80163490228192,9.014687206442396,8.958891521629365,9.968918658754072,9.866369910636394,10.136659061483098,10.163084376019787,9.937255580038185,10.096554215249292,9.511936471013685,9.627511557828091,9.387922547534206,9.10847572617261,10.243419805423256,10.200773268541413,11.059869957013095,11.067779590255597,9.012984083762714,9.019867143982896,10.432805833709523,10.076002459149688,10.083332940362752,10.20076092560047,9.664869816092448,9.682417291978483,9.687059214364169,9.674561625335858,10.353254492912864,10.792433593902468,10.589842721968006,10.593655764639779,10.510099973811112,10.369080923314407
b0009,6.107270262625542,5.914336877195814,6.76900067372414,6.675727658796718,6.391600772731146,6.351596345454085,5.9966807919448355,5.916904452674162,5.701668997821617,5.884337819679521,5.786681112506151,6.204299342728989,5.921753326114133,5.837685720134153,6.563848390347791,7.218965853462435,5.752201669126214,5.9584126071879915,6.177362417067073,6.224562902063861,6.20449683752496,6.606023857306872,7.185682604854882,5.834121700319188,5.818183759190295,5.793736380049367,5.738472851333601,5.618647770970312,5.417634541224152,5.502286680450046,5.942315147843956,6.002973693316851,5.691217679536882,5.06475163188017,5.348830973604704,5.508809478754733
b0010,5.471114195228055,4.524382894426068,5.177002231831259,5.352090654117798,4.3754025765241575,3.8863948932049,4.322726387492378,4.385661959936571,4.427087002520985,4.406273142947588,4.974873452637198,0.0,4.263595196199528,4.054421002791732,4.987276454641597,4.709143955215236,4.390904380079401,4.415618583144532,4.705040478052979,4.8184186129732325,4.46103101660106,4.245314244660355,0.0,4.128231966404975,4.325570839101804,4.422864161149224,4.722785314847103,4.7684422190887705,4.672625968051157,4.5840108115293345,4.311491469301176,4.572749387730894,4.067258755119726,3.9097534914113816,3.9771592716196893,4.133641960529438
b0011,3.2642043277350385,1.528673427921501,2.7196085647420016,2.433579537387383,2.0130625848267822,1.9708162119968626,2.4810472082511836,2.1584147998104912,2.7042724544106074,2.244434517760429,3.256347957077754,0.0,2.6137318821286804,2.7541259103818407,3.427312171447047,2.998603659928453,2.2524217206137394,1.8073573177392155,2.781927277498035,2.5590909093234475,1.5676513547784896,2.036144888578697,0.0,2.1139282033170197,2.5538160573841044,2.1540754269453783,2.6499828656854363,2.5584178573735095,2.840346648892255,3.3400022915554697,2.2459333234101946,2.2368446984401986,2.5717831563603135,2.942004897405157,2.9585298548839716,2.604369759026688
b0012,0.0,0.5883895898210313,2.175589560452292,1.3878599448715498,0.8019666378060655,0.0,0.8416736078142735,0.3984488797110995,0.0,0.0,0.0,0.0,0.9146296453442465,0.5304018407594989,3.029942623528542,4.776904484757859,1.1277792699767508,0.35898894232217216,0.9704567062216631,1.1363022474242466,0.7836038268175116,2.2157398540732123,0.0,0.40710163562901625,0.8101651045286442,0.37653505488407174,0.9350860196926842,0.4627398172342415,0.56214016696819,0.0,1.1821475662538161,0.7501623155950737,0.5401215513148818,0.0,1.0261300814833467,0.5722606581366418
