Geneid,DDB-I-SF-S1-001-A6-RNAseq_S14,DDB-PD-003-AMBR-R9--S12-RNAseq_S7,DDB-PD-004-AMBR-R1--S02-RNAseq_S15,DDB-PD-004-AMBR-R1--S07-RNAseq_S16,DDB-PD-004-AMBR-R6--S10-RNAseq_S17,DDB-PD-004-AMBR-R7--S10-RNAseq_S18,DDB-PD-004-AMBR-R8--S10-RNAseq_S19,DDB-PD-006-AMBR-R2--S07-RNAseq_S21,DDB-PD-006-AMBR-R2--S10-RNAseq2_S27,DDB-PD-006-AMBR-R4--S02-RNAseq_S20,DDB-PD-006-AMBR-R4--S07-RNAseq_S22,DDB-PD-006-AMBR-R4--S10-RNAseq_S28,DDB-PD-006-AMBR-R5--S07-RNAseq2_S23,DDB-PD-006-AMBR-R5--S10-RNAseq_S8,DDB-PD-006-AMBR-R6--S07-RNAseq2_S24,DDB-PD-006-AMBR-R6--S10-RNAseq_S9,DDB-PD-006-AMBR-R7--S07-RNAseq2_S25,DDB-PD-006-AMBR-R7--S10-RNAseq_S10,DDB-PD-006-AMBR-R8--S09-RNAseq2_S26,DDB-PD-009-AMBR-R1--S02-RNAseq_S11,DDB-PD-009-AMBR-R1--S07-RNAseq_S36,DDB-PD-009-AMBR-R1--S10-RNAseq_S2,DDB-PD-009-AMBR-R10--S03-RNAseq_S34,DDB-PD-009-AMBR-R10--S09-RNAseq_S44,DDB-PD-009-AMBR-R11--S03-RNAseq_S35,DDB-PD-009-AMBR-R11--S09-RNAseq_S1,DDB-PD-009-AMBR-R2--S02-RNAseq_S12,DDB-PD-009-AMBR-R2--S07-RNAseq_S37,DDB-PD-009-AMBR-R2--S10-RNAseq_S3,DDB-PD-009-AMBR-R4--S02-RNAseq_S13,DDB-PD-009-AMBR-R4--S07-RNAseq_S38,DDB-PD-009-AMBR-R4--S10-RNAseq_S4,DDB-PD-009-AMBR-R5--S02-RNAseq_S29,DDB-PD-009-AMBR-R5--S07-RNAseq_S39,DDB-PD-009-AMBR-R5--S10-RNAseq_S5,DDB-PD-009-AMBR-R6--S02-RNAseq_S30,DDB-PD-009-AMBR-R6--S07-RNAseq_S40,DDB-PD-009-AMBR-R6--S10-RNAseq_S6,DDB-PD-009-AMBR-R7--S02-RNAseq_S31,DDB-PD-009-AMBR-R7--S07-RNAseq_S41,DDB-PD-009-AMBR-R8--S02-RNAseq_S32,DDB-PD-009-AMBR-R8--S07-RNAseq_S42,DDB-PD-009-AMBR-R9--S02-RNAseq_S33,DDB-PD-009-AMBR-R9--S07-RNAseq_S43
b0001,10.991937196544342,10.817186610016375,10.450042984205004,9.535145539710623,9.401947067074936,9.058294460795437,9.848469770478816,9.303196205270105,9.403494537638244,9.90289331208394,8.747423918031362,9.397858101548943,9.313217078745037,10.520374063979702,9.607843925102493,9.839466655771112,9.894413885027719,9.892220609038318,9.828536009424601,9.952498712441,10.507685091161825,10.073565460242527,11.075089964697893,10.475208816627145,11.227091659245843,11.506263374101021,9.572174781196034,10.571184740417927,10.478644780586402,10.078659726464464,9.50439041103943,10.49873238933408,10.162724023491947,10.355894672318533,10.83638987465044,10.469959563067517,9.45571948157273,10.170997565851334,9.988304534212318,9.488656181880541,9.872422636427853,10.284024787295728,10.100060936694764,10.498731843313776
b0002,10.895435385216071,8.526754512536112,9.547450615143916,6.927694582355615,8.433508456933783,8.392666895429626,8.2832542479878,7.949338578480763,8.365735197713702,9.570385351186907,8.507663133411558,8.266067961125854,8.058247637749723,8.325106856560987,8.452108959853787,8.672401741695463,8.363976116846578,8.647693109037316,7.1350782483043345,9.676086667377161,7.744038631019492,8.533117842373988,9.77426884341057,9.411208547145286,9.965808834683132,8.91841399501849,9.581661451675457,7.414406486599681,8.600019512182064,9.646489879593801,8.255430566036695,8.369162838096802,9.606281986448742,8.610774983834022,8.427711540109948,9.662343176181027,8.483819677389995,8.483203384558385,9.675174983846976,8.76181454521429,9.646605897180818,8.393259741393868,9.576283538553719,7.636224273823475
b0003,9.606004047742232,7.519905416663865,8.594882364148713,6.717225504521733,7.74313577211858,7.4637145419396065,7.633120332349495,7.385776690863836,7.359967291802452,8.498469195990056,7.499194748531549,7.6356465564686005,7.324607185678351,7.448355185721235,7.46706149917366,7.723832323247884,7.538769152119354,7.67014288683617,6.656605285500092,8.764157470016357,6.597643002430601,7.312223188194664,9.021395649237917,8.338870966102812,9.054597354599624,7.696894078482889,8.462584711478533,6.986274669980164,7.5169664769327875,8.79081319957949,7.665467193240975,7.142817017386771,8.827504378352174,7.893523503529516,7.780020572097207,8.774284018397479,7.933692870580145,7.859478396516312,8.857956159479844,7.922228968459215,8.7123563044714,7.377519884874403,8.73033348558215,6.538127799047429
b0004,10.305355439788997,8.50371378809994,9.367428807215497,7.4518485195956545,8.4931999746232,8.429477052300431,8.262202255747653,7.729902174332304,8.353798722210788,9.390961056536721,8.450442590070514,8.415539364456524,8.071333135133932,8.39973073851225,8.364710663589392,8.597246120689148,8.249901950928393,8.722177678943666,7.43256476143049,9.504831732157827,7.15800787392301,8.363931544133864,9.602178404645478,9.397558519963452,9.61602055647659,8.836659826090012,9.473705438196863,7.580987148001774,8.500817507129517,9.451722028221445,8.167470887158206,8.162698943530716,9.4293308442691,8.309020283499589,8.285562977476712,9.564618286583523,8.46779775180777,8.446587590688313,9.44448094364788,8.395832823994532,9.47147832579659,8.187564728824253,9.381603103281188,7.5046923826453
b0005,4.995139216869607,2.749451750758927,4.047176662134351,0.0,2.9488619731810006,3.792120641866923,3.975853366131359,4.072544702517631,3.4509307930327235,5.088603312734607,0.0,3.902435841533989,2.538965710365623,3.3973981803190187,3.065065005170107,4.05691979180268,4.168111229481379,4.030514780198994,4.797326478087662,4.4892733703762735,2.841976058495848,1.6803044791830193,4.963308365324529,3.724290353393844,6.11854216001849,4.090153865651497,4.945451096269567,3.3719374862354496,2.869022610209437,5.038242499598939,1.8148981714342303,3.8356372298544534,5.505797678491606,3.1975694331551625,3.6632779021876356,5.2666004953623355,4.874351662844288,4.185822335064234,4.921935606849019,3.311462831173108,5.230881675086057,2.7535408459157797,4.540490448573219,2.2481302122739053
b0006,6.710726052724069,5.926238441218522,6.830367428946494,5.706732574165563,6.13684628573386,6.008460554066068,5.423837421936429,5.548419505900727,5.584855307594734,6.481706469758726,5.405555076273976,5.814454618207535,5.932663646256842,5.618230492870531,6.3195605307418035,6.028609949246523,6.1775924371737725,6.324961749619414,6.321151958848083,6.321058164098946,5.824227446734425,5.66466591224234,7.010875216028694,6.791007364751479,7.203320745828637,6.864043934688631,6.561382367115545,5.513718370154103,6.1598894271414855,6.2607314935707405,5.71423808873892,6.043534566855364,5.720520874796806,5.654396067037985,5.362630725949561,6.238916983610386,5.281780232891333,5.635963171950386,6.092353624427173,5.57894998918484,6.3315321867500725,5.870889748783768,6.305963169437189,6.248455704915271
b0007,3.637995842528704,3.091667489753428,2.8966951710490116,3.0958996923238358,3.22805552830371,3.212497014573831,3.1399800477741735,3.376313571595005,3.466305719863901,3.5882079161749463,2.9526467648251495,3.560031811854679,3.1682046639001644,3.595093444572086,1.878331797537999,3.311621931857646,2.407796534525587,2.064949634173909,4.144907342272331,3.387442909825965,3.55542110024374,3.375937872097402,4.307540855206032,4.390075602487031,3.899459126997493,3.8388880956044904,3.649622364593014,3.2467794561112275,3.4350254143270043,3.097103622854688,2.6977955927282213,3.1685374043982537,2.780109757632308,2.684560252416304,3.316323795777385,3.5722571559577023,4.431624717986641,3.166606115026787,3.0854537886210505,3.3963405484465636,3.2859613757146104,3.186850133905728,3.106571565615015,3.0916869637542495
b0008,10.751455954346035,9.862648159542093,10.269154861440333,9.412948503118907,10.134401479657722,10.22184556906558,10.080210634228514,9.66371500935619,10.004406015328438,10.181798123445867,9.815406263449011,9.922618079520495,9.792482523408928,9.929048379798143,10.623559541205132,11.016863881604245,10.636542199348915,10.900501718833434,10.845031655001002,10.21394464987053,9.800725054571222,10.397138135316462,11.071557293996962,10.880763255084815,11.119993843550635,10.494490574345468,10.229735099721715,9.318906908537212,10.296769239161582,10.239101547108243,9.480694750494216,9.919203984976164,10.114215034109083,9.830517900812607,9.807603104862213,10.152219576433701,9.793458842023556,9.951307527628314,10.091740759424455,9.674801702080373,10.232293731190257,9.864035086024211,10.18866732183482,9.949594574714851
b0009,5.322270425054442,6.076919099579637,5.805194406515664,5.476287047126002,6.346037341332368,5.454423225673566,5.838735268429128,5.679299804794256,5.828567038169549,5.985864284516297,5.799350612033028,5.980737359660054,5.830342665282057,5.85406358117552,5.220744898875238,5.763858956618964,5.975740351710151,5.682864558708589,6.617179131901387,5.889028664716947,5.596058586741834,5.67575232622034,6.854539351860984,6.535880078203756,6.777561103165371,6.837530794365649,5.838400935682897,5.774427788385799,5.485235370777384,5.7360667399402345,5.848122383934918,5.478683478062999,5.64303238293526,5.053300610978253,6.103997251831,5.132982866252251,5.20065522994196,5.799086778174972,5.505269297851913,5.604988029668283,5.817367109168502,5.04057305577571,5.623694146145007,4.847273204464849
b0010,3.8943367967387306,4.128651742405451,5.067936944718275,4.861963138685681,4.542132304992148,4.8381059699133235,4.785778024847285,4.693098968985944,4.684827672565348,4.6904981166008115,4.420729020320008,4.639273954672213,4.757258005942553,4.699216805370321,4.410402549545936,3.9392474871339607,3.684506927660233,4.093610598894835,5.918120606743693,3.437726183742629,4.747134895991427,4.590933547652153,5.424582386362623,5.357381561217669,5.0214146125194,4.153412629677885,4.1421870894194806,4.672154328697473,4.979687912362367,4.489058451043328,4.80953073297612,4.539472193254519,4.469918930617743,4.485967979379293,4.737292562061938,4.062830219128637,5.508430455737919,4.753165147403653,4.689554559969388,4.827336171083952,4.781960108690555,4.056995381009495,4.1267795088488475,3.9455445609104367
