,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
b0002,-0.007349825914932511,-0.002148878247177552,-0.006494630226283156,0.013078976487493128,-0.008181056459763759,-0.03879538481124455,0.045029926727874516,0.0037712916038384514,0.010472005022847987,0.00795839977641121,0.00872901433251645,0.0012780393802438947,0.0023416165592222782,0.0028676655423515414,-0.016099119044836505,-0.0005205787005334595,-0.021843139378448916,0.004009080853869525,0.011341754429836183,0.027208483897553388,0.025345239190053465,-0.0044740302355737544,0.05950193861374195,-0.00404042008413804,-0.005920685534437499,0.006887414675595805,0.00719860795741439,5.482216038865635e-05,-0.0026385541643478326,-0.00027885181788435767
b0003,-0.0022449427283321387,0.0017879141440848368,-0.0019086282481548243,0.015976090941616058,-0.007915284310841923,-0.032669835138456144,0.030010715909185207,0.0037544492290036047,-0.007845940437732155,0.011045472363216288,0.0042984420620012795,0.005409981774007927,0.0013996729709191335,-0.003953430066273945,-0.013481689399012205,-0.0047247967050013375,-0.008307806431000528,0.02123061455886268,0.013435798968848585,0.015736917515197527,0.016089133198925708,-0.011774309134226339,0.04566428530444213,0.008247719182589009,-0.008783187098709545,0.011624991633234012,0.009083732403106413,0.002712665424988402,-0.006374384352299282,0.0029146429654625127
b0004,-0.001442167937524301,0.010233679820328056,0.002019383598039298,0.009532857577238903,-0.004899204351888839,-0.02883898265472897,0.03231107699508827,0.005795766058452718,0.011354273592083863,0.0017872527379132971,0.005206914698094372,0.0023866051309015014,0.0023897220415306846,-0.00467340537916486,-0.012089566631500735,-0.007490058856867175,-0.019434133115706374,0.007693540924976268,0.025927394027398992,0.015408287946658508,0.0190673077768218,-0.012347842945438284,0.051124722175643664,0.007962133145824828,-0.008153605622455129,0.017124916866246735,0.010661309839549417,0.00866024214222753,0.001285008436827883,0.0018972417350042305
b0005,-0.005124304672799198,0.019334606912518225,0.022666129874520366,-0.015111910962496797,0.013091673904814074,-0.0426381173591892,0.00996970604182722,0.06537251861484017,-0.022245391844639122,-0.015273150516725197,-0.01143118705925466,0.004323870937113735,-0.007920014234570899,0.0016245697294167089,-0.033773293307009386,-0.01323167350805828,0.022403936045655427,0.009224621160952507,0.031213401207505424,0.002303952551993167,0.011035476267059549,0.013255829418765928,0.03862373229210783,0.018536673017577596,-0.017456339474539683,-0.0007658164613609704,0.008665870001826196,0.007176492953502521,-0.015221779279280272,0.00963110161985862
b0006,-0.0025976587157600334,0.003655388204749332,0.005318826708234704,-0.002449494139388455,-0.024927175403921652,0.006655697365452461,0.008835829001892533,-0.0030770698671461843,0.005618563138395951,0.0061497580706435856,0.0008033117872542632,-0.0006249680536986789,-0.0035352555412137164,0.0024954728631320076,-0.01324459209213804,-0.002741548916150372,-0.001856652621936104,-0.014117230587118564,-0.004652612900481575,-0.013447843639204553,0.00897849628050323,-0.01361438473053809,-0.004421779570344231,0.003528357145269155,-0.004311638529292889,-0.0033270899587415333,-0.0024151808405440834,0.002825573478920024,0.003093116976687243,-0.009002923718757435
b0007,0.03288087499214107,0.006467182840280136,0.004456079288332308,0.006146653112558595,0.009226205687314776,-0.0020889983348082726,-0.01008038540615042,-0.02716700275935218,-0.005043680488855805,-0.0016118601807726186,-0.0013908358250382508,-0.0027964408503788475,-0.0015727145779411416,-0.01939154011607276,-0.009262469428797621,0.005470736295948045,-0.002359645953130268,-0.01827637475302387,-0.016091698763486827,-0.011599358178540981,0.013851287779465808,0.01051841735623802,-0.014267435261808509,-0.009664618608411495,0.01508559404448699,-0.0035853650161296173,-0.003868202559665074,0.005728327498050039,-0.0010342105359490096,0.018528932213509673
b0008,-0.0030052360163976607,0.002023501976150719,-0.0051459524265384075,-0.004733259877673533,-0.020514411763942274,-0.005267386518453515,0.01675734187597036,0.008914858272866843,0.019344752778927058,-0.0023012204794895068,-0.006590753915217925,0.003103722436509447,-0.007362510986518489,0.017154602687248097,-0.0039108039852521394,-0.010358289367878894,0.019723735488500108,-0.0037994051044049296,0.007352620951502975,-0.004950290821938229,0.012274075273373746,-0.015825650042270725,0.0009325864009460231,0.00376774389091384,-0.00887174431643325,-0.0050886131185516395,-0.0009644398413487643,0.003037578014376295,0.010647920281157543,0.001112809693235441
b0009,0.0033743509151615086,-0.0007568753615274285,0.0022064502073813274,-0.003247571938066345,0.0013305948078341807,-0.009578669075081613,0.0021428285654524304,0.008509543979419072,0.005959910316757137,-0.0038100928655671598,-0.013719004788962055,0.003273048326282226,-0.005155997323065381,0.0068240668560891945,0.008324148133292778,0.0016281006966130404,0.018826867029864667,0.010200039416706797,0.0075536200936086794,-0.004827807717446137,0.004709060276452651,-0.0035998257434726394,-0.009330970552413402,-0.005734016932411094,-0.010898104447396776,-0.00837548109014883,-0.0010991455537825371,-0.0030835042719256156,0.010002666263983922,7.03690243461416e-05
b0010,0.0016043483851868638,-0.01566463155437574,-0.008117252530584986,-0.03184762604607697,0.0012353915994472568,0.006354985275833468,-0.02739569703414151,-0.015122771352752761,0.0043168171359267635,-0.026197159833259237,-0.015784823507101337,-0.019315450074640857,-0.005747203072049356,-0.014655025954576444,0.0043111593177022145,0.009343146091470323,0.003367704545054046,-0.010304341279640894,0.008563277475243098,-5.609617834956812e-05,-0.008288561479350828,0.010336576661158751,-0.016984388521266713,-0.006119421373900888,-0.011131861017074857,0.0048066001467599465,0.001615441118110675,0.005084310940201446,0.005176067717228772,0.005624876771170722
b0011,0.0009716178468344083,-0.007780803572942312,-0.0016902262290013964,-0.0039019635968159435,-0.006663109940464696,-0.00028561673568490995,-0.013097404181088686,0.01194040852853098,-0.016730452680510436,0.005423559840831799,0.009533537979876846,-0.002907945924697079,-0.003907762125405003,-0.0024771025582863908,0.0007976739621390027,0.0017861638950471576,0.012201284542915962,0.0006354136002824045,-0.0035342563097234044,0.005940765711356009,-0.004247477350241335,0.012167344363366644,-0.00394465623637342,-0.00792653619266185,-0.004330013806961962,3.3458191034481864e-05,-0.003122648569991262,0.0009445154649227777,0.0017344229066043103,0.008483653207560615
b0012,0.0036561621609859716,-0.002338933017047156,0.0020946834551837444,0.006690149874680241,0.016385104087927194,0.00862729051898231,0.002329286735237912,-0.0011293528795122982,-0.007842713667316963,-0.006995392399901317,-0.008021575705737468,-0.0008356856322108033,-0.0003071657292672019,0.001029606354972735,-0.002139450293312589,8.548694548944222e-06,-0.0014741909667228723,0.005269917583376328,-0.007359055289522275,0.0017554544534038122,0.004653013597297221,0.028741849789685726,-0.009283519558318194,0.00325052921684482,-0.007861658745358652,-0.0007511819115170746,0.0013094052839942557,0.015508307388787345,-0.007558414952546454,-0.006999222169076557
b0013,0.004395396419004644,0.00812418427611075,0.008783306727054359,0.0023103349936905012,0.01117693602280315,0.002594601290090322,0.010556881508948334,0.02930705600222434,0.014038037804319765,-0.009906724809641864,-0.00851770497027577,0.001325004453436545,0.004594447763624051,0.00817200534695319,-0.013208995259913552,-0.010684595418303439,0.0018185364463201609,-0.0014638474806458407,-0.0036504465725920067,-0.0011072348695227961,0.015264268121727967,0.031949016991444,-0.003448885240251172,0.003728603241076241,0.004060203903918686,-0.012324566135449461,-0.000642697431861116,0.001841596218359587,-0.0052605678371998345,-0.020920309910189415
b0014,-0.0024804423225028723,0.007186886657418592,0.0675303269680606,0.0863740630611125,-0.03306932605671402,-0.02587066248233373,-0.014133344702294513,0.05207007011519929,0.012629281837302492,0.0010201472997864382,0.004648295934382452,-0.007225204869884615,-0.0052413471097436,-0.030428191434977308,-0.011546455838345803,-0.020115489409552666,0.019747399760685437,-0.004743529485821478,0.0022899109045875425,0.005179563704481368,0.01435248340272739,-0.008929971094010723,-0.019400005723441353,0.01009861236242237,-0.045356406430625426,0.04150888994358842,-0.004742765156082533,-0.008246469638396486,0.001688816029861676,-0.005565068822776829
