Geneid,DDB-I-SF-S1-001-A4-RNAseq_S14,DDB-PD-004-AMBR-R1--S10-RNAseq_S16,DDB-PD-004-AMBR-R2--S10-RNAseq_S17,DDB-PD-004-AMBR-R3--S10-RNAseq_S18,DDB-PD-004-AMBR-R4--S07-RNAseq_S10,DDB-PD-004-AMBR-R4--S10-RNAseq_S19,DDB-PD-004-AMBR-R5--S07-RNAseq_S11,DDB-PD-004-AMBR-R5--S10-RNAseq_S20,DDB-PD-004-AMBR-R6--S07-RNAseq_S12,DDB-PD-004-AMBR-R7--S07-RNAseq_S13,DDB-PD-004-AMBR-R8--S07-RNAseq_S15,DDB-PD-005-AMBR-R1--S02-RNAseq_S21,DDB-PD-005-AMBR-R2--S02-RNAseq_S22,DDB-PD-005-AMBR-R3--S02-RNAseq_S23
b0001,10.889415058994256,8.200085472060966,8.511722039478293,8.603012915883616,8.791904938798815,8.912833085856752,8.858734894183618,8.99741209967214,8.980437332535656,0.0,8.774996769969983,9.452247038158333,8.956380510070815,9.258027841130618
b0002,10.99210380931008,8.342258318807643,8.515549188640776,6.973975642945322,7.1558286201502375,8.415526857786348,6.615080672923019,8.395013504693122,8.030881730819829,8.483982897311257,7.25363903453548,9.508082653009927,9.481335024794372,9.497248284131558
b0003,9.557940722104684,7.226990203849906,7.4652668387479135,8.58906482532858,6.530804567211309,7.298559589315804,6.082767852545103,7.337955722459609,7.444409948882759,7.799443250949729,6.486926127914079,8.242567336111026,8.06889334404164,8.075195793881928
b0004,10.228483086220406,8.38330066761658,8.51859732455375,7.77990652436845,7.450645866953268,8.405569573634018,7.251686148886902,8.396120471437412,8.124007047792398,8.791580588116565,7.637344393656258,9.473294644448451,9.415654997868485,9.384433916743934
b0005,5.066279747636628,2.9440317939709297,3.429959990681844,6.4460158844552495,2.1147946836208122,2.090406419086084,1.689652497660258,2.972862378910635,3.0146988103259877,0.0,2.436903940456695,4.277677307059556,3.9898140811456164,4.105969446622635
b0006,6.5315531749674225,5.768528689365793,6.210401307709629,8.216703869403913,5.825504993117626,5.808779914772218,5.689905249181917,5.712089589653135,5.453506546332561,6.078424121901096,5.529434340231009,6.502286251194312,6.704370111383361,6.399819452890861
b0007,3.895458401280367,3.440139760798574,3.0347114609288437,9.372515541348804,3.3202219132570447,3.1668266833072685,3.4806581754241908,3.272113016364028,3.444663033076632,0.0,3.4829573094035893,2.7903373858097127,3.2238210186290575,3.490465212354758
b0008,10.616797151825805,10.115774802140152,10.18255888236894,6.348621595693274,9.543832273529674,10.194170917641559,9.395148082954787,10.152032401679614,9.666665803196693,10.221480968605151,9.497598014003108,10.208302516175127,10.214837846128043,10.211047181294187
b0009,5.756034135474799,6.021251165207095,5.562056585415634,9.147006357368493,5.625733638511077,5.897153074046534,5.758112908542774,5.79241024171869,5.942172284194778,6.475320088665833,5.572297984240022,5.728846251925853,5.889411768219341,5.8062714917414615
b0010,4.3446940285285205,5.011052022142718,5.008769378486326,6.5123777285218685,5.31561400379381,4.840575507296795,5.270527133211535,4.939571477783959,5.199548883911868,6.5272082958187365,4.980778034617403,4.472425766564072,4.67605655515124,4.746406646116027
b0011,2.3674354358425718,1.7131463233447004,1.309735066045118,8.489858404566043,2.709909985754349,2.08854988171681,2.3691431792065947,1.4923555881152182,1.5233747593056508,0.0,1.8689161263796508,2.0217727881435508,1.3494603205805746,0.8823258536010608
b0012,0.0,0.0,0.6259234760168602,0.0,0.5935412981618502,0.48365652707310464,0.4222881685167719,0.8165699956438931,1.1245403480370064,0.0,0.6776558487275282,0.6434830388346656,1.2416457591754033,0.4987573308053234
b0013,1.9070346396134572,1.6923660771870557,0.0,6.993282187043358,0.6877194742706132,0.9678175228735425,1.1532764479901794,0.542731757985518,1.7487365986529795,0.0,1.286226316342592,0.7437433828434392,1.064707015746066,1.3142820260217047
b0014,8.954955521403756,9.194678486213613,9.001692503589236,6.341915932742136,9.985112419780464,9.09716003662248,9.26885888570146,9.143325823406505,10.30420912029836,9.662722935178325,9.705107885552401,9.350203474384495,9.33670818962722,9.40672331481454
b0015,7.453880760026194,7.769671294652798,7.878666807337863,9.026639559312649,8.403737364344888,7.779548666906615,7.761348577743586,7.727780058425337,8.665615001809712,9.218166774032118,8.264193650275919,8.048534074627913,7.955775223105453,8.064656749980802
b0016,5.387721396895042,5.686912308709195,5.569538994619729,7.531274161389701,5.909642859138091,5.689545117106265,5.582603326046372,5.550586594896511,5.828697001399483,5.569159810385124,5.444315482941268,5.653465453227183,5.6962724087849494,5.629673768364918
b0018,3.0129961266555885,4.317517706420838,4.400118292736624,0.0,4.685647640913231,4.472490550291381,4.525775763877464,4.68163618648674,4.677192145713691,0.0,4.141599928998812,1.848678453976535,1.0375608506566487,2.7516230571750455
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,5.68005255668414,5.277919169126508,4.860506831989992,7.050986515975343,6.443813062512086,5.163170926596313,6.350126479756005,5.221009608323486,6.387910790098012,5.502282399798752,5.981171182164024,5.733387592401231,5.376446911484667,5.366196380124716
b0020,5.588857340900786,5.3682990244005895,5.071894233577297,0.0,5.761208481386511,5.286491084271207,5.76676997149092,5.149915956269301,5.654947255001877,5.860367825349544,5.668149130079081,5.756698023498463,5.400492868459312,5.699174058686534
b0021,2.533214054727619,1.6563378741199146,1.362551319331946,7.673496179295677,2.149059777984331,2.275182144453585,1.9822759003700343,1.835558842672318,1.87015618832709,0.0,2.15987434066506,3.273864505047532,3.080147436863292,2.4277957604047735
b0022,3.7845325118984983,4.063509764196028,3.2643130998253076,0.0,4.602936732736758,4.26562002054594,3.3192982971721863,3.848395684775883,3.3228453645733986,7.557838500294012,3.8801194621263115,5.307476829760329,5.179685325471616,4.465303747952692
b0023,11.41701861094146,10.417655541752161,10.368475786333944,0.0,10.891893067634799,10.503105852774233,10.460975644369405,10.191929355810144,10.566942742913584,8.617968526074742,10.150640057375872,11.526035812469443,11.525459241813996,11.468539069782196
b0024,4.472029784476986,5.01651312067691,5.215818901031761,0.0,5.30016147535021,4.9565809088432315,5.303282015275228,5.0112931587632294,4.810778905050123,0.0,5.611685518484481,5.216235108537272,5.298681429183422,5.125606791600045
