Geneid,minicoli_001,minicoli_002,minicoli_003,minicoli_004,minicoli_005,minicoli_006,minicoli_007,minicoli_008,minicoli_009,minicoli_010,minicoli_011,minicoli_012,minicoli_013,minicoli_014,minicoli_015,minicoli_016,minicoli_017,minicoli_018,minicoli_019,minicoli_020,minicoli_021,minicoli_022,minicoli_023,minicoli_024,minicoli_025,minicoli_026,minicoli_027,minicoli_028,minicoli_029,minicoli_030,minicoli_031,minicoli_032,minicoli_033,minicoli_034,minicoli_035,minicoli_036,minicoli_037,minicoli_038,minicoli_039,minicoli_040,minicoli_041,minicoli_042,minicoli_043,minicoli_044,minicoli_045,minicoli_046,minicoli_047,minicoli_048,minicoli_049,minicoli_050,minicoli_051,minicoli_052,minicoli_053,minicoli_054,minicoli_055,minicoli_056,minicoli_057,minicoli_058,minicoli_059,minicoli_060,minicoli_061
b0001,10.169234590023963,0.0,8.318102818066919,10.917116289576231,12.32499647448771,8.602239702298888,8.883764126099505,11.360714647223208,9.421580186230678,6.125837550373263,7.958705108517952,11.858486773681792,11.614161710003776,10.630083067430046,12.079685622178292,9.69691598988337,9.452928165552677,8.136159006874363,7.929643153204647,6.780729949800439,7.99381754908715,10.012965547959919,9.760644064328604,6.869869266019956,6.070426400012136,7.74109881058645,6.8452507855474884,8.988450571253514,8.657817612351094,11.179098383930523,11.749408423738565,10.630083121653122,11.902682229935415,8.58735988616039,7.919403716536262,11.016285413695707,11.208306757107778,11.366413414440066,11.453145912740688,8.97693181229787,8.438353722108994,5.668786460466736,7.330550498509093,7.343276763629449,6.844525657792529,10.917181986960278,9.50380891369153,6.982394083069583,6.51031289984569,7.01316969712457,6.237951020605618,9.766608200950499,9.01790124021528,10.042209768537893,10.469236705120732,9.872746641021386,9.14770232436749,9.235972214573996,9.701526340972725,9.901288035308585,8.810316951428828
b0002,7.783177208871355,7.919593051463981,7.388446975055373,7.382582140237869,6.913143148907362,9.481577296646433,9.075305851341485,9.917893351091536,10.049220480371435,8.336153809274968,8.412858949807902,9.406135787356902,9.4226779058621,9.373885792926965,9.345884588484617,9.510353250540538,8.51363137285282,9.609189357976824,9.921566832432154,6.6182183628767355,6.51469979111209,9.54854155736383,9.41431839119587,9.543783468301621,9.489249539165181,8.886622341102234,8.990272026977571,8.36477055699355,6.798688616828349,9.062196611568531,9.146871280234265,8.635705393480045,8.487992793285228,6.968176414203054,6.938872751314612,9.446630645992702,7.58008484552919,8.076288113523113,8.108401613278701,8.36881383651199,8.509429617652938,8.228094753950742,8.285829578104059,5.844479038591089,5.884993893392352,8.07658105742506,8.24622665387632,8.815825563303505,8.759557733178289,7.7873688278944915,7.872818023625452,8.01826814917495,8.079114914201062,6.816731909389838,6.83380893927283,5.996072346201163,5.991892983871811,8.844083992679616,8.719453952720734,8.80417686143905,8.870978293488593
b0003,5.669010686115521,5.564809518419856,5.859689402428226,5.423491630641876,6.774577294772601,9.115323423364957,8.824354456556769,10.004788335946715,10.034961228655543,8.390170949855301,8.456827427996965,8.892806102561224,9.041885642700366,9.009040916948077,8.967568196164748,9.06488599953655,8.470675900954234,9.447886652500603,9.677116817983451,6.438344510230994,6.338709529700795,9.452607662365656,9.116583922149337,9.329940034522226,9.351571337085534,8.641093398646163,8.79732017872393,8.79482223141562,7.9775620495438115,8.811339296677586,8.789459649317346,8.187580192906978,8.074725287996786,7.322946236144573,7.3145093662509115,8.956876696061245,7.380553378525571,7.768584392589733,7.793592976341062,8.465727901611634,8.820831683625919,8.232999276295464,8.269126167032555,6.248909196757069,6.354675893414149,7.904871360326451,8.041131397991721,8.633435852247349,8.523615787796082,7.712013388634288,7.80811125494233,8.03671313825693,8.28351746595623,6.7838957352313916,6.8758625582080555,6.10019862915868,6.153224922676102,8.977062818261961,8.683006806528553,8.736295921606406,9.096097997255585
b0004,7.3841281120688524,7.4869024612943536,7.849140350965357,6.533416567141668,6.4495338520348495,8.760585876899613,8.62171817587492,9.74695504230902,9.847780404617593,8.288145280292389,8.301737899845513,8.558991665766381,8.733898869989073,8.622845909385005,8.70566084851318,8.590252784866133,8.133718372671128,9.351900271322318,9.624475194168486,6.095702072221632,5.8527147393350045,8.966530932564345,8.740703054050027,9.252920033970923,9.271542499048467,8.450991682971091,8.530883637208765,8.507982868384389,7.786509964913804,8.513159573127325,8.556947412825549,7.975310720260765,7.872368414563792,7.566873992272035,7.459783186067565,8.60046909366782,7.43819250560218,7.7212400549974225,7.723729965370777,8.370870071896315,8.62656958132974,8.204608132314084,8.125292261461587,5.782014708561283,5.890744565779888,7.715873088545238,7.911030807680391,8.586618556151295,8.578303560346065,7.642833282184946,7.725428558473442,7.977693588754477,8.112675639051647,6.772656482168132,6.811058310782953,6.220987201205145,6.207528513122005,8.82069633432898,8.609057326664296,8.584460248043642,8.572472490585486
b0005,7.89542181206573,9.127208732449555,9.377385231265684,8.916331412197856,7.996586982696493,6.272147442851959,6.615620850672237,7.738542759490931,7.863723132433266,6.351431101373218,6.28048307734589,6.869129211883798,6.360639699777492,7.2835386255456855,7.625859260464534,6.020958678112737,5.381353047198069,7.135370861424974,7.347636208315671,5.005810503171664,4.676972045401192,6.048988591710125,5.95943254976282,6.965044271867134,7.087786417339426,6.587759806104131,6.411575069063866,5.538698256534454,4.928987241232546,7.080017460502379,6.943756459102797,6.051785994777233,5.674598344341378,5.684038292301242,6.068413611485628,6.8930712976826705,5.85193453747074,6.5862923662526525,6.647450858324653,6.423567241167983,6.473847517518731,5.852950826385894,5.698710948539863,3.8693586603450476,4.017009124219525,5.512276633258816,5.786029758431743,6.1137650965880805,6.267595372111389,5.371086199461501,5.487301166561167,5.205129876183883,5.320633852850832,5.836435557818638,6.09247011698176,4.081310976839637,4.701327385304362,6.4232326782131635,6.43002718793223,6.253083665428989,6.417452227144576
b0006,8.161302223948358,8.907264228544602,8.635470653378999,9.115475670996025,7.909473882275547,6.765744339769459,6.212897629012031,5.375955118245175,5.608832649338284,5.809976563484616,5.972612214042049,5.811605258188971,5.971777233321002,5.605534542450885,5.365398963564921,5.789443205640024,5.472584007812627,6.178662909676376,6.144897851404712,5.840038550457758,5.739398645818023,6.020767409863686,6.142852996150901,5.920490013474875,5.903133517288907,6.514755530497078,6.386136488844464,5.2809474693483,4.90192326737322,5.5382781920776605,5.4940171238574305,5.759388827715845,5.997586405318222,4.76098162142467,5.079544313812484,5.891800048439228,5.145244343075989,4.835573165095584,4.70609204724397,5.348784962401935,5.39620610969379,5.62019568466299,5.574250706840092,5.916549832478241,6.231503683931334,5.078114319268976,5.172332500288699,6.0532062065733045,6.035037135883205,6.065531191700065,6.19838870296263,5.739346146449712,5.754413005012124,4.58700426489326,4.5696331928371565,4.671747083467257,4.865324640105732,5.687431669393643,5.431307112711296,5.501102404979613,5.6347545257948735
b0007,5.438387511833797,7.79726207114729,5.724705816805056,7.1310523379980495,6.579537443998048,2.5191383960095175,2.3660066501417005,2.880519869899867,2.9047118087949255,3.956670608308706,3.9167094394957798,3.1271932981435784,3.1406652070553127,3.36047251134232,2.9416797147038203,5.117215693550839,5.306819956520665,3.8488478020060013,3.7741268669443273,2.4355562081589395,2.68917578911931,3.9970483321569867,3.7830946707325337,4.069536958869818,3.9133321044779126,4.031480173368108,4.026939258594056,4.304519582902597,5.225174112643634,3.6717109994238126,3.2755176049771038,2.9070557223388658,2.894130156507219,2.884163433868194,3.0501426460542067,3.041936551962158,2.542136464692415,2.4975760896763037,2.3595560820765105,3.0998683176224455,3.2958033981781294,4.590804514969949,4.376771592680608,3.7223365067430736,3.7053710606964962,3.06409326589655,3.0005750964148152,3.2140829732478964,3.175210469479346,3.2025158221195764,3.18144684900964,3.46982654168506,3.569358444306758,2.3548827914910064,2.4143461188214066,3.8669347566440386,4.199138592838486,2.791260931201234,2.966303968543462,3.095579430382641,3.2573933584509227
b0008,8.98706090401633,7.460231852557772,7.209444611050148,6.939259127604151,7.261339935920413,10.81589628700775,10.38348391327185,9.595741136352565,9.614548709543941,10.484460740204947,10.439195087455818,10.295873618564773,10.33231732701945,10.221505414141847,10.115279223932147,9.399431414246552,8.923036535383968,10.302177107682521,10.186774010018954,10.307028264949698,10.211352189506348,10.331305379777394,10.019879227654203,10.020900647406217,9.962137983259769,10.413417709437532,10.37490000049551,9.427136144438467,8.100862697872094,10.036282504373009,9.973806317714784,9.971420975708371,9.92659108454946,9.213858654747607,9.270175485720083,10.301567515758263,9.257570960360304,9.033737540099642,9.309289062537452,9.420451844829827,9.605337372690935,9.379136450360111,9.44934057433152,10.517460960840236,10.632743507173746,9.066860408008557,9.176460390637226,9.837568942178274,9.841970086274454,9.890688649319298,10.035517633663016,9.783249307339442,10.016332789863453,8.350942490176983,8.424639399937613,8.268302319698462,8.196621076890475,9.833419630859392,9.562564072157738,9.147227596206065,9.531834323520282
b0009,6.186970267804028,3.791621976258422,4.2369139527540245,2.0249497182246086,5.973227746799135,6.140148894490898,5.859516431961472,5.297445093699652,5.5018344467540095,7.170435317009108,7.045155375002402,5.617673773954563,5.743534722839729,6.20443598491851,6.052955399523086,5.954212165111124,5.749588325846362,6.6135981323485735,6.6837595184018905,7.223989208077904,7.058961572767081,5.808018952817818,5.78636550879514,7.105038318053465,7.138101643893038,6.284034461070784,6.147893938754371,6.211942983390254,5.6346863923506385,6.158210467733438,6.126739591283363,6.123658763330127,6.132806302392158,5.5729132970692286,5.96352077328944,5.671256318869642,5.388462336393193,5.340137256680042,5.1567006866775165,5.595298737340897,5.909261053267519,5.861569749712923,5.792310895880801,6.89985563847795,6.98761249090317,5.107135258698545,5.087748522943689,5.969573006883117,5.984801133217068,5.902936924842477,6.021275125750783,5.553823126124505,5.563720170092059,5.044336574082114,5.027645027796572,5.105671429295811,5.047295420036817,5.614693348341058,5.520378074505451,5.8137857034557765,5.871689074268265
b0010,5.534752576076192,7.3031165133863105,5.71651282115976,6.839756161247126,6.912006288940628,4.894976481475077,5.166899389730718,4.160163549161672,4.018497873982514,4.419199763600941,4.083636632775737,3.361827916058051,3.4818661678380938,4.081903073013653,3.4010327867377446,4.943424204706713,4.84716692926549,4.847873890306183,4.764788424319702,4.387447908702289,4.144015265372724,4.941926008373948,4.668318014977815,5.32942454938332,5.123146770948639,5.353591493132308,5.054039501181055,4.228236689772781,4.9610773650114455,3.5278565388319443,3.719750154702747,3.3715846609991806,3.5045625805730154,3.536467507429317,3.5645626538774193,3.1278935135690293,3.4159301250658585,3.068826581551675,3.233461133799095,3.6122789216816473,4.289181611277958,4.860874950568373,4.563806282156142,3.5799352849705413,3.72692133717387,3.679751752021077,3.8646528967354463,4.313416147163151,4.202547420967503,4.090270176201791,4.090684878401329,3.5606551601040763,3.4199449212581046,2.335371013017837,2.928277636719837,3.5320524044446575,3.8706374559788457,4.265881375031655,4.060091235771752,3.7446339103807884,3.9130127267724255
