Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
ecoli_00763,7487971,6131476,7857,31666,0,0,0,0,0,0,0,0,0,1095097,218156,3719,81.88434490464773,7487971.0,7456305.0,99.58,31666.0,0.42,ecoli_00763_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7487971.0,0.0,20-50,51.0,19.10887088980316,49.512043115551606,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7493688,2267600,7493688,374684400,917796,370768548,1.0451067618507737,,,0.5394,0.0261,0.4345
ecoli_00764,7163790,5744800,6210,32954,0,0,0,0,0,0,0,0,0,1170084,206354,3388,80.19218877158599,7163790.0,7130836.0,99.54,32954.0,0.46,ecoli_00764_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7163790.0,0.0,20-50,52.0,20.40141084724921,49.5140230241255,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7169318,2149604,7169318,358465900,878402,354731150,1.0418703703755363,,,0.5333,0.03,0.4367
ecoli_00765,8249479,6709802,13829,36002,0,0,0,0,0,0,0,0,0,1253357,232552,3937,81.33606982937953,8249479.0,8213477.0,99.56,36002.0,0.44,ecoli_00765_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8249479.0,0.0,20-50,52.0,18.671009054112112,49.514642318624,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8255618,2487492,8255618,412780900,990409,408495521,1.0381727933632587,,,0.5323,0.0275,0.4402
ecoli_00766,8264158,6657238,104100,35694,0,0,0,0,0,0,0,0,0,1243002,220261,3863,80.55555084982645,8264158.0,8228464.0,99.57,35694.0,0.43,ecoli_00766_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8264158.0,0.0,20-50,52.0,18.70857640895796,49.5152961741535,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8270554,2484157,8270554,413527700,1007323,409229223,1.0394653127227027,,,0.5379,0.0273,0.4347
ecoli_00767,7951540,5392808,4126,41615,0,0,0,0,0,0,0,0,0,2317136,191912,3943,67.82092525473054,7951540.0,7909925.0,99.48,41615.0,0.52,ecoli_00767_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7951540.0,0.0,20-50,52.0,21.42522621235048,49.51532093154282,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,7956333,2416509,7956333,397816650,959653,393743294,1.0239279829036818,,,0.4549,0.0207,0.5244
ecoli_00768,6714013,4006189,12871,31558,0,0,0,0,0,0,0,0,0,2500104,159627,3664,59.66906826066616,6714013.0,6682455.0,99.53,31558.0,0.47,ecoli_00768_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6714013.0,0.0,20-50,52.0,23.550856216897486,49.51495223497482,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,6717906,2068260,6717906,335895300,814478,332459771,1.0227975800792688,,,0.4270000000000001,0.0343,0.5386
ecoli_00769,6539426,5160175,3189,26148,0,0,0,0,0,0,0,0,0,1150321,196191,3402,78.90868403434797,6539426.0,6513278.0,99.6,26148.0,0.4,ecoli_00769_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6539426.0,0.0,20-50,52.0,21.2267559521208,49.498166811582536,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,6543526,2024395,6543526,327176300,823828,323706834,1.0604270541600966,,,0.5072,0.0306,0.4622
ecoli_00770,6566552,5264660,15964,27427,0,0,0,0,0,0,0,0,0,1057441,197459,3601,80.17388730036706,6566552.0,6539125.0,99.58,27427.0,0.42,ecoli_00770_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6566552.0,0.0,20-50,52.0,21.66280095793994,49.50067006246201,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,6570653,2021198,6570653,328532650,818742,325065778,1.0552595000831728,,,0.5157,0.0286,0.4556
ecoli_00771,6796408,5389856,2201,27949,0,0,0,0,0,0,0,0,0,1173158,199918,3326,79.30447966043239,6796408.0,6768459.0,99.59,27949.0,0.41,ecoli_00771_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6796408.0,0.0,20-50,52.0,20.541074529892626,49.49385616637496,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,6800809,2129686,6800809,340040450,862703,336398889,1.070919944965371,,,0.5046,0.0286,0.4668
ecoli_00772,5343604,4182776,1181,29078,0,0,0,0,0,0,0,0,0,979497,148638,2434,78.27630939717838,5343604.0,5314526.0,99.46,29078.0,0.54,ecoli_00772_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5343604.0,0.0,20-50,52.0,26.73911162648242,49.51540570745886,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,5346796,1610616,5346796,267339800,611141,264603654,1.0234712526903964,,,0.5064,0.0275,0.466
ecoli_00773,6903037,4955171,228228,38190,0,0,0,0,0,0,0,0,0,1493598,184447,3403,71.78247777029155,6903037.0,6864847.0,99.45,38190.0,0.55,ecoli_00773_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6903037.0,0.0,20-50,52.0,25.698523772190534,49.51965765213195,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,6907397,2058158,6907397,345369850,805878,341853829,1.018045147832099,,,0.4976,0.04,0.4624
ecoli_00774,4643631,3378602,3361,26246,0,0,0,0,0,0,0,0,0,1108811,124201,2410,72.7577621908373,4643631.0,4617385.0,99.43,26246.0,0.57,ecoli_00774_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4643631.0,0.0,20-50,52.0,27.56865200531721,49.516127142746704,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,4646403,1386824,4646403,232320150,556759,229945812,1.0220112202923424,,,0.4756,0.0268,0.4976
ecoli_00775,7006618,5500367,3091,40826,0,0,0,0,0,0,0,0,0,1266928,191634,3772,78.50245296660957,7006618.0,6965792.0,99.42,40826.0,0.58,ecoli_00775_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7006618.0,0.0,20-50,52.0,25.681178396796998,49.51944504467063,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7010995,2083822,7010995,350549750,814825,346981583,1.017877490998068,,,0.5047,0.0264,0.4689
ecoli_00776,6561361,5200413,3750,37424,0,0,0,0,0,0,0,0,0,1137327,178935,3512,79.25814476600206,6561361.0,6523937.0,99.43,37424.0,0.57,ecoli_00776_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6561361.0,0.0,20-50,52.0,26.233856846680283,49.517942085491114,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,6565338,1949830,6565338,328266900,766506,324921001,1.0192617653500855,,,0.5033,0.0275,0.4692
ecoli_00777,9929533,8559056,810,79121,0,0,0,0,0,0,0,0,0,906800,380017,3729,86.19797124396484,9929533.0,9850412.0,99.2,79121.0,0.8,ecoli_00777_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9929533.0,0.0,20-75,51.0,23.58909508909976,73.76508925444931,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9929598,2819054,9929598,744719850,1192156,739707133,0.6731010325560679,,,0.5557,0.0189,0.4254
ecoli_00778,8226250,7137683,654,63742,0,0,0,0,0,0,0,0,0,713396,307743,3032,86.76715392797449,8226250.0,8162508.0,99.23,63742.0,0.77,ecoli_00778_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8226250.0,0.0,20-75,51.0,25.509958352805036,73.76537547485185,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8226314,2337537,8226314,616973550,979477,612823894,0.6725824794271975,,,0.5598,0.0161,0.4241
ecoli_00779,7420545,6287260,929,59025,0,0,0,0,0,0,0,0,0,823903,246353,3075,84.72773900030253,7420545.0,7361520.0,99.2,59025.0,0.8,ecoli_00779_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7420545.0,0.0,20-75,51.0,28.25059765882976,73.76483263695592,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7420598,2133321,7420598,556544850,906708,552760590,0.6799559819842013,,,0.5253,0.0224,0.4523
ecoli_00780,7288329,6098990,1021,59515,0,0,0,0,0,0,0,0,0,888129,237516,3158,83.6815956030525,7288329.0,7228814.0,99.18,59515.0,0.82,ecoli_00780_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7288329.0,0.0,20-75,51.0,28.63845771681089,73.7653939606733,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7288373,2101420,7288373,546627975,875515,542917049,0.67887597593226,,,0.5167,0.0255,0.4578
ecoli_00781,9943924,8545843,1017,78992,0,0,0,0,0,0,0,0,0,950181,363902,3989,85.94034910162226,9943924.0,9864932.0,99.21,78992.0,0.79,ecoli_00781_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9943924.0,0.0,20-75,51.0,23.72069560762995,73.7656094314478,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9943985,2831362,9943985,745798875,1181876,740782606,0.6726034549193977,,,0.5479,0.0201,0.4319
ecoli_00782,9764178,8462948,661,78147,0,0,0,0,0,0,0,0,0,860856,357759,3807,86.67343016483316,9764178.0,9686031.0,99.2,78147.0,0.8,ecoli_00782_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9764178.0,0.0,20-75,51.0,24.35908762723669,73.76388263302859,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9764231,2773282,9764231,732317325,1192194,727368431,0.6757854595342258,,,0.5511,0.0161,0.4328
ecoli_00783,6772427,5745183,619,59066,0,0,0,0,0,0,0,0,0,728832,235814,2913,84.83196644275381,6772427.0,6713361.0,99.13,59066.0,0.87,ecoli_00783_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6772427.0,0.0,20-75,51.0,30.628303703398466,73.75051602623401,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,6772471,1944559,6772471,507935325,945711,504359763,0.7039404081612163,,,0.5445,0.0205,0.435
ecoli_00784,7641225,6529971,821,57325,0,0,0,0,0,0,0,0,0,804656,245511,2941,85.45712238548138,7641225.0,7583900.0,99.25,57325.0,0.75,ecoli_00784_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7641225.0,0.0,20-75,51.0,25.74100369858783,73.76544127414125,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7641279,2193026,7641279,573095925,908847,569220419,0.6762403693587596,,,0.5439,0.0161,0.44
ecoli_00785,9532633,7785967,2109,79123,0,0,0,0,0,0,0,0,0,1315495,345967,3972,81.67698263428372,9532633.0,9453510.0,99.17,79123.0,0.83,ecoli_00785_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9532633.0,0.0,20-75,51.0,24.459356566436604,73.77089477796953,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9532699,2698593,9532699,714952425,1118581,710201543,0.6645032360020319,,,0.5065,0.0201,0.4734
ecoli_00786,8474494,7113613,1313,68743,0,0,0,0,0,0,0,0,0,977794,309426,3605,83.94144830358012,8474494.0,8405751.0,99.19,68743.0,0.81,ecoli_00786_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8474494.0,0.0,20-75,51.0,25.10644058946949,73.76919801937437,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8474550,2403165,8474550,635591250,987805,631358844,0.6659006082918857,,,0.5183,0.019,0.4627
ecoli_00787,10901356,8800663,2224,91943,0,0,0,0,0,0,0,0,0,1633166,367524,5836,80.72998441661753,10901356.0,10809413.0,99.16,91943.0,0.84,ecoli_00787_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10901356.0,0.0,20-75,51.0,24.249958678826122,73.76726436601098,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10901484,3135439,10901484,817611300,1322205,812076587,0.6769369503577066,,,0.4895,0.0239,0.4866
ecoli_00788,8913831,7379053,1401,70684,0,0,0,0,0,0,0,0,0,1167633,290571,4489,82.78206082210893,8913831.0,8843147.0,99.21,70684.0,0.79,ecoli_00788_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8913831.0,0.0,20-75,51.0,25.404068187527823,73.76924893460512,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8913907,2548777,8913907,668543025,1057660,664059241,0.6706799461410881,,,0.4954,0.02,0.4846
ecoli_00789,10612242,9190128,1095,83871,0,0,0,0,0,0,0,0,0,942052,391171,3925,86.59930672519529,10612242.0,10528371.0,99.21,83871.0,0.79,ecoli_00789_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10612242.0,0.0,20-75,51.0,22.991133820640307,73.76753187497984,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10612293,3023218,10612293,795921975,1232822,790595760,0.6691880821609429,,,0.5584,0.0194,0.4221
ecoli_00790,9123827,7894281,740,72093,0,0,0,0,0,0,0,0,0,811803,341448,3462,86.52379094868853,9123827.0,9051734.0,99.21,72093.0,0.79,ecoli_00790_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9123827.0,0.0,20-75,51.0,24.882804452819467,73.76403936637556,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9123883,2597088,9123883,684291225,1111767,679662435,0.6764356798525365,,,0.5562,0.0157,0.4281
ecoli_00791,8464307,7182928,1122,68784,0,0,0,0,0,0,0,0,0,930512,277320,3641,84.86138321778736,8464307.0,8395523.0,99.19,68784.0,0.81,ecoli_00791_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8464307.0,0.0,20-75,51.0,27.263872864860893,73.76377439995973,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8464378,2430956,8464378,634828350,1027281,630515482,0.6793754563733646,,,0.5518,0.0235,0.4247
ecoli_00792,9000156,7515693,1266,76130,0,0,0,0,0,0,0,0,0,1092538,310155,4374,83.50625255828898,9000156.0,8924026.0,99.15,76130.0,0.85,ecoli_00792_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9000156.0,0.0,20-75,51.0,27.21619528830369,73.76353054324836,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9000254,2595918,9000254,675019050,1098407,670416544,0.6818334978842449,,,0.5307,0.0222,0.4471
ecoli_00793,7724903,6683371,657,60514,0,0,0,0,0,0,0,0,0,698661,278818,2882,86.5172158148782,7724903.0,7664389.0,99.22,60514.0,0.78,ecoli_00793_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7724903.0,0.0,20-75,51.0,26.49032498733068,73.76679836627075,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7724944,2196820,7724944,579370800,904680,575489399,0.6699338316670429,,,0.5579999999999999,0.0152,0.4268
ecoli_00794,8876724,7632066,723,70675,0,0,0,0,0,0,0,0,0,847562,322298,3400,85.97840825061138,8876724.0,8806049.0,99.2,70675.0,0.8,ecoli_00794_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8876724.0,0.0,20-75,51.0,25.289290240413237,73.76541773744458,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8876770,2526350,8876770,665757750,1058284,661278285,0.6728370792529265,,,0.5542,0.0155,0.4303
ecoli_00795,7182432,5936946,1085,58737,0,0,0,0,0,0,0,0,0,943367,239178,3119,82.65927195690819,7182432.0,7123695.0,99.18,58737.0,0.82,ecoli_00795_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7182432.0,0.0,20-75,51.0,29.23636770022735,73.76763302457998,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7182488,2064030,7182488,538686600,862363,535050455,0.6750019399034615,,,0.5407,0.0229,0.4364
ecoli_00796,9595611,7741911,1148,79085,0,0,0,0,0,0,0,0,0,1444224,325134,4109,80.68179295721762,9595611.0,9516526.0,99.18,79085.0,0.82,ecoli_00796_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9595611.0,0.0,20-75,51.0,25.68703929545168,73.76910089414838,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9595727,2772759,9595727,719679525,1146668,714813499,0.6761378962393018,,,0.5252,0.025,0.4497
ecoli_00797,4377897,1866544,533295,104004,0,0,0,0,13583,0,0,0,0,1680632,121235,58604,42.635630760614056,4377897.0,4273893.0,97.62,104004.0,2.38,ecoli_00797_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4377897.0,0.0,20-51,51.0,18.991898939503244,50.503210102932975,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,4379414,1462881,4379414,223350114,223753,221114715,1.0008497242137069,0.0447,0.5245,0.4308,,
ecoli_00798,4274105,2293871,547641,230616,0,0,0,0,31046,0,0,0,0,941536,141035,88360,53.669037143448755,4274105.0,4043489.0,94.6,230616.0,5.4,ecoli_00798_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4274105.0,0.0,20-51,51.0,22.255242863227487,50.52517287244933,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,4276754,1359369,4276754,218114454,297673,215974978,0.980896020765318,0.0491,0.4297,0.5212,,
ecoli_00799,4206750,1593431,416287,97804,0,0,0,0,12376,0,0,0,0,1916178,130858,39816,37.87795804362037,4206750.0,4108946.0,97.68,97804.0,2.32,ecoli_00799_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4206750.0,0.0,20-51,50.0,17.071641452862963,50.51352493017175,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,4208394,1373280,4208394,214628094,221755,212514750,0.9846539474930062,0.0605,0.5627,0.3768,,
ecoli_00800,6136173,2135300,1522795,234165,0,0,0,0,23901,0,0,0,0,2027514,130170,62328,34.798562556824905,6136173.0,5902008.0,96.18,234165.0,3.82,ecoli_00800_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6136173.0,0.0,20-51,52.0,13.491695382208517,50.57209827689017,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,6138877,1844979,6138877,313082727,152877,310451375,0.8404654019766475,0.0507,0.4412,0.5081,,
ecoli_00818,12859436,9950826,32404,312792,0,0,0,0,521199,0,0,0,0,1009793,495675,536747,77.38151191078676,12859436.0,12546644.0,97.57,312792.0,2.43,ecoli_00818_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12859436.0,0.0,20-51,50.0,18.314828656021206,50.52088707467418,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12880965,3812827,12880965,656929215,366720,651381359,0.8445135142908814,0.0323,0.4234,0.5443,,
ecoli_00819,13220711,9635785,113542,542140,0,0,0,0,440898,0,0,0,0,1528937,507161,452248,72.88401508814465,13220711.0,12678571.0,95.9,542140.0,4.1,ecoli_00819_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13220711.0,0.0,20-51,50.0,18.293667388059266,50.51678914999354,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13248207,3887781,13248207,675658557,377077,669989549,0.8390344414745569,0.0409,0.4318,0.5274,,
ecoli_00820,6926957,4336271,1171025,157513,0,0,0,0,189610,0,0,0,0,673913,183090,215535,62.59994107080498,6926957.0,6769444.0,97.73,157513.0,2.27,ecoli_00820_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6926957.0,0.0,20-51,52.0,20.127437651055168,50.587145986325595,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,6930631,2228416,6930631,353462181,465572,350084022,0.9557342147447452,0.0198,0.3773,0.6029,,
ecoli_00821,7516936,5729652,61599,169211,0,0,0,0,186951,0,0,0,0,878446,223904,267173,76.22323776602596,7516936.0,7347725.0,97.75,169211.0,2.25,ecoli_00821_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7516936.0,0.0,20-51,52.0,22.39399057290944,50.577742181122744,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7521560,2376830,7521560,383599560,482494,380028755,0.9308678560528068,0.0224,0.446,0.5316,,
ecoli_00822,7295310,5425921,155162,183005,0,0,0,0,198969,0,0,0,0,831759,255620,244874,74.37546862299203,7295310.0,7112305.0,97.49,183005.0,2.51,ecoli_00822_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7295310.0,0.0,20-51,51.0,22.006109272858907,50.49172605413615,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7300144,2408488,7300144,372307344,532819,368400127,1.0494600933791949,0.0247,0.4479,0.5274,,
ecoli_00823,7905598,6012497,31603,197162,0,0,0,0,150218,0,0,0,0,1002796,252351,258971,76.05366475755534,7905598.0,7708436.0,97.51,197162.0,2.49,ecoli_00823_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7905598.0,0.0,20-51,51.0,21.008584520273487,50.54705108962028,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7909700,2500126,7909700,403394700,497245,399645780,0.9293428991506332,0.0261,0.4594,0.5145,,
ecoli_00824,6020196,4526599,28113,152772,0,0,0,0,146126,0,0,0,0,746919,222902,196765,75.19022636472302,6020196.0,5867424.0,97.46,152772.0,2.54,ecoli_00824_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6020196.0,0.0,20-51,51.0,24.98548028874582,50.52484287886973,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,6023354,1993633,6023354,307191054,379662,304017701,1.0330225957686905,0.0272,0.4532,0.5195,,
ecoli_00825,7426993,5640733,14119,180854,0,0,0,0,213848,0,0,0,0,853852,252276,271311,75.94908195012438,7426993.0,7246139.0,97.56,180854.0,2.44,ecoli_00825_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7426993.0,0.0,20-51,52.0,22.63591570461401,50.57759216953618,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7431674,2354428,7431674,379015374,522130,375427399,0.9466568498617156,0.0267,0.4488,0.5244,,
ecoli_00826,10411079,7002264,145079,402891,0,0,0,0,685151,0,0,0,0,1390264,414275,371155,67.25781256678583,10411079.0,10008188.0,96.13,402891.0,3.87,ecoli_00826_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10411079.0,0.0,20-51,50.0,18.77867163895706,50.535310317019004,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,10429671,3307224,10429671,531913221,1306521,526309632,1.0534780446827812,0.0458,0.4444,0.5098,,
ecoli_00827,10419689,6955232,171274,385609,0,0,0,0,764807,0,0,0,0,1342493,423075,377199,66.75085983852301,10419689.0,10034080.0,96.3,385609.0,3.7,ecoli_00827_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10419689.0,0.0,20-51,49.0,18.256097749516584,50.53553028310154,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10438346,3304931,10438346,532355646,1304352,526743478,1.0542140469756565,0.0466,0.4399,0.5135,,
ecoli_00828,11780486,8305935,104551,525096,0,0,0,0,700541,0,0,0,0,1225814,465553,452996,70.50587726177002,11780486.0,11255390.0,95.54,525096.0,4.46,ecoli_00828_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11780486.0,0.0,20-51,50.0,18.596054579270376,50.516631062589425,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11803877,3778843,11803877,601997727,1727235,595329786,1.107635577501109,0.0385,0.4324,0.5292,,
ecoli_00829,16645965,11483132,364657,768189,0,0,0,0,921703,0,0,0,0,1813671,662875,631738,68.98447761965137,16645965.0,15877776.0,95.39,768189.0,4.61,ecoli_00829_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,16645965.0,0.0,20-51,50.0,16.557231224997,50.51711528890036,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,16676767,5362859,16676767,850515117,2314553,841188757,1.0965542896987686,0.0408,0.4234,0.5358,,
ecoli_00830,9961572,7254886,62414,408974,0,0,0,0,471406,0,0,0,0,995718,394737,373437,72.82872622915339,9961572.0,9552598.0,95.89,408974.0,4.11,ecoli_00830_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9961572.0,0.0,21-51,51.0,20.504487390474967,50.57193673849871,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9980935,3198123,9980935,509027685,1434368,503415099,1.1026091832313605,0.037000000000000005,0.441,0.522,,
ecoli_00831,11760672,8301605,97687,605169,0,0,0,0,658224,0,0,0,0,1169083,471145,457759,70.58784566052007,11760672.0,11155503.0,94.85,605169.0,5.15,ecoli_00831_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11760672.0,0.0,20-51,51.0,19.68063910277255,50.57122450145706,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11783537,3778196,11783537,600960387,1731173,594290651,1.1098461969008284,0.0369,0.4392,0.5239,,
ecoli_00832,11759799,8515816,279222,402000,0,0,0,0,463948,0,0,0,0,1313526,333173,452114,72.41463905973224,11759799.0,11357799.0,96.58,402000.0,3.42,ecoli_00832_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11759799.0,0.0,20-51,52.0,22.528153782432287,50.53834134409952,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11770022,3731819,11770022,600271122,1010879,594414603,0.9756456350069094,0.0241,0.4413,0.5346,,
ecoli_00833,16639463,10238385,660554,608664,0,0,0,0,333802,0,0,0,0,3870670,430158,497230,61.530741707229396,16639463.0,16030799.0,96.34,608664.0,3.66,ecoli_00833_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,16639463.0,0.0,20-51,52.0,18.916017891659433,50.51817026787463,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,16649350,5538187,16649350,849116850,1234536,840693016,0.992070054904693,0.023,0.495,0.48200000000000004,,
ecoli_00834,11127691,8309281,143025,323129,0,0,0,0,537128,0,0,0,0,870546,442719,501863,74.67210403308287,11127691.0,10804562.0,97.1,323129.0,2.9,ecoli_00834_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11127691.0,0.0,20-51,51.0,18.186712709349827,50.57026996885517,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11133011,3513954,11133011,567783561,848443,562335687,0.9594983677239644,0.0345,0.4158,0.5497,,
ecoli_00835,14559212,10401237,130807,468125,0,0,0,0,1191182,0,0,0,0,1052250,619719,695892,71.44093375383228,14559212.0,14091087.0,96.78,468125.0,3.22,ecoli_00835_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14559212.0,0.0,20-51,51.0,17.432752869322194,50.57052284148345,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,14565786,4608304,14565786,742855086,1125671,735713196,0.9614109312297284,0.0366,0.4208,0.5426,,
