Geneid,DDB-PD-036-AMBR-R13-S02,DDB-PD-036-AMBR-R13-S10,DDB-PD-036-AMBR-R14-S02,DDB-PD-036-AMBR-R14-S10,DDB-PD-036-AMBR-R15-S02,DDB-PD-036-AMBR-R15-S10,DDB-PD-036-AMBR-R16-S10,DDB-PD-036-AMBR-R17-S02,DDB-PD-036-AMBR-R17-S10,DDB-PD-036-AMBR-R18-S02,DDB-PD-036-AMBR-R18-S10,DDB-PD-036-AMBR-R19-S02,DDB-PD-036-AMBR-R19-S10,DDB-PD-036-AMBR-R20-S02,DDB-PD-036-AMBR-R20-S10,DDB-PD-036-AMBR-R21-S02,DDB-PD-036-AMBR-R21-S07,DDB-PD-036-AMBR-R22-S02,DDB-PD-036-AMBR-R22-S07,DDB-PD-036-AMBR-R23-S02,DDB-PD-036-AMBR-R23-S07,DDB-PD-036-AMBR-R24-S02,NGSDNA22-1_S73,NGSDNA22-2_S74,NGSDNA22-3_S75,NGSDNA22-4_S76,NGSDNA22-5_S77,NGSDNA22-6_S78,NGSDNA22-7_S79,NGSDNA22-8_S80
b0011,1.3613712273872445,1.8593382878824782,1.5736002442516916,2.3804461810435216,1.1295586210772748,2.6186696285806716,2.314379588620514,1.2121648815618589,2.376176344033136,1.695845821048072,2.487505939019208,1.186371278020576,1.9181257990213352,1.0276526901379877,1.874243720935766,1.6786693272460853,2.290597985240414,1.4357625374312373,2.4094641553320946,2.486750125137602,2.2720620519101566,2.2695343231016216,6.135340659559833,5.896433263940915,6.364648966427646,6.231814253662718,6.297500390446217,6.457650334015983,6.222175271554031,6.156827023393067
b0012,0.41072937167903895,0.0,0.8715499995568305,1.1610003613170574,0.0,0.0,0.0,0.5159326509637903,0.0,0.3045424103184091,0.8091756584082568,1.1186577636646695,1.1537784530374342,0.8180316530942109,0.0,0.8548027632272445,0.8853564295279447,1.171605729169188,0.8415750918789444,0.0,0.0,0.4339315053838555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0013,0.4805022012382666,1.021289098890889,0.9967886446851526,0.0,0.4319358544643146,0.0,0.9074532521532039,1.7318603037201203,0.0,1.0895855328448727,0.0,1.5695073987547963,0.9854762627447756,1.5014124390566252,0.0,0.0,0.8176223099751803,1.3237431962834154,0.7080586804546058,0.6598390718382912,0.3449365259800065,0.5069998904552797,7.647105381727993,7.872502166946276,7.513988056890704,7.6627802215695455,7.738530036914902,7.533467042733507,8.026266619620491,7.7404593967271325
b0014,9.210080525612758,9.542183255058555,9.222772031988196,9.691608348186525,9.178667734846021,9.464775249207875,9.690279138490704,9.171684465035497,9.708178765196358,9.155195113261662,9.820130747250417,9.203952211028037,10.020796208035906,9.353237639382142,9.727977371065068,9.02349378715057,10.211350602922488,9.46546428758318,10.113423416110788,9.485049682405368,10.13996529273496,9.527940401738249,7.8528491814325285,7.83477008479904,7.754436275138447,7.868281523547148,7.729417430991337,7.784685116070507,8.036635218725282,7.944735139417297
b0015,8.054188406998417,7.965191916348579,8.043453822483013,8.06705729167985,8.046312154592906,7.8747649345919015,8.153803774230184,8.05933162234764,8.087064928430095,8.067312819534928,8.1741119147855,8.06984205837749,8.262091049229745,7.784322545654137,7.997572044137073,7.741271019637103,8.527009362887995,7.880699987565295,8.448208641056288,7.971665259294013,8.477515995037301,7.90779907762612,7.96625867010008,7.923649579403058,8.103723050244417,7.998325986340633,7.897137393449284,8.014454483059179,8.035125314243196,8.092071556282521
b0016,5.737395654110376,5.688866655599445,5.927517277625085,5.6316480704742355,5.905271057254143,5.262410614982889,5.501250254887205,5.882830673112679,5.571052402584248,5.833749030167007,5.564152977662536,5.87276419769953,5.549115703220921,5.727224041259912,5.661048556667771,5.250563301092047,5.573287772527578,5.255265796893918,5.653609509444399,5.440103283486635,5.700679992365561,5.44616528316378,8.054762653898072,7.860700748525525,8.065608763433143,7.90971978659778,8.337637049255223,7.8732515339193725,7.869906880161525,7.910945181091531
b0018,2.663480117817115,4.634066718180124,2.536049916204408,3.027129593675822,2.1262352883007525,3.421203634536877,4.892948539860128,2.694266204296957,4.88278043350857,2.2652673564559684,3.8998165918591594,1.0596506043301672,4.314650150648845,1.7460534028970445,4.696437771709858,3.0848307237509482,4.557543658851165,1.963077126963035,4.5979528063460195,3.1422069254281184,3.7550525671037436,3.4256298966070844,6.451993450587941,6.8641051758941165,6.803613818657083,6.694342082346031,6.512972236292849,6.697086300850271,7.287205393938309,6.5658357680654165
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,5.411427369049387,6.21449778752016,5.22690515878073,5.960225541901227,5.1057079641186665,6.27706096480925,6.453128440622353,5.11518366465639,6.525741595859553,5.194851881919362,6.340523941223392,4.7260631372628765,6.247740243257328,5.3018834794753795,6.528981780041162,6.029253155849762,6.638294138226464,6.5523630775925135,6.683813507992124,6.2681644975596384,6.388324425257657,6.016047515044794,7.643872815437203,7.797306317489968,7.9072823366311615,7.731131608309498,7.712902179359678,7.87788259254893,7.6731780723596055,7.864649950624391
b0020,5.355038292762509,5.4379125683240535,5.347633982858985,5.58733928290645,5.501828373708769,5.566050452914779,5.584250599106209,5.4097748152300795,5.709519178284345,5.250421905819971,5.650402964607609,5.167464177242154,5.214914848622016,5.3176886787252515,5.669621486589298,5.885487691904211,5.652771612607287,5.60607222436516,5.593952450377658,5.687894541522591,5.790043322880798,5.493369754511349,8.115779527610156,7.961825290748076,7.857677561661043,7.88718391521391,7.786831533400138,8.016978476788813,7.948856280745275,8.023606442064828
b0021,4.66986641907046,3.605346296695595,4.632264755180544,3.313220778817794,4.461793515702645,3.5262837992900185,3.4398861557158646,4.547601378249524,4.161944442678656,4.419334830403247,4.258038925904786,3.97130849164002,3.5879202207957848,4.806193317031654,3.509272384161624,4.462718143591779,3.538602672616294,4.785210348210067,3.3088941191920362,4.709499894811798,3.567062924884285,4.8954036005953645,7.333361811318515,7.339500111109626,7.225336174084352,6.973158334003428,7.201659659443322,7.1490987225359195,7.332635554664326,7.66545332962705
b0022,7.026027429571701,5.219728729750254,7.057540873457242,5.366954813481992,7.084318024989987,5.405416306435506,5.4398339135417775,7.035724499816496,5.550783017589112,7.0554849484549536,5.482523695083936,6.953509443446668,5.090594356167136,6.908421023895666,5.34547252894042,6.732710981729418,5.245007949817661,6.479428020823399,4.964247646659714,6.6880957077802945,4.8844091274896115,6.323587149723686,7.129483681870095,6.700805914725336,7.2801430003388985,6.71490161702967,6.874152195395012,7.106696224253945,6.648138394185809,7.190817922463327
b0023,11.325831693942659,11.065999017110599,11.414201133481264,10.910652748264758,11.081805174906881,11.290988567027773,10.959998484866595,11.255366288323634,11.042129985896908,11.328852519081833,10.976153614059758,10.910361657341554,11.050859954529255,11.093221533811557,10.991652187669963,12.604312550807624,11.184638540989155,12.055114540016895,11.155043306138507,12.028223459491372,11.20273396066209,11.991081690250807,8.382618687712654,8.297487148122059,8.226130764038174,8.056065612457202,8.144034242836437,8.24848852157963,8.179843148966778,8.273955587167881
b0024,5.258370982532819,4.020981100729265,4.815375431266064,4.007867281943177,5.626781480585207,4.294726037756871,3.6248639187873395,4.767484818590803,3.9742485053104266,5.188500544219999,4.145096885212914,4.887339179003139,3.954023123693779,5.146859784530354,2.9105690651190894,4.802889298771772,3.7751459512646526,3.8971401942211426,4.169134997147583,4.620202306883296,4.127897449925439,4.180473842912461,8.043322286076123,8.223382286074765,7.814524934984288,8.306191146716241,8.150583714447489,8.065374221800774,7.973172169995392,7.95973842900084
b0025,8.360988622283456,7.903304800949606,8.332915240690097,7.987924206535668,8.391447212239065,7.995436358635725,7.962871470978905,8.420762481282495,8.032121224186746,8.35980298507379,7.954282006386922,8.371172062398617,8.076895421207718,8.248448763413815,8.115532831950512,8.190599214903727,7.778409822158382,8.116854681070235,7.831503268295934,8.20677133531331,7.843277554178095,8.312909209408502,7.669503133684592,7.789082439896449,8.097280597791746,7.831210027204789,7.78253619383024,7.734022555200121,8.029389742418687,8.008554008426419
b0026,8.54154783414136,8.26004382352051,8.548268051393327,8.309064808553435,8.45972720957131,8.320003904060014,8.320974755531504,8.523849102363222,8.366046516188629,8.44280757127932,8.373864186343413,8.508503877974357,8.395492979789688,8.281593357031372,8.406049584793045,8.255693943493863,8.220980668214548,8.63344915309471,8.207259128935345,8.691848905203802,8.190226699561851,8.710497210299764,8.157851792110081,7.952528547341136,7.978780161617066,8.07613767705202,7.953115926549722,8.090770612594488,8.023807064623341,8.002332832698308
b0027,7.48783927755767,7.301097905920193,7.421586960480124,7.3912588465897535,7.390417287558801,7.2224001523646955,7.309536852107549,7.4187542923971295,7.454548546134011,7.323910526202368,7.212738738407496,7.356330173683503,7.5189085310821975,7.474061235676394,7.443388908713925,7.587278859861459,7.156000436559648,7.859294905139587,7.341839250042029,7.607757601387676,7.282540169771551,7.839699540059521,7.735679718959382,7.609543303313,7.676150135137059,7.747713021627036,7.611399845241594,7.762589504695188,7.686520802222204,7.75681244868081
b0028,7.563529213599603,7.329714368837967,7.592214227087576,7.308627321380765,7.443691192491199,7.593765415445873,7.316687105922533,7.576699603423326,7.403546751992792,7.521654462684289,7.5751028403967595,7.428806212100305,7.362868403594756,7.408779593784256,7.420091936238054,7.759412363862205,7.31762524265658,7.764561213486818,7.275806750449066,7.533222700229568,7.349949849238,7.835353431656321,7.531330718153591,7.487176690512733,7.737410145128029,7.603197040255275,7.87320412743427,7.6206751863985,7.645060670612531,7.808910932127568
b0029,7.322450603944895,6.661121750450951,7.159116471989304,6.768481338517634,7.055255781304643,6.878612564253312,6.847011453907985,7.091052400992073,6.896434842425821,7.074684319377636,6.934061147023738,7.084256763859033,7.105149526317574,7.127353303969017,7.056479671839579,7.206328667632294,6.835674687505397,7.420193225769576,6.761921736991334,7.452110379858006,6.805857831482181,7.4757179601480646,7.918960578099488,7.9133841833192795,7.890695429597819,7.916661531238632,7.613661978453324,7.947320794922186,8.0372712777078,7.868404327168236
b0030,3.8723489202454857,5.476617225556389,3.6000948266714823,5.312421849379085,3.9418542052409604,5.592641654371104,5.36850146397698,3.820702392884337,5.443626025288455,3.5528342547671046,5.341769207510492,3.5176740228136545,5.0296372612668,2.7957435247625764,5.377412990506837,3.552865457676776,5.164904797519131,3.6977621415872908,5.036979415254819,3.3195883925591603,5.102428486785553,3.4433948213496612,8.10735502598334,7.887636109013501,7.9868477528293775,7.879007051018911,7.844463656568996,7.957863771195892,8.036022580871235,7.91500272046408
b0031,8.311205938613105,7.306320365616956,8.34312537273063,7.212041159207448,8.318095411294836,7.6221939365897295,7.0649457564914,8.295921797711104,7.276466883784211,8.2834123931088,7.068228114168901,8.409819457217225,7.689608942442998,8.08091069073838,7.1167634210385495,8.533381741316584,7.156161655470423,8.438213951578186,7.161855332377945,8.37196244338144,7.102269219089698,8.503156688902113,8.083433941896185,7.7042968048151135,8.0497392147591,8.002632964627049,7.856505490350547,7.636517376673424,7.948368384250783,8.055658081567797
b0032,10.891422614405416,8.324570024325887,10.811000438328508,8.108628458558105,10.797879913858345,8.575850320608822,8.005030522779087,10.82647469313969,8.497651350583892,10.80670293240473,8.37042291053923,10.594466670887302,8.336622762430489,10.757163865099162,8.314085465980494,10.082677247209986,5.195988378843952,10.37355538645711,5.190218630088463,10.440590918241622,5.148265899794846,10.391004034666915,7.7801571214479255,7.678113289219989,7.86847210933391,7.737701408233106,7.576311610184151,7.756210757649977,7.938536884992552,7.805511633358591
b0033,9.656607364409195,7.493483481926326,9.58862101377215,7.205091742175362,9.477912147837,7.797212885213161,7.342201147795571,9.56061911589023,7.615685367535068,9.519535941210464,7.5562150511216,9.301259280405157,7.546910541186772,9.347501757677223,7.528214371634766,9.342760900601695,4.772169602469029,9.732147353660737,4.69645368435684,9.762386504293202,4.755212562424907,9.750250253831581,7.712273540245507,7.610414614075509,7.659915624935648,7.721159897999862,7.685950232365316,7.722012132190189,7.784925641017156,7.671535727044487
b0034,5.581609217017585,3.927642353213517,5.517272166226282,3.538467536834259,5.769409446958608,4.28848899665791,3.315616057347248,5.510470650357204,4.249588025735793,5.51439111441211,3.7005693348479842,5.545920247507226,4.360621094528774,5.731365308902091,4.338295475923294,5.512602510969376,3.477388332294159,5.056735451441983,3.8032363932709075,5.261697131313499,3.377393557814049,4.980802969455868,7.999886701675586,8.083902229040453,8.033051434993572,7.967405520207077,7.758579518508761,8.264555476398792,8.118051968432084,8.06822158639631
b0035,1.2352442014280243,1.4668277683314812,0.4234339197814633,0.0,0.968471525165519,2.1541587524652215,0.6781805561165986,1.0430718028993815,0.4746018464371027,0.2549215001033808,0.9469949717622135,0.47022891778055204,1.744345430687397,1.0326190371323276,1.7721916745493942,1.2201656342870102,1.1500553193126424,1.6136029071881555,1.060386267746405,0.843819509325673,0.9451977260725134,0.8997144079529553,7.779307834268683,7.916293085227023,7.953956224536159,7.808733449506839,7.677267422962684,7.811492052487642,7.855543256982217,7.768649761278506
b0036,1.6024030246259087,1.642631321314755,1.4830626635265973,2.2695136283630712,1.886648682196127,0.0,1.4879712375138026,1.6446031651959028,1.8623718803627922,1.112750552907191,1.260218866409957,1.5277009485348405,2.0983322403984994,1.1750932006289325,1.493854111542266,2.321741843019346,1.1234489314988991,1.7327326144302952,1.3040086596366185,2.28820716557831,1.62647048945578,1.5620707778517462,7.191437933079781,7.455342304160779,7.582105669092297,7.59957805527463,7.529693716741423,7.610802560048652,7.580138059985798,7.476011616039183
b0037,3.255396866445637,2.2088126028292994,3.4408771145407395,1.730975837679465,3.680962226463029,2.22494931508584,1.2445138202226858,3.4349728373698607,1.9865456390266718,3.327805275209253,2.141133036134344,3.5299681067744446,2.451394003351548,3.3202058245390678,1.909260283003149,3.262593732365824,2.130355189939096,2.6070839584599934,1.5355446424730606,2.687244481056703,2.0833879106851865,3.136162939088288,7.810674245275738,7.826775145447445,7.789574542814762,7.803044807691482,7.764396638711655,7.828014581096189,7.853114751305297,7.774519886854512
b0038,3.8615698757607597,1.689563184361075,3.8569479997949374,2.0724512560663584,3.911056328107532,1.5895010692053317,2.071455919209745,3.961736006977617,2.517342925240111,3.9575222212495462,2.4988162955452915,3.7775741142544788,2.7446763263037712,4.0730738065435945,2.603921462375099,3.3266847327268745,2.1311076516548413,2.999532832673048,2.2920760056143217,3.512556191696364,2.570352929425125,3.211179979773173,8.114036715850514,8.110322018558131,8.17182361859722,7.860171391171071,7.9737052596851115,8.071298634301312,8.148634403595032,8.101334365483732
b0039,3.947134232427208,2.773542669226797,3.794473923536058,2.305086565710112,3.8683326065800014,3.024618962554155,2.499393823760818,3.70761224729923,3.04454556741459,3.7961113138863136,3.0628570442990393,3.8227036861014807,3.222429963191953,3.588617764630114,2.771678316287468,4.184980596135074,3.0831946815063844,3.943030855262458,3.146930944985323,3.9042477973095986,2.9625327710198164,3.3365053507235483,8.055382634749499,8.097630439654273,7.995796107541097,8.000955618048922,7.878066091445403,8.021295284596594,7.953622009104973,8.044817430519208
b0040,0.611905804258626,0.8685481003535811,0.8467250481253574,0.6733830262562803,1.3708577696756303,0.8542032632501209,1.3998518833304257,0.9748233612030349,1.0452330260380638,1.0914773066028127,0.883277102001043,0.7453875480945773,1.3627941538205932,0.5748553100622689,0.95781937295506,1.1996380547713583,0.9132557372091211,1.5893595219302634,0.8173836520418816,0.6960810058404818,0.9002919842667327,1.1623779176603994,8.184477262664334,8.189439506775322,8.317420905707825,8.120084004910751,8.152993081794571,8.339219893463206,8.246205841765113,8.359814492651111
b0041,1.4119064895728286,1.3910687891700473,1.4327492111363807,1.3552318842227167,1.0704547293728193,1.0413518447260603,0.9411281743720658,1.6005042247072268,1.4810697088957472,1.394866100629002,0.7750366671655299,1.6849391944885526,1.6130951373456826,1.6248706496483059,2.030772900292549,1.0138486530870336,1.5206287177884914,0.0,1.114297252519859,0.9364854873883731,1.4343186380423514,1.2185808914674388,8.06696838349044,7.930625062302213,8.00738002025683,7.890468342955473,7.809395792740868,7.948760796551008,7.825059120514872,7.991807443518097
b0042,0.7481981166460145,0.9148998329334725,0.6182673305771207,0.39930545010716206,0.5362500836495891,0.5190737362365083,1.090532458396898,0.9162624533644619,0.7934121586270264,0.6837229154692186,1.7348709014734818,1.5528734487173026,0.8817794344419947,0.4788674236903695,1.3309013595563675,1.9708208692785203,1.2753522118653748,0.7191901021844662,0.9660120785010359,0.8056791206563877,1.1873627411524947,1.4907893984319096,7.938938071276139,7.856952863652333,7.912589384179277,7.991007704976107,7.866325293347207,7.82792098521407,7.736764930628163,7.8553787836042765
b0043,0.4574561693603045,0.9797505687092368,0.9559508936960398,1.5196187580472276,0.8228279877331368,0.39720416227848127,1.2496874723668436,1.2008646120299156,1.5693207389762995,0.8470047855435322,1.5793535692244225,0.695380320190075,1.0561215826310897,1.0401631144699777,1.5103870656627045,1.3371745292157344,1.5056852341698121,0.0,1.068067500931586,0.4488756308375854,1.0143121134471809,1.3730286188610514,7.546425207248022,7.666027338436323,7.67047571134112,7.681631317926221,7.5376114517620545,7.674555475139908,7.632311350821345,7.580406959669921
b0044,0.0,1.6654339259621782,0.7655332616596608,1.6257192179523916,0.5761264858205359,0.0,0.0,0.44651404789210686,0.8474819599413462,0.8425489781457981,0.0,0.4806413964302202,1.9092572565674388,0.8940407745467878,0.0,1.241451633288562,0.4408685909090243,1.6386767022814595,0.9191541122235143,0.0,0.815282328675746,0.0,7.838499798463606,7.953230817834251,7.95223327523424,7.795955045622084,7.478364959166709,7.798713538758163,7.579841999116005,7.636452003081919
b0045,0.8806443198412491,1.0675213106733557,0.9882530042099124,0.7454761199832387,0.3987699917543426,0.9401563650540384,1.2211646262414675,0.7705155378369444,0.7581635764786332,0.6783164991206447,0.9712896728003713,0.42431622322688006,1.2270220109915662,0.6385679085637794,1.4784039198677752,1.6158786232661655,0.6944276433476924,0.5430385370882982,0.7435364937578501,1.2693821568544799,0.7983505096621479,1.017407205379568,7.5151605150089615,7.57454667059693,7.730576180223997,7.597587414721771,7.669998400264392,7.711382290888518,7.745077674982779,7.689056342258112
b0046,4.684738846870098,4.832312961201364,4.594504608316458,4.785924372727098,4.594610882768793,4.952340220559131,4.956841127038382,4.732078751322329,4.8453492268829885,4.585965880294407,4.935644751484774,4.5944853698158905,5.219186645200066,4.344877232709315,5.305162863302881,4.489274038095243,5.000761815226649,4.7127224552051805,4.859420065669713,4.042692631498179,4.995516661392696,4.648919011192908,8.061864196652747,8.259990569957859,8.145478458427746,8.237579765772388,7.979752232206061,8.19103927849028,8.26623824980238,8.140703306483342
b0047,3.8823598332061944,4.402376075205907,3.771974072583873,4.252337170632763,3.8048050206671853,4.086099142116821,4.2969629112539245,4.037468330308677,4.359268616730663,3.6955166007512794,4.1519848208425385,3.5097261427772866,4.326734782635086,3.828144104227315,4.333318153367581,3.815246944789829,4.19332686770914,4.195258701792189,4.342242747261935,4.161317341577278,4.138873462327553,4.089142338702261,7.533526954589166,7.590118918996253,7.556051742348111,7.466149485050713,7.5133809025225045,7.545443660513117,7.610433295551419,7.589806096065745
b0048,6.1904278484624164,6.5473735518122265,6.2433608675768735,6.469402616339442,6.013752668009332,6.789575319111403,6.622558279753362,6.078945112811811,6.747849740270988,6.219770429816133,6.4813483515750825,6.105268285534926,6.6765038027607675,6.327575019943674,6.715655008845077,7.088225895753093,6.723189460124054,6.548197383449021,6.53841155572615,6.317894770332789,6.5785687526007095,6.4602117498714025,7.310783722524805,7.467427723178119,7.605423245585746,7.403137664449893,7.242915962309076,7.004251662036381,7.376040647487757,7.462300553476188
b0049,6.280047770863371,6.208865885713902,6.15842375371398,6.3237871567570805,6.247114790335342,6.354197364279417,6.2216235375526505,6.184944867316408,6.325460969350363,6.284693196510962,6.479771968317923,5.989544205382397,6.284962319938183,6.154492515674647,6.3823421680370505,6.423465288732535,6.356810052707644,6.441884502006537,6.329995113842288,6.489836150561313,6.301159511446786,6.425722148369688,7.873845272338541,7.936956873021643,7.970066047052346,7.954048433194047,7.6872650438213315,7.840782549953031,7.943358717923019,7.858538356516934
b0050,8.715019290212213,7.656765909406511,8.58169914192731,7.496583754247024,8.941499866369114,7.560502332509238,7.52328993772165,8.759062845620559,7.6361618399068405,8.810986254964876,7.624443098293266,8.873785017865226,7.6168677825754925,8.657723847653045,7.739909527596752,7.7421445448507615,7.626554291719792,7.648924531292484,7.62345051799325,7.851070989550613,7.729640822919565,7.786071958210471,8.150504356485113,8.045976350521627,7.948496310188078,8.206472803109278,7.920403291188183,8.137928965349104,8.194611993360645,7.989786396763107
b0051,8.320023666049105,7.844327089239446,8.273938303612221,7.799683917581878,8.358719799667814,7.737387376145192,7.719019943147089,8.28302935240537,7.812327887746495,8.320883857522759,7.722044924679162,8.215092685609495,7.736090350734278,8.32165372986955,7.882973862128862,8.022864748342895,7.839455940909701,8.071987018226247,7.762766202168523,8.154848354965653,7.816979159044632,8.061705820615538,7.981943460176898,8.20476114615592,7.961547090455598,7.952646317678153,7.8946704007743485,7.897019411782963,8.010183400221482,7.986882209398994
b0052,7.892055282547728,7.028299264071893,7.783429253255089,7.147543966209062,7.9027774741401124,6.961296624332029,7.049621270369954,7.833463352243367,7.025609829978128,7.769867917440308,7.091025381210837,7.786554314232463,7.228171126017156,6.8516424595654515,7.196268231406071,7.276118712432366,7.007687722163835,7.582152589022482,6.834680760134348,7.667898987673238,6.937141858128889,7.4310865548617056,7.935228597790413,7.796573730913995,7.765362357363764,7.824721413002814,7.804481859622323,7.780578375064627,7.900402342294987,7.871072468721699
