,TF,ev_level,gene_id
6171,mlrA,Strong,b1038
6172,mlrA,Strong,b1039
6173,mlrA,Strong,b1040
6174,mlrA,Strong,b3183
6175,mlrA,Strong,b3184
6176,mlrA,Strong,b3185
6177,mlrA,Strong,b3186
6178,mlrA,Strong,b3190
6179,mlrA,Strong,b4133
6180,mngR,Strong,b0730
6181,mngR,Strong,b0731
6182,mngR,Strong,b0732
6183,mntR,Weak,b0812
6184,mntR,Weak,b1821
6185,mntR,Weak,b2392
6186,mntR,Weak,b4705
6187,modE,Strong,b0763
6188,modE,Strong,b0764
6189,modE,Strong,b0765
6190,modE,Strong,b0781
6191,modE,Strong,b0782
6192,modE,Strong,b0783
6193,modE,Strong,b0784
6194,modE,Strong,b0785
6195,modE,Strong,b0894
6196,modE,Strong,b0895
6197,modE,Strong,b0896
6198,modE,Strong,b1221
6199,modE,Strong,b1222
6200,modE,Weak,b1243
6201,modE,Weak,b1244
6202,modE,Weak,b1245
6203,modE,Weak,b1246
6204,modE,Weak,b1247
6205,modE,Strong,b2194
6206,modE,Strong,b2195
6207,modE,Strong,b2196
6208,modE,Strong,b2197
6209,modE,Strong,b2198
6210,modE,Strong,b2199
6211,modE,Strong,b2200
6212,modE,Strong,b2201
6213,modE,Strong,b2202
6214,modE,Strong,b2203
6215,modE,Strong,b2204
6216,modE,Strong,b2205
6217,modE,Strong,b2206
6218,modE,Strong,b2207
6219,modE,Strong,b2208
6220,modE,Strong,b2717
6221,modE,Strong,b2718
6222,modE,Strong,b2719
6223,modE,Strong,b2720
6224,modE,Strong,b2721
6225,modE,Strong,b2722
6226,modE,Strong,b2723
6227,modE,Strong,b2724
6228,modE,Strong,b2725
6229,modE,Strong,b4381
6230,modE,Strong,b4382
6231,modE,Strong,b4383
6232,modE,Strong,b4384
6233,molybdopterin,Strong,b0781
6234,molybdopterin,Strong,b0782
6235,molybdopterin,Strong,b0783
6236,molybdopterin,Strong,b0784
6237,molybdopterin,Strong,b0785
6238,mprA,Weak,b0462
6239,mprA,Weak,b0463
6240,mprA,Weak,b0553_1
6241,mprA,Weak,b0553_2
6242,mprA,Strong,b2684
6243,mprA,Strong,b2685
6244,mprA,Strong,b2686
6245,mqsA,Strong,b0880
6246,mqsA,Strong,b1037
6247,mqsA,Strong,b1038
6248,mqsA,Strong,b1039
6249,mqsA,Strong,b1040
6250,mqsA,Strong,b2741
6251,mqsA,Strong,b3021
6252,mqsA,Strong,b3022
6253,mraZ,Weak,b0081
6254,mraZ,Weak,b0082
6255,mraZ,Weak,b0083
6256,mraZ,Weak,b0084
6257,mraZ,Weak,b0085
6258,mraZ,Weak,b0086
6259,mraZ,Weak,b0087
6260,mraZ,Weak,b0088
6261,mraZ,Weak,b0089
6262,mraZ,Weak,b0090
6263,mraZ,Weak,b0091
6264,mraZ,Weak,b0092
6265,mraZ,Weak,b0093
6266,mraZ,Weak,b0094
6267,mraZ,Weak,b0095
6268,mraZ,Weak,b0096
6269,mraZ,Weak,b3742
6270,mtlR,Weak,b3599
6271,mtlR,Weak,b3600
6272,mtlR,Weak,b3601
6273,murR,Weak,b2427
6274,murR,Strong,b2428
6275,murR,Strong,b2429
6276,nac,SBRG,b0034
6277,nac,SBRG,b0071
6278,nac,SBRG,b0072
6279,nac,SBRG,b0073
6280,nac,SBRG,b0074
6281,nac,SBRG,b0075
6282,nac,SBRG,b0154
6283,nac,SBRG,b0162
6284,nac,SBRG,b0164
6285,nac,SBRG,b0166
6286,nac,SBRG,b0167
6287,nac,SBRG,b0168
6288,nac,SBRG,b0169
6289,nac,SBRG,b0170
6290,nac,SBRG,b0209
6291,nac,SBRG,b0210
6292,nac,SBRG,b0220
6293,nac,SBRG,b0232
6294,nac,SBRG,b0233
6295,nac,SBRG,b0234
6296,nac,SBRG,b0336
6297,nac,SBRG,b0337
6298,nac,SBRG,b0338
6299,nac,SBRG,b0339
6300,nac,SBRG,b0340
6301,nac,SBRG,b0379
6302,nac,SBRG,b0380
6303,nac,SBRG,b0381
6304,nac,SBRG,b0413
6305,nac,SBRG,b0414
6306,nac,SBRG,b0415
6307,nac,SBRG,b0416
6308,nac,SBRG,b0417
6309,nac,SBRG,b0418
6310,nac,SBRG,b0473
6311,nac,SBRG,b0478
6312,nac,SBRG,b0506
6313,nac,SBRG,b0514
6314,nac,SBRG,b0524
6315,nac,SBRG,b0525
6316,nac,SBRG,b0526
6317,nac,SBRG,b0557
6318,nac,SBRG,b0565
6319,nac,SBRG,b0566
6320,nac,SBRG,b0581
6321,nac,SBRG,b0607
6322,nac,SBRG,b0608
6323,nac,SBRG,b0638
6324,nac,SBRG,b0639
6325,nac,SBRG,b0640
6326,nac,SBRG,b0641
6327,nac,SBRG,b0642
6328,nac,SBRG,b0656
6329,nac,SBRG,b0659
6330,nac,SBRG,b0660
6331,nac,SBRG,b0703
6332,nac,SBRG,b0704
6333,nac,SBRG,b0708
6334,nac,SBRG,b0720
6335,nac,SBRG,b0721
6336,nac,SBRG,b0722
6337,nac,SBRG,b0723
6338,nac,SBRG,b0724
6339,nac,SBRG,b0726
6340,nac,SBRG,b0727
6341,nac,SBRG,b0728
6342,nac,SBRG,b0729
6343,nac,SBRG,b0733
6344,nac,SBRG,b0734
6345,nac,SBRG,b0736
6346,nac,SBRG,b0737
6347,nac,SBRG,b0738
6348,nac,SBRG,b0739
6349,nac,SBRG,b0740
6350,nac,SBRG,b0741
6351,nac,SBRG,b0742
6352,nac,SBRG,b0770
6353,nac,SBRG,b0781
6354,nac,SBRG,b0782
6355,nac,SBRG,b0783
6356,nac,SBRG,b0784
6357,nac,SBRG,b0785
6358,nac,SBRG,b0807
6359,nac,SBRG,b0840
6360,nac,SBRG,b0866
6361,nac,SBRG,b0867
6362,nac,SBRG,b0884
6363,nac,SBRG,b0888
6364,nac,SBRG,b0889
6365,nac,SBRG,b0894
6366,nac,SBRG,b0895
6367,nac,SBRG,b0896
6368,nac,SBRG,b0929
6369,nac,SBRG,b0939
6370,nac,SBRG,b0940
6371,nac,SBRG,b0941
6372,nac,SBRG,b0942
6373,nac,SBRG,b0943
6374,nac,SBRG,b0944
6375,nac,SBRG,b0948
6376,nac,SBRG,b0949
6377,nac,SBRG,b0957
6378,nac,SBRG,b0996
6379,nac,SBRG,b0997
6380,nac,SBRG,b0998
6381,nac,SBRG,b1003
6382,nac,SBRG,b1004
6383,nac,SBRG,b1006
6384,nac,SBRG,b1007
6385,nac,SBRG,b1008
6386,nac,SBRG,b1009
6387,nac,SBRG,b1010
6388,nac,SBRG,b1011
6389,nac,SBRG,b1012
6390,nac,SBRG,b1020
6391,nac,SBRG,b1021
6392,nac,SBRG,b1022
6393,nac,SBRG,b1023
6394,nac,SBRG,b1024
6395,nac,SBRG,b1025
6396,nac,SBRG,b1053
6397,nac,SBRG,b1096
6398,nac,SBRG,b1097
6399,nac,SBRG,b1098
6400,nac,SBRG,b1099
6401,nac,SBRG,b1100
6402,nac,SBRG,b1113
6403,nac,SBRG,b1116
6404,nac,SBRG,b1117
6405,nac,SBRG,b1118
6406,nac,SBRG,b1177
6407,nac,SBRG,b1185
6408,nac,SBRG,b1196
6409,nac,SBRG,b1223
6410,nac,SBRG,b1243
6411,nac,SBRG,b1244
6412,nac,SBRG,b1245
6413,nac,SBRG,b1246
6414,nac,SBRG,b1247
6415,nac,SBRG,b1283
6416,nac,SBRG,b1295
6417,nac,SBRG,b1335
6418,nac,SBRG,b1336
6419,nac,SBRG,b1337
6420,nac,SBRG,b1338
6421,nac,SBRG,b1339
6422,nac,SBRG,b1340
6423,nac,SBRG,b1372
6424,nac,SBRG,b1373
6425,nac,SBRG,b1384
6426,nac,SBRG,b1423
6427,nac,SBRG,b1440
6428,nac,SBRG,b1441
6429,nac,SBRG,b1442
6430,nac,SBRG,b1443
6431,nac,SBRG,b1444
6432,nac,SBRG,b1449
6433,nac,SBRG,b1454
6434,nac,SBRG,b1483
6435,nac,SBRG,b1484
6436,nac,SBRG,b1485
6437,nac,SBRG,b1486
6438,nac,SBRG,b1487
6439,nac,SBRG,b1488
6440,nac,SBRG,b1501
6441,nac,SBRG,b1529
6442,nac,SBRG,b1530
6443,nac,SBRG,b1531
6444,nac,SBRG,b1532
6445,nac,SBRG,b1537
6446,nac,SBRG,b1553
6447,nac,SBRG,b1554
6448,nac,SBRG,b1555
6449,nac,SBRG,b1556
6450,nac,SBRG,b1583
6451,nac,SBRG,b1584
6452,nac,SBRG,b1587
6453,nac,SBRG,b1588
6454,nac,SBRG,b1589
6455,nac,SBRG,b1590
6456,nac,SBRG,b1591
6457,nac,SBRG,b1602
6458,nac,SBRG,b1603
6459,nac,SBRG,b1621
6460,nac,SBRG,b1622
6461,nac,SBRG,b1634
6462,nac,SBRG,b1661
6463,nac,SBRG,b1691
6464,nac,SBRG,b1692
6465,nac,SBRG,b1693
6466,nac,SBRG,b1694
6467,nac,SBRG,b1695
6468,nac,SBRG,b1707
6469,nac,SBRG,b1712
6470,nac,SBRG,b1713
6471,nac,SBRG,b1714
6472,nac,SBRG,b1715
6473,nac,SBRG,b1716
6474,nac,SBRG,b1717
6475,nac,SBRG,b1718
6476,nac,SBRG,b1719
6477,nac,SBRG,b1723
6478,nac,Weak,b1761
6479,nac,SBRG,b1823
6480,nac,SBRG,b1824
6481,nac,SBRG,b1828
6482,nac,SBRG,b1839
6483,nac,SBRG,b1840
6484,nac,SBRG,b1841
6485,nac,SBRG,b1858
6486,nac,SBRG,b1859
6487,nac,SBRG,b1867
6488,nac,SBRG,b1868
6489,nac,SBRG,b1895
6490,nac,SBRG,b1900
6491,nac,SBRG,b1901
6492,nac,SBRG,b1902
6493,nac,SBRG,b1916
6494,nac,SBRG,b1932
6495,nac,SBRG,b1981
6496,nac,Strong,b1988
6497,nac,SBRG,b1991
6498,nac,SBRG,b1992
6499,nac,SBRG,b1993
6500,nac,SBRG,b2011
6501,nac,SBRG,b2028
6502,nac,SBRG,b2037
6503,nac,SBRG,b2038
6504,nac,SBRG,b2039
6505,nac,SBRG,b2046
6506,nac,SBRG,b2047
6507,nac,SBRG,b2048
6508,nac,SBRG,b2049
6509,nac,SBRG,b2050
6510,nac,SBRG,b2051
6511,nac,SBRG,b2052
6512,nac,SBRG,b2053
6513,nac,SBRG,b2054
6514,nac,SBRG,b2055
6515,nac,SBRG,b2056
6516,nac,SBRG,b2057
6517,nac,SBRG,b2060
6518,nac,SBRG,b2061
6519,nac,SBRG,b2062
6520,nac,SBRG,b2063
6521,nac,SBRG,b2083
6522,nac,SBRG,b2085
6523,nac,SBRG,b2091
6524,nac,SBRG,b2092_1
6525,nac,SBRG,b2092_2
6526,nac,SBRG,b2093
6527,nac,SBRG,b2094
6528,nac,SBRG,b2095
6529,nac,SBRG,b2132
6530,nac,SBRG,b2133
6531,nac,SBRG,b2139_1
6532,nac,SBRG,b2139_2
6533,nac,SBRG,b2148
6534,nac,SBRG,b2149
6535,nac,SBRG,b2150
6536,nac,SBRG,b2156
6537,nac,SBRG,b2175
6538,nac,SBRG,b2181
6539,nac,SBRG,b2194
6540,nac,SBRG,b2195
6541,nac,SBRG,b2196
6542,nac,SBRG,b2197
6543,nac,SBRG,b2198
6544,nac,SBRG,b2199
6545,nac,SBRG,b2200
6546,nac,SBRG,b2201
6547,nac,SBRG,b2202
6548,nac,SBRG,b2203
6549,nac,SBRG,b2204
6550,nac,SBRG,b2205
6551,nac,SBRG,b2206
6552,nac,SBRG,b2207
6553,nac,SBRG,b2208
6554,nac,SBRG,b2211
6555,nac,SBRG,b2239
6556,nac,SBRG,b2240
6557,nac,SBRG,b2295
6558,nac,SBRG,b2317
6559,nac,SBRG,b2318
6560,nac,SBRG,b2319
6561,nac,SBRG,b2320
6562,nac,SBRG,b2325
6563,nac,SBRG,b2326
6564,nac,SBRG,b2327
6565,nac,SBRG,b2328
6566,nac,SBRG,b2329
6567,nac,SBRG,b2330
6568,nac,SBRG,b2332
6569,nac,SBRG,b2333
6570,nac,SBRG,b2334
6571,nac,SBRG,b2335
6572,nac,SBRG,b2336
6573,nac,SBRG,b2380
6574,nac,SBRG,b2381
6575,nac,SBRG,b2382
6576,nac,SBRG,b2392
6577,nac,SBRG,b2393
6578,nac,SBRG,b2405
6579,nac,SBRG,b2419
6580,nac,SBRG,b2420
6581,nac,SBRG,b2448
6582,nac,SBRG,b2449
6583,nac,SBRG,b2481
6584,nac,SBRG,b2482
6585,nac,SBRG,b2483
6586,nac,SBRG,b2484
6587,nac,SBRG,b2485
6588,nac,SBRG,b2486
6589,nac,SBRG,b2487
6590,nac,SBRG,b2488
6591,nac,SBRG,b2489
6592,nac,SBRG,b2490
6593,nac,SBRG,b2491
6594,nac,SBRG,b2492
6595,nac,SBRG,b2504
6596,nac,SBRG,b2535
6597,nac,SBRG,b2568
6598,nac,SBRG,b2569
6599,nac,SBRG,b2597
6600,nac,SBRG,b2600
6601,nac,SBRG,b2601
6602,nac,SBRG,b2618
6603,nac,SBRG,b2619
6604,nac,SBRG,b2659
6605,nac,SBRG,b2660
6606,nac,SBRG,b2661
6607,nac,SBRG,b2662
6608,nac,SBRG,b2663
6609,nac,SBRG,b2702
6610,nac,SBRG,b2703
6611,nac,SBRG,b2704
6612,nac,SBRG,b2705
6613,nac,SBRG,b2706
6614,nac,SBRG,b2707
6615,nac,SBRG,b2708
6616,nac,SBRG,b2734
6617,nac,SBRG,b2771
6618,nac,SBRG,b2777
6619,nac,SBRG,b2787
6620,nac,SBRG,b2788
6621,nac,SBRG,b2789
6622,nac,SBRG,b2795
6623,nac,SBRG,b2838
6624,nac,SBRG,b2839
6625,nac,SBRG,b2843
6626,nac,SBRG,b2871
6627,nac,SBRG,b2882
6628,nac,SBRG,b2883
6629,nac,SBRG,b2900
6630,nac,SBRG,b2903
6631,nac,SBRG,b2904
6632,nac,SBRG,b2905
6633,nac,SBRG,b2913
6634,nac,SBRG,b2923
6635,nac,SBRG,b2925
6636,nac,SBRG,b2926
6637,nac,SBRG,b2927
6638,nac,SBRG,b2928
6639,nac,SBRG,b2929
6640,nac,SBRG,b2930
6641,nac,SBRG,b2933
6642,nac,SBRG,b2934
6643,nac,SBRG,b2957
6644,nac,SBRG,b2965
6645,nac,SBRG,b2970
6646,nac,SBRG,b2975
6647,nac,SBRG,b2976
6648,nac,SBRG,b2977
6649,nac,SBRG,b2979
6650,nac,SBRG,b3020
6651,nac,SBRG,b3030
6652,nac,SBRG,b3031
6653,nac,SBRG,b3032
6654,nac,SBRG,b3033
6655,nac,SBRG,b3034
6656,nac,SBRG,b3043
6657,nac,SBRG,b3075
6658,nac,SBRG,b3113
6659,nac,SBRG,b3114
6660,nac,SBRG,b3115
6661,nac,SBRG,b3116
6662,nac,SBRG,b3117
6663,nac,SBRG,b3118
6664,nac,SBRG,b3119
6665,nac,SBRG,b3142
6666,nac,SBRG,b3151
6667,nac,SBRG,b3156
6668,nac,SBRG,b3157
6669,nac,SBRG,b3158
6670,nac,SBRG,b3159
6671,nac,SBRG,b3172
6672,nac,SBRG,b3175
6673,nac,SBRG,b3176
6674,nac,SBRG,b3177
6675,nac,SBRG,b3180
6676,nac,SBRG,b3185
6677,nac,SBRG,b3186
6678,nac,SBRG,b3187
6679,nac,SBRG,b3212
6680,nac,SBRG,b3213
6681,nac,SBRG,b3214
6682,nac,SBRG,b3221
6683,nac,SBRG,b3222
6684,nac,SBRG,b3223
6685,nac,SBRG,b3224
6686,nac,SBRG,b3225
6687,nac,SBRG,b3243
6688,nac,SBRG,b3249
6689,nac,SBRG,b3250
6690,nac,SBRG,b3251
6691,nac,SBRG,b3324
6692,nac,SBRG,b3325
6693,nac,SBRG,b3326
6694,nac,SBRG,b3327
6695,nac,SBRG,b3328
6696,nac,SBRG,b3329
6697,nac,SBRG,b3330
6698,nac,SBRG,b3331
6699,nac,SBRG,b3332
6700,nac,SBRG,b3333
6701,nac,SBRG,b3334
6702,nac,SBRG,b3335
6703,nac,SBRG,b3336
6704,nac,SBRG,b3337
6705,nac,SBRG,b3403
6706,nac,SBRG,b3404
6707,nac,SBRG,b3405
6708,nac,SBRG,b3470
6709,nac,SBRG,b3494
6710,nac,SBRG,b3512
6711,nac,SBRG,b3513
6712,nac,SBRG,b3514
6713,nac,SBRG,b3522
6714,nac,SBRG,b3523
6715,nac,SBRG,b3540
6716,nac,SBRG,b3541
6717,nac,SBRG,b3542
6718,nac,SBRG,b3543
6719,nac,SBRG,b3544
6720,nac,SBRG,b3552
6721,nac,SBRG,b3619
6722,nac,SBRG,b3620
6723,nac,SBRG,b3621
6724,nac,SBRG,b3622
6725,nac,SBRG,b3623
6726,nac,SBRG,b3624
6727,nac,SBRG,b3625
6728,nac,SBRG,b3626
6729,nac,SBRG,b3627
6730,nac,SBRG,b3628
6731,nac,SBRG,b3629
6732,nac,SBRG,b3630
6733,nac,SBRG,b3631
6734,nac,SBRG,b3632
6735,nac,SBRG,b3648
6736,nac,SBRG,b3649
6737,nac,SBRG,b3650
6738,nac,SBRG,b3651
6739,nac,SBRG,b3652
6740,nac,SBRG,b3686
6741,nac,SBRG,b3687
6742,nac,SBRG,b3688
6743,nac,SBRG,b3700
6744,nac,SBRG,b3701
6745,nac,SBRG,b3702
6746,nac,SBRG,b3703
6747,nac,SBRG,b3704
6748,nac,SBRG,b3710
6749,nac,SBRG,b3712
6750,nac,SBRG,b3713
6751,nac,SBRG,b3714
6752,nac,SBRG,b3715
6753,nac,SBRG,b3741
6754,nac,SBRG,b3742
6755,nac,SBRG,b3743
6756,nac,SBRG,b3744
6757,nac,SBRG,b3766
6758,nac,SBRG,b3775
6759,nac,SBRG,b3778
6760,nac,SBRG,b3784
6761,nac,SBRG,b3785
6762,nac,SBRG,b3786
6763,nac,SBRG,b3787
6764,nac,SBRG,b3788
6765,nac,SBRG,b3789
6766,nac,SBRG,b3790
6767,nac,SBRG,b3791
6768,nac,SBRG,b3792
6769,nac,SBRG,b3793
6770,nac,SBRG,b3794
6771,nac,SBRG,b3820
6772,nac,SBRG,b3821
6773,nac,SBRG,b3828
6774,nac,SBRG,b3829
6775,nac,SBRG,b3858
6776,nac,SBRG,b3859
6777,nac,SBRG,b3860
6778,nac,SBRG,b3876
6779,nac,SBRG,b3877
6780,nac,SBRG,b3916
6781,nac,SBRG,b3954
6782,nac,SBRG,b3956
6783,nac,SBRG,b3995
6784,nac,SBRG,b4000
6785,nac,SBRG,b4020
6786,nac,SBRG,b4039
6787,nac,SBRG,b4040
6788,nac,SBRG,b4056
6789,nac,SBRG,b4057
6790,nac,SBRG,b4060
6791,nac,SBRG,b4077
6792,nac,SBRG,b4078
6793,nac,SBRG,b4141
6794,nac,SBRG,b4168
6795,nac,SBRG,b4169
6796,nac,SBRG,b4170
6797,nac,SBRG,b4171
6798,nac,SBRG,b4172
6799,nac,SBRG,b4173
6800,nac,SBRG,b4174
6801,nac,SBRG,b4175
6802,nac,SBRG,b4207
6803,nac,SBRG,b4213
6804,nac,SBRG,b4214
6805,nac,SBRG,b4219
6806,nac,SBRG,b4220
6807,nac,SBRG,b4221
6808,nac,SBRG,b4222
6809,nac,SBRG,b4244
6810,nac,SBRG,b4245
6811,nac,SBRG,b4246
6812,nac,SBRG,b4256
6813,nac,SBRG,b4367
6814,nac,SBRG,b4375
6815,nac,SBRG,b4386
6816,nac,SBRG,b4387
6817,nac,SBRG,b4411
6818,nac,SBRG,b4415
6819,nac,SBRG,b4460
6820,nac,SBRG,b4464
6821,nac,SBRG,b4465
6822,nac,SBRG,b4467
6823,nac,SBRG,b4468
6824,nac,SBRG,b4471
6825,nac,SBRG,b4481
6826,nac,SBRG,b4567
6827,nac,SBRG,b4653
6828,nac,SBRG,b4705
6829,nadR,Weak,b0750
6830,nadR,Weak,b0751
6831,nadR,Weak,b0931
6832,nadR,Weak,b2574
6833,nagC,Strong,b0675
6834,nagC,Strong,b0676
6835,nagC,Strong,b0677
6836,nagC,Strong,b0678
6837,nagC,Strong,b0679
6838,nagC,Weak,b0681
6839,nagC,Weak,b0682
6840,nagC,Weak,b1061
6841,nagC,Weak,b1497
6842,nagC,Weak,b1498
6843,nagC,Weak,b1501
6844,nagC,Weak,b1733
6845,nagC,Weak,b1734
6846,nagC,Weak,b1735
6847,nagC,Weak,b1736
6848,nagC,Weak,b1737
6849,nagC,Weak,b1738
6850,nagC,Weak,b1817
6851,nagC,Weak,b1818
6852,nagC,Weak,b1819
6853,nagC,Weak,b2415
6854,nagC,Weak,b2416
6855,nagC,Weak,b2417
6856,nagC,Weak,b2943
6857,nagC,Weak,b3408
6858,nagC,Weak,b3409
6859,nagC,Weak,b3410
6860,nagC,Strong,b3729
6861,nagC,Strong,b3730
6862,nagC,Weak,b4309
6863,nagC,Weak,b4310
6864,nagC,Weak,b4311
6865,nagC,Weak,b4312
6866,nagC,Weak,b4397
6867,nagC,Weak,b4398
6868,nagC,Weak,b4399
6869,nagC,Weak,b4400
6870,nanR,Strong,b3221
6871,nanR,Strong,b3222
6872,nanR,Strong,b3223
6873,nanR,Strong,b3224
6874,nanR,Strong,b3225
6875,nanR,Strong,b4279
6876,nanR,Strong,b4280
6877,nanR,Strong,b4309
6878,nanR,Strong,b4310
6879,nanR,Strong,b4311
6880,nanR,Strong,b4312
6881,narL,Weak,b0034
6882,narL,Weak,b0613
6883,narL,Weak,b0614
6884,narL,Weak,b0615
6885,narL,Weak,b0616
6886,narL,Weak,b0617
6887,narL,Weak,b0618
6888,narL,Weak,b0619
6889,narL,Weak,b0620
6890,narL,Weak,b0826
6891,narL,Weak,b0827
6892,narL,Strong,b0872
6893,narL,Strong,b0873
6894,narL,Weak,b0886
6895,narL,Weak,b0887
6896,narL,Weak,b0894
6897,narL,Weak,b0895
6898,narL,Weak,b0896
6899,narL,Strong,b0903
6900,narL,Strong,b0904
6901,narL,Weak,b0972
6902,narL,Weak,b0973
6903,narL,Weak,b0974
6904,narL,Weak,b0975
6905,narL,Weak,b0976
6906,narL,Weak,b0977
6907,narL,Weak,b0996
6908,narL,Weak,b0997
6909,narL,Weak,b0998
6910,narL,Strong,b1223
6911,narL,Strong,b1224
6912,narL,Strong,b1225
6913,narL,Strong,b1226
6914,narL,Strong,b1227
6915,narL,Weak,b1241
6916,narL,Weak,b1256
6917,narL,Strong,b1335
6918,narL,Weak,b1474
6919,narL,Weak,b1475
6920,narL,Weak,b1476
6921,narL,Strong,b1501
6922,narL,Weak,b1587
6923,narL,Weak,b1588
6924,narL,Weak,b1589
6925,narL,Weak,b1590
6926,narL,Weak,b1591
6927,narL,Strong,b1669
6928,narL,Strong,b1670
6929,narL,Strong,b1671
6930,narL,Strong,b1672
6931,narL,Strong,b1673
6932,narL,Strong,b1674
6933,narL,Weak,b1796
6934,narL,Weak,b1797
6935,narL,Weak,b2194
6936,narL,Weak,b2195
6937,narL,Weak,b2196
6938,narL,Weak,b2197
6939,narL,Weak,b2198
6940,narL,Weak,b2199
6941,narL,Weak,b2200
6942,narL,Weak,b2201
6943,narL,Weak,b2202
6944,narL,Weak,b2203
6945,narL,Weak,b2204
6946,narL,Weak,b2205
6947,narL,Weak,b2206
6948,narL,Weak,b2207
6949,narL,Weak,b2208
6950,narL,Weak,b2276
6951,narL,Weak,b2277
6952,narL,Weak,b2278
6953,narL,Weak,b2279
6954,narL,Weak,b2280
6955,narL,Weak,b2281
6956,narL,Weak,b2282
6957,narL,Weak,b2283
6958,narL,Weak,b2284
6959,narL,Weak,b2285
6960,narL,Weak,b2286
6961,narL,Weak,b2287
6962,narL,Weak,b2288
6963,narL,Weak,b2710
6964,narL,Weak,b2711
6965,narL,Weak,b2990
6966,narL,Weak,b2991
6967,narL,Weak,b2992
6968,narL,Weak,b2993
6969,narL,Weak,b2994
6970,narL,Weak,b2995
6971,narL,Weak,b2996
6972,narL,Weak,b2997
6973,narL,Weak,b3365
6974,narL,Weak,b3366
6975,narL,Weak,b3367
6976,narL,Weak,b3368
6977,narL,Weak,b3476
6978,narL,Weak,b3477
6979,narL,Weak,b3478
6980,narL,Weak,b3479
6981,narL,Weak,b3480
6982,narL,Weak,b3481
6983,narL,Weak,b4039
6984,narL,Weak,b4040
6985,narL,Strong,b4070
6986,narL,Strong,b4071
6987,narL,Strong,b4072
6988,narL,Strong,b4073
6989,narL,Strong,b4074
6990,narL,Strong,b4075
6991,narL,Strong,b4076
6992,narL,Strong,b4079
6993,narL,Weak,b4122
6994,narL,Weak,b4123
6995,narL,Strong,b4124
6996,narL,Strong,b4125
6997,narL,Strong,b4138
6998,narL,Strong,b4139
6999,narL,Strong,b4151
7000,narL,Strong,b4152
7001,narL,Strong,b4153
7002,narL,Strong,b4154
7003,narL,Weak,b4209
7004,narP,Weak,b0872
7005,narP,Weak,b0873
7006,narP,Weak,b0972
7007,narP,Weak,b0973
7008,narP,Weak,b0974
7009,narP,Weak,b0975
7010,narP,Weak,b0976
7011,narP,Weak,b0977
7012,narP,Weak,b1474
7013,narP,Weak,b1475
7014,narP,Weak,b1476
7015,narP,Strong,b1501
7016,narP,Strong,b1669
7017,narP,Strong,b1670
7018,narP,Strong,b1671
7019,narP,Strong,b1672
7020,narP,Strong,b1673
7021,narP,Strong,b1674
7022,narP,Weak,b1796
7023,narP,Weak,b1797
7024,narP,Weak,b2194
7025,narP,Weak,b2195
7026,narP,Weak,b2196
7027,narP,Weak,b2197
7028,narP,Weak,b2198
7029,narP,Weak,b2199
7030,narP,Weak,b2200
7031,narP,Weak,b2201
7032,narP,Weak,b2202
7033,narP,Weak,b2203
7034,narP,Weak,b2204
7035,narP,Weak,b2205
7036,narP,Weak,b2206
7037,narP,Weak,b2207
7038,narP,Weak,b2208
7039,narP,Weak,b2710
7040,narP,Weak,b2711
7041,narP,Weak,b3365
7042,narP,Weak,b3366
7043,narP,Weak,b3367
7044,narP,Weak,b3368
7045,narP,Strong,b4070
7046,narP,Strong,b4071
7047,narP,Strong,b4072
7048,narP,Strong,b4073
7049,narP,Strong,b4074
7050,narP,Strong,b4075
7051,narP,Strong,b4076
7052,narP,Weak,b4079
7053,narP,Weak,b4209
7054,nemR,Weak,b1649
7055,nemR,Weak,b1650
7056,nemR,Weak,b1651
7057,nhaR,Weak,b0019
7058,nhaR,Weak,b0020
7059,nhaR,Strong,b1021
7060,nhaR,Strong,b1022
7061,nhaR,Strong,b1023
7062,nhaR,Strong,b1024
7063,nhaR,Weak,b1482
7064,nikR,Strong,b3476
7065,nikR,Strong,b3477
7066,nikR,Strong,b3478
7067,nikR,Strong,b3479
7068,nikR,Strong,b3480
7069,nikR,Strong,b3481
7070,nimR,Strong,b1790
7071,nimR,Strong,b1791
7072,norR,Weak,b2709
7073,norR,Weak,b2710
7074,norR,Weak,b2711
7075,nrdR,Strong,b2234
7076,nrdR,Strong,b2235
7077,nrdR,Strong,b2236
7078,nrdR,Strong,b2673
7079,nrdR,Strong,b2674
7080,nrdR,Strong,b2675
7081,nrdR,Strong,b2676
7082,nrdR,Strong,b4237
7083,nrdR,Strong,b4238
7084,nsrR,Weak,b0114
7085,nsrR,Weak,b0115
7086,nsrR,Weak,b0207
7087,nsrR,Weak,b0353
7088,nsrR,Weak,b0872
7089,nsrR,Weak,b0873
7090,nsrR,Weak,b0889
7091,nsrR,Weak,b1109
7092,nsrR,Weak,b1384
7093,nsrR,Weak,b1385
7094,nsrR,Weak,b1407
7095,nsrR,Weak,b1429
7096,nsrR,Weak,b1430
7097,nsrR,Weak,b1654
7098,nsrR,Weak,b1655
7099,nsrR,Weak,b1656
7100,nsrR,Weak,b1679
7101,nsrR,Weak,b1680
7102,nsrR,Weak,b1681
7103,nsrR,Weak,b1682
7104,nsrR,Weak,b1683
7105,nsrR,Weak,b1684
7106,nsrR,Weak,b1712
7107,nsrR,Weak,b1713
7108,nsrR,Weak,b1714
7109,nsrR,Weak,b1715
7110,nsrR,Weak,b1716
