,42c:42c_ale1,42c:42c_ale10,42c:42c_ale2,42c:42c_ale3,42c:42c_ale4,42c:42c_ale5,42c:42c_ale6,42c:42c_ale8,42c:42c_ale9,42c:wt_42c,abx_media:camhb_cef,abx_media:camhb_cipro,abx_media:camhb_ctrl,abx_media:camhb_mero,abx_media:camhb_trisulf,abx_media:m9_cef,abx_media:m9_cipro,abx_media:m9_ctrl,abx_media:m9_mero,abx_media:m9_trisulf,abx_media:rpmi_cef,abx_media:rpmi_cipro,abx_media:rpmi_ctrl,abx_media:rpmi_mero,abx_media:rpmi_trisulf,acid:delgade_ph5,acid:delgadw_ph5,acid:delgadx_ph5,acid:wt_ph5,acid_tale:MES_ale_pH5,acid_tale:MES_ale_pH7,acid_tale:acid_ale1_pH5,acid_tale:acid_ale1_pH7,acid_tale:acid_ale2_pH5,acid_tale:acid_ale2_pH7,acid_tale:gmos_pH5,acid_tale:gmos_pH7,acid_tale:low_Mg_ale_pH5,acid_tale:low_Mg_ale_pH7,adnB:delydhB_adn,adnB:wt_adn,cck:cck_ale1,cck:cck_ale2,cck:glu_ale4,cck_gnd:gmos_delgnd,cck_gnd:gnd_ale1,cck_gnd:gnd_ale2,cck_gnd:gnd_ale3,cck_pgi:gmos_delpgi,cck_pgi:pgi_ale1,cck_pgi:pgi_ale2,cck_pgi:pgi_ale3,cck_pgi:pgi_ale4,cck_pgi:pgi_ale5,cck_pgi:pgi_ale6,cck_pgi:pgi_ale7,cck_pgi:pgi_ale8,cck_pts:gmos_delptsHIcrr,cck_pts:pts_ale1,cck_pts:pts_ale2,cck_pts:pts_ale3,cck_pts:pts_ale4,cck_sdh:gmos_delsdhCB,cck_sdh:sdh_ale1,cck_sdh:sdh_ale2,cck_sdh:sdh_ale3,cck_tpiA:gmos_deltpiA,cck_tpiA:tpiA_ale1,cck_tpiA:tpiA_ale2,cck_tpiA:tpiA_ale3,cck_tpiA:tpiA_ale4,control:wt_glc,cra_crp:delcra_ac,cra_crp:delcra_fru,cra_crp:delcra_glc,cra_crp:wt_ac,cra_crp:wt_fru,crp:delar1_glyc,crp:delar1ar2_glyc,crp:delar2_glyc,crp:delcrp_fru,crp:delcrp_glc,crp:delcrp_glyc,crp:wt_fru,crp:wt_glyc,efeU:delmenFentC,efeU:delmenFentC_citr,efeU:menFentC_ale29,efeU:menFentC_ale30,efeU:menFentC_ale39,efeU:menFentCubiC_ale36,efeU:menFentCubiC_ale37,efeU:menFentCubiC_ale38,fps:bw_glc,fps:fps_ptsI_ale1,fps:fps_ptsI_ale3,fps:fps_serB_ale1,fps:fps_serB_ale4,fps:fps_thrA_ale1,fps:fps_thrA_ale2,fur:delfur_dpd,fur:delfur_fe2,fur:wt_dpd,fur:wt_fe,glu:glu_ale10,glu:glu_ale3,glu:glu_ale4,glu:glu_ale5,glu:glu_ale6,glu:glu_ale8,glu:glu_ale9,hot_tale:42c_ale3_30c,hot_tale:42c_ale3_37c,hot_tale:42c_ale3_44c,hot_tale:hot_ale10_30c,hot_tale:hot_ale10_37c,hot_tale:hot_ale10_44c,hot_tale:hot_ale16_30c,hot_tale:hot_ale16_37c,hot_tale:hot_ale16_44c,hot_tale:hot_ale3_30c,hot_tale:hot_ale3_37c,hot_tale:hot_ale3_44c,hot_tale:hot_ale3_mid_30c,hot_tale:hot_ale3_mid_37c,hot_tale:hot_ale3_mid_44c,hot_tale:hot_ale4_30c,hot_tale:hot_ale4_37c,hot_tale:hot_ale4_44c,hot_tale:hot_ale8_30c,hot_tale:hot_ale8_37c,hot_tale:hot_ale8_44c,hot_tale:hot_ale9_30c,hot_tale:hot_ale9_37c,hot_tale:hot_ale9_44c,hot_tale:hot_ale9_mid_30c,hot_tale:hot_ale9_mid_37c,hot_tale:hot_ale9_mid_44c,ica:ade_glc,ica:arg_sbt,ica:bw_delpurR_cytd,ica:cytd_rib,ica:gth,ica:leu_glcr,ica:met_glc,ica:no3_anaero,ica:phe_acgam,ica:thm_gal,ica:tyr_glcn,ica:ura_pyr,ica:wt_glc,minspan:bw_delcra_glc,minspan:bw_delcra_trp,minspan:bw_delmntr,minspan:bw_delnac_ade,minspan:bw_delnac_glc,minspan:wt_ade,minspan:wt_glc,minspan:wt_glc_anaero,minspan:wt_trp,misc2:arg_cytd,misc2:dbcn_glc,misc2:dellon_glc,misc2:delyheO_pyr,misc2:salc_glc,misc2:tyr_glc,misc:bw_delcbl,misc:bw_delfabr,misc:bw_delfadr,misc:nitr_031,misc:wt_no_te,nac_ntrc:bw_delnac_csn,nac_ntrc:bw_delnac_cytd,nac_ntrc:bw_delnac_gln,nac_ntrc:bw_delnac_nh4,nac_ntrc:wt_csn,nac_ntrc:wt_cytd,nac_ntrc:wt_gln,nquinone:delpdhR,nquinone:delubiC,nquinone:ubiC_ale1,nquinone:ubiC_ale2,nquinone:ubiC_ale3,nquinone:ubiC_ale4,omics:bw_ac,omics:bw_fum,omics:bw_glc,omics:bw_pyr,omics:wt_glu,omics:wt_gly,omics:wt_thr,ompr:bw_delompr_nacl,ompr:wt_nacl,oxidative:deloxyr_pq,oxidative:delsoxr_pq,oxidative:delsoxs_pq,oxidative:wt_pq,oxyR:glu_ale4,oxyR:glu_ale4_h2o2,oxyR:oxyR_ale17,oxyR:oxyR_ale17_h2o2,oxyR:oxyR_ale18,oxyR:oxyR_ale18_h2o2,oxyR:oxyR_ale19,oxyR:oxyR_ale19_h2o2,oxyR:oxyR_ale20,oxyR:oxyR_ale20_h2o2,oxyR:wt_glc,oxyR:wt_h2o2,pal:5drib_ale10,pal:5drib_ale10_f18,pal:arab_ale14,pal:arab_ale14_f9,pal:arab_ale16,pal:lyx_ale2,pal:lyx_ale2_f6,pal:lyx_ale4,pal:tartr_ale26,pal:tartr_ale26_f10,pal:tartr_ale28,pal:tartr_ale28_f10,pcoli:BRCA,pcoli:BRCActrl,pcoli:BRCAswap,pcoli:CC1,pcoli:CNTF_belt,pcoli:MBP,pcoli:RFC,pcoli:RFCctrl,pcoli:RFCnopause,pcoli:RFCpluspause,pcoli:TP53B,pcoli:WT,pcoli:atASMT_325G,pcoli:bpTDC,pcoli:btAANAT,pcoli:btASMT,pcoli:ccCOMT,pcoli:ckDDC,pcoli:cobPNMT,pcoli:cvPhhB,pcoli:ggAANAT,pcoli:ggTPH,pcoli:hsAANAT,pcoli:hsASMT,pcoli:hsPNMT_mb,pcoli:hsTPH,pcoli:hsTPH1,pcoli:hsTPH_E2K,pcoli:hsTPH_E2K_N91I_P99C,pcoli:hsTPH_N158trunc,pcoli:hsTPH_N174trunc,pcoli:hsTPH_Ntermtrunc,pcoli:msCOMT,pcoli:ocAANAT,pcoli:osTDC_K374H,pcoli:osTDC_K374L,pcoli:osTDC_K374Q,pcoli:osTDC_L360V,pcoli:pmTPH,pcoli:rnCOMT_sol,pcoli:rnPNMT,pcoli:rnTDC,pcoli:rnTDC_trunc,pcoli:saCOMT_T2A,pcoli:sfCOMT,pcoli:sgAANAT_D63G,pcoli:ssDDC,pdhr_ale:pdhR-13_51,pdhr_ale:pdhR-14_46,pdhr_ale:pdhR-15_51,pdhr_ale:pdhR-16_49,quinone:delmenF,quinone:delmenFubiC,quinone:glu_ale4,quinone:menF_ale5,quinone:menF_ale6,quinone:menF_ale7,quinone:menF_ale8,quinone:menFubiC_ale1,quinone:menFubiC_ale2,quinone:menFubiC_ale3,quinone:menFubiC_ale4,ros_tale:11_83_0pq,ros_tale:11_83_250pq,ros_tale:11_83_750pq,ros_tale:13_87_0pq,ros_tale:13_87_250pq,ros_tale:13_87_750pq,ros_tale:14_27_0pq,ros_tale:14_27_250pq,ros_tale:14_27_750pq,ros_tale:16_28_250pq,ros_tale:16_32_0pq,ros_tale:16_32_250pq,ros_tale:16_32_750pq,ros_tale:17_104_0pq,ros_tale:17_104_250pq,ros_tale:17_104_750pq,ros_tale:18_24_250pq,ros_tale:18_36_0pq,ros_tale:18_36_250pq,ros_tale:18_36_750pq,ros_tale:19_91_0pq,ros_tale:19_91_250pq,ros_tale:19_91_750pq,ros_tale:1_112_0pq,ros_tale:1_112_250pq,ros_tale:1_112_750pq,ros_tale:21_97_0pq,ros_tale:21_97_250pq,ros_tale:21_97_750pq,ros_tale:25_111_0pq,ros_tale:25_111_250pq,ros_tale:25_111_750pq,ros_tale:29_119_0pq,ros_tale:29_119_250pq,ros_tale:29_119_750pq,ros_tale:3_76_0pq,ros_tale:3_76_250pq,ros_tale:3_76_750pq,ros_tale:7_103_0pq,ros_tale:7_103_250pq,ros_tale:7_103_750pq,ros_tale:9_77_0pq,ros_tale:9_77_250pq,ros_tale:9_77_750pq,ros_tale:ALE4_0pq,ros_tale:ALE4_250pq,rpoB:rpoBE546V_031,rpoB:rpoBE546V_044,rpoB:rpoBE546V_glc,rpoB:rpoBE546V_lb,rpoB:rpoBE672K_glc,rpoB:rpoBE672K_lb,rpoB:wt_031,rpoB:wt_044,rpoB:wt_lb,ssw:glc_ac_ac2,ssw:glc_ac_glc1,ssw:glc_ale1,ssw:glc_ale2,ssw:glc_ale3,ssw:glc_glyc_glc,ssw:glc_glyc_glyc,ssw:glc_xyl_glc,ssw:glc_xyl_xyl,ssw:glyc_ale1,ssw:glyc_ale2,ssw:wt_ac,ssw:wt_glc,ssw:wt_glyc,ssw:wt_xyl,ssw:xyl_ale1,ssw:xyl_ale2,ssw:xyl_ale3,svns_pgi:BmePgi24_15,svns_pgi:BmePgi24_26,svns_pgi:BmePgi24_41,svns_pgi:BmePgi24_52,svns_pgi:PaePgi24_54,svns_pgi:PaePgi24_90,svns_pgi:PaePgi2_34,svns_pgi:PaePgi2_63,tcs:del_atoC_LiAcet,tcs:del_atoC_LiCl,tcs:del_atoC_m9,tcs:del_baeR_etoh,tcs:del_baeR_lb,tcs:del_btsR_01xlb,tcs:del_btsR_lb,tcs:del_btsR_pyruvate,tcs:del_cpxR_etoh,tcs:del_cpxR_lb,tcs:del_cusR_CuSO4,tcs:del_cusR_lb,tcs:del_kdpE_01-kcl,tcs:del_kdpE_115-kcl,tcs:del_phoB_m9,tcs:del_phoB_m9p,tcs:del_rcsB_etoh,tcs:del_rcsB_lb,tcs:del_zraR_lb,tcs:del_zraR_zncl2,tcs:wt_01-kcl,tcs:wt_01xlb,tcs:wt_115-kcl,tcs:wt_CuSO4,tcs:wt_LiAcet,tcs:wt_LiCl,tcs:wt_etoh,tcs:wt_lb,tcs:wt_m9p,tcs:wt_pyr,tcs:wt_zncl2,ytf2:wt_glc,ytf2:ybcM_glc,ytf2:yciT_glc,ytf2:ydhB_glc,ytf2:ydiZ_glc,ytf2:yfeC_glc,ytf2:ynfL_glc,ytf3:dyieP_pH55,ytf3:dyieP_pH7,ytf3:wt_glc2,ytf3:wt_pH55_HCl,ytf3:wt_pH55_lactate,ytf3:wt_pH7_lactate,ytf:delyafC,ytf:delybaO,ytf:delybaQ,ytf:delybiH,ytf:delydcI_ph5,ytf:delydcI_ph8,ytf:delyddM,ytf:delyeiE,ytf:delyheO,ytf:delyiaJ,ytf:delyieP,ytf:wt_glc,ytf:wt_ph5,ytf:wt_ph8
42c:42c_ale1,0.0,20.0,41.0,40.0,34.0,41.0,10.0,22.0,40.0,52.0,73.0,80.0,73.0,81.0,76.0,56.0,51.0,63.0,71.0,60.0,74.0,75.0,64.0,64.0,64.0,49.0,50.0,54.0,52.0,42.0,44.0,35.0,43.0,43.0,47.0,43.0,46.0,44.0,46.0,69.0,62.0,46.0,45.0,45.0,37.0,43.0,45.0,46.0,53.0,56.0,59.0,54.0,50.0,48.0,48.0,41.0,51.0,39.0,54.0,50.0,56.0,47.0,17.0,49.0,49.0,51.0,55.0,51.0,44.0,45.0,41.0,44.0,52.0,56.0,51.0,56.0,45.0,39.0,54.0,43.0,54.0,55.0,61.0,42.0,45.0,61.0,49.0,22.0,45.0,20.0,56.0,61.0,49.0,49.0,53.0,57.0,52.0,59.0,51.0,52.0,67.0,57.0,63.0,47.0,39.0,39.0,45.0,45.0,49.0,22.0,34.0,46.0,43.0,52.0,49.0,40.0,45.0,48.0,41.0,45.0,50.0,39.0,44.0,53.0,41.0,33.0,47.0,39.0,40.0,48.0,37.0,38.0,49.0,43.0,42.0,50.0,40.0,42.0,46.0,41.0,44.0,47.0,64.0,45.0,41.0,56.0,38.0,49.0,41.0,50.0,39.0,34.0,35.0,15.0,57.0,58.0,63.0,54.0,49.0,19.0,37.0,50.0,51.0,45.0,57.0,46.0,54.0,47.0,55.0,59.0,57.0,65.0,57.0,59.0,45.0,60.0,60.0,56.0,46.0,44.0,47.0,49.0,48.0,51.0,55.0,45.0,49.0,54.0,48.0,52.0,48.0,78.0,72.0,59.0,62.0,62.0,61.0,36.0,33.0,39.0,40.0,35.0,38.0,33.0,41.0,43.0,41.0,43.0,45.0,59.0,61.0,48.0,54.0,58.0,45.0,52.0,48.0,59.0,58.0,49.0,62.0,50.0,43.0,52.0,55.0,52.0,50.0,47.0,58.0,60.0,54.0,46.0,49.0,46.0,49.0,49.0,51.0,45.0,49.0,44.0,47.0,45.0,49.0,58.0,49.0,43.0,49.0,50.0,50.0,47.0,48.0,49.0,52.0,45.0,47.0,50.0,49.0,50.0,46.0,47.0,53.0,42.0,48.0,46.0,46.0,46.0,45.0,45.0,46.0,49.0,50.0,45.0,52.0,54.0,32.0,26.0,23.0,12.0,15.0,13.0,18.0,41.0,26.0,56.0,53.0,49.0,51.0,41.0,44.0,44.0,37.0,77.0,52.0,47.0,50.0,56.0,52.0,31.0,53.0,46.0,50.0,50.0,66.0,40.0,40.0,43.0,67.0,49.0,57.0,60.0,57.0,60.0,63.0,54.0,53.0,58.0,58.0,55.0,54.0,69.0,71.0,44.0,68.0,67.0,68.0,72.0,75.0,43.0,47.0,52.0,56.0,47.0,62.0,50.0,53.0,51.0,51.0,60.0,16.0,47.0,34.0,29.0,15.0,33.0,42.0,34.0,51.0,37.0,18.0,66.0,56.0,36.0,52.0,48.0,39.0,49.0,51.0,48.0,42.0,46.0,51.0,49.0,52.0,49.0,15.0,24.0,20.0,73.0,61.0,82.0,51.0,79.0,71.0,58.0,53.0,43.0,65.0,64.0,41.0,60.0,73.0,48.0,59.0,57.0,63.0,78.0,66.0,66.0,26.0,23.0,71.0,55.0,48.0,75.0,58.0,62.0,54.0,63.0,59.0,58.0,63.0,60.0,60.0,55.0,56.0,52.0,53.0,56.0,18.0,14.0,53.0,45.0,50.0,64.0,46.0,41.0,17.0,25.0,31.0,48.0,53.0,60.0
42c:42c_ale10,,,22.0,20.0,0.0,21.0,18.0,1.0,26.0,30.0,58.0,64.0,63.0,72.0,61.0,43.0,43.0,44.0,50.0,45.0,66.0,73.0,64.0,61.0,62.0,37.0,40.0,39.0,39.0,29.0,25.0,14.0,33.0,25.0,27.0,27.0,29.0,32.0,28.0,44.0,44.0,39.0,35.0,35.0,32.0,38.0,34.0,36.0,41.0,43.0,41.0,39.0,38.0,47.0,38.0,37.0,43.0,38.0,46.0,39.0,51.0,33.0,17.0,40.0,37.0,40.0,46.0,41.0,42.0,37.0,39.0,32.0,50.0,43.0,38.0,46.0,36.0,23.0,45.0,45.0,47.0,50.0,51.0,38.0,36.0,49.0,33.0,17.0,36.0,12.0,38.0,39.0,40.0,31.0,50.0,52.0,35.0,48.0,33.0,36.0,57.0,38.0,57.0,37.0,12.0,12.0,29.0,31.0,41.0,5.0,15.0,37.0,30.0,39.0,38.0,27.0,34.0,34.0,29.0,34.0,39.0,21.0,27.0,40.0,28.0,32.0,36.0,29.0,22.0,33.0,26.0,24.0,36.0,20.0,28.0,36.0,26.0,29.0,31.0,37.0,30.0,53.0,56.0,32.0,33.0,39.0,30.0,39.0,27.0,37.0,27.0,24.0,42.0,13.0,50.0,45.0,50.0,37.0,34.0,38.0,23.0,33.0,34.0,41.0,40.0,26.0,40.0,38.0,40.0,47.0,45.0,57.0,42.0,45.0,32.0,45.0,44.0,43.0,35.0,23.0,29.0,32.0,31.0,33.0,45.0,36.0,32.0,44.0,41.0,42.0,39.0,65.0,60.0,49.0,55.0,58.0,60.0,32.0,33.0,30.0,29.0,26.0,29.0,22.0,24.0,41.0,28.0,33.0,33.0,49.0,60.0,40.0,36.0,44.0,40.0,49.0,41.0,49.0,52.0,47.0,55.0,37.0,30.0,36.0,41.0,39.0,34.0,33.0,49.0,51.0,46.0,33.0,38.0,32.0,36.0,33.0,34.0,32.0,34.0,29.0,29.0,33.0,33.0,51.0,33.0,32.0,34.0,36.0,42.0,35.0,40.0,35.0,40.0,29.0,30.0,37.0,27.0,35.0,31.0,31.0,44.0,30.0,35.0,32.0,31.0,33.0,30.0,30.0,33.0,36.0,35.0,38.0,36.0,38.0,27.0,8.0,11.0,22.0,27.0,24.0,26.0,28.0,17.0,40.0,42.0,41.0,38.0,31.0,36.0,38.0,31.0,55.0,40.0,22.0,33.0,34.0,49.0,38.0,46.0,39.0,28.0,36.0,55.0,40.0,46.0,43.0,48.0,29.0,30.0,45.0,46.0,42.0,41.0,44.0,45.0,44.0,42.0,36.0,50.0,59.0,70.0,29.0,46.0,41.0,64.0,69.0,65.0,27.0,40.0,41.0,44.0,38.0,66.0,38.0,57.0,46.0,43.0,58.0,39.0,31.0,32.0,24.0,28.0,20.0,26.0,27.0,30.0,28.0,31.0,57.0,44.0,44.0,46.0,38.0,25.0,28.0,39.0,37.0,30.0,34.0,40.0,38.0,40.0,37.0,21.0,22.0,22.0,72.0,61.0,71.0,59.0,73.0,75.0,66.0,59.0,54.0,47.0,46.0,24.0,55.0,74.0,67.0,70.0,57.0,48.0,71.0,50.0,56.0,13.0,12.0,72.0,65.0,44.0,65.0,59.0,44.0,34.0,39.0,39.0,38.0,40.0,40.0,36.0,35.0,31.0,33.0,38.0,34.0,35.0,32.0,33.0,21.0,34.0,35.0,35.0,39.0,30.0,30.0,18.0,26.0,37.0,31.0
42c:42c_ale2,,,,2.0,2.0,1.0,44.0,11.0,3.0,9.0,53.0,55.0,58.0,59.0,59.0,34.0,37.0,39.0,45.0,43.0,63.0,69.0,62.0,63.0,58.0,19.0,24.0,22.0,22.0,23.0,6.0,35.0,9.0,15.0,11.0,15.0,6.0,17.0,11.0,42.0,30.0,15.0,13.0,11.0,47.0,15.0,15.0,15.0,30.0,20.0,30.0,20.0,18.0,19.0,15.0,16.0,19.0,38.0,32.0,15.0,41.0,6.0,42.0,20.0,17.0,20.0,44.0,24.0,18.0,25.0,22.0,17.0,45.0,22.0,17.0,29.0,22.0,34.0,20.0,52.0,28.0,30.0,35.0,20.0,21.0,33.0,18.0,38.0,13.0,37.0,23.0,27.0,24.0,20.0,43.0,37.0,28.0,39.0,23.0,28.0,50.0,24.0,48.0,21.0,15.0,20.0,5.0,11.0,18.0,24.0,13.0,22.0,10.0,34.0,22.0,8.0,25.0,25.0,15.0,26.0,27.0,3.0,11.0,30.0,10.0,33.0,21.0,9.0,7.0,19.0,4.0,9.0,20.0,5.0,7.0,25.0,9.0,18.0,15.0,28.0,9.0,52.0,50.0,26.0,14.0,34.0,8.0,31.0,10.0,27.0,4.0,41.0,54.0,40.0,37.0,36.0,41.0,23.0,42.0,54.0,4.0,10.0,21.0,39.0,32.0,5.0,16.0,12.0,17.0,23.0,26.0,40.0,25.0,38.0,8.0,33.0,32.0,41.0,12.0,6.0,16.0,16.0,9.0,22.0,32.0,28.0,19.0,30.0,25.0,24.0,47.0,61.0,64.0,45.0,54.0,58.0,57.0,18.0,23.0,30.0,25.0,8.0,29.0,13.0,9.0,35.0,28.0,11.0,17.0,45.0,52.0,24.0,26.0,35.0,28.0,40.0,24.0,36.0,50.0,33.0,50.0,21.0,24.0,31.0,34.0,24.0,27.0,13.0,39.0,39.0,37.0,27.0,35.0,17.0,23.0,21.0,23.0,16.0,26.0,14.0,15.0,19.0,18.0,41.0,19.0,14.0,17.0,25.0,21.0,15.0,20.0,22.0,36.0,16.0,18.0,34.0,11.0,25.0,16.0,12.0,38.0,12.0,16.0,17.0,12.0,17.0,13.0,22.0,36.0,42.0,43.0,47.0,20.0,23.0,16.0,29.0,38.0,47.0,47.0,49.0,44.0,10.0,32.0,48.0,47.0,52.0,45.0,47.0,50.0,44.0,42.0,62.0,28.0,17.0,11.0,28.0,68.0,50.0,61.0,28.0,15.0,17.0,56.0,50.0,53.0,52.0,39.0,34.0,39.0,42.0,57.0,48.0,39.0,45.0,48.0,54.0,48.0,50.0,30.0,64.0,70.0,38.0,37.0,40.0,60.0,61.0,62.0,8.0,43.0,29.0,32.0,16.0,49.0,20.0,44.0,34.0,24.0,53.0,58.0,26.0,19.0,35.0,45.0,28.0,27.0,28.0,13.0,19.0,42.0,46.0,29.0,54.0,54.0,43.0,19.0,24.0,22.0,18.0,20.0,20.0,26.0,27.0,27.0,22.0,37.0,37.0,40.0,80.0,71.0,74.0,68.0,70.0,85.0,68.0,63.0,57.0,44.0,46.0,30.0,61.0,74.0,69.0,56.0,53.0,57.0,73.0,43.0,52.0,34.0,33.0,76.0,68.0,56.0,75.0,46.0,25.0,15.0,25.0,16.0,21.0,18.0,25.0,21.0,22.0,20.0,19.0,21.0,22.0,48.0,46.0,20.0,34.0,22.0,25.0,29.0,36.0,49.0,47.0,35.0,16.0,21.0,22.0
42c:42c_ale3,,,,,2.0,1.0,42.0,18.0,2.0,5.0,51.0,55.0,64.0,67.0,59.0,32.0,29.0,38.0,39.0,39.0,69.0,73.0,60.0,64.0,55.0,13.0,14.0,14.0,13.0,18.0,5.0,34.0,6.0,15.0,5.0,13.0,5.0,12.0,6.0,33.0,29.0,10.0,9.0,7.0,44.0,12.0,11.0,12.0,30.0,18.0,26.0,16.0,15.0,18.0,18.0,17.0,15.0,41.0,26.0,13.0,41.0,12.0,39.0,17.0,14.0,18.0,38.0,22.0,24.0,18.0,19.0,8.0,36.0,18.0,9.0,25.0,17.0,31.0,14.0,48.0,24.0,25.0,32.0,20.0,18.0,30.0,23.0,37.0,8.0,33.0,18.0,25.0,18.0,12.0,39.0,36.0,20.0,31.0,16.0,17.0,42.0,18.0,46.0,12.0,18.0,23.0,5.0,7.0,11.0,25.0,17.0,10.0,3.0,22.0,18.0,7.0,20.0,19.0,13.0,12.0,19.0,4.0,8.0,26.0,10.0,25.0,12.0,6.0,3.0,14.0,6.0,2.0,17.0,7.0,4.0,15.0,8.0,4.0,5.0,33.0,8.0,52.0,43.0,23.0,12.0,27.0,3.0,26.0,7.0,22.0,1.0,32.0,51.0,28.0,33.0,35.0,36.0,17.0,37.0,52.0,1.0,5.0,22.0,29.0,24.0,4.0,9.0,4.0,10.0,16.0,21.0,35.0,22.0,30.0,6.0,30.0,25.0,33.0,17.0,3.0,11.0,12.0,8.0,17.0,25.0,21.0,5.0,22.0,8.0,13.0,39.0,57.0,53.0,41.0,49.0,52.0,48.0,19.0,27.0,24.0,21.0,2.0,29.0,3.0,4.0,32.0,22.0,1.0,9.0,42.0,43.0,22.0,20.0,25.0,25.0,33.0,24.0,32.0,43.0,31.0,48.0,18.0,24.0,23.0,27.0,21.0,24.0,11.0,35.0,38.0,34.0,18.0,35.0,16.0,23.0,19.0,20.0,15.0,24.0,12.0,14.0,15.0,17.0,37.0,16.0,11.0,15.0,19.0,22.0,15.0,23.0,20.0,30.0,12.0,14.0,27.0,14.0,22.0,16.0,7.0,39.0,14.0,14.0,21.0,13.0,15.0,12.0,18.0,32.0,36.0,39.0,39.0,14.0,12.0,16.0,26.0,32.0,41.0,41.0,41.0,40.0,6.0,29.0,46.0,49.0,51.0,47.0,51.0,50.0,47.0,45.0,59.0,27.0,19.0,10.0,33.0,67.0,48.0,58.0,24.0,17.0,16.0,56.0,53.0,56.0,55.0,38.0,38.0,40.0,42.0,57.0,46.0,43.0,48.0,50.0,53.0,49.0,49.0,30.0,62.0,69.0,40.0,43.0,44.0,64.0,62.0,67.0,8.0,39.0,27.0,27.0,14.0,50.0,12.0,40.0,28.0,20.0,55.0,50.0,19.0,17.0,32.0,38.0,26.0,22.0,21.0,10.0,15.0,42.0,42.0,22.0,52.0,49.0,44.0,19.0,17.0,18.0,14.0,16.0,11.0,25.0,25.0,22.0,19.0,30.0,32.0,36.0,79.0,68.0,69.0,73.0,68.0,83.0,67.0,63.0,64.0,41.0,45.0,33.0,54.0,76.0,68.0,59.0,61.0,63.0,71.0,42.0,61.0,31.0,27.0,77.0,69.0,50.0,68.0,56.0,17.0,15.0,22.0,10.0,12.0,11.0,21.0,17.0,18.0,12.0,19.0,18.0,17.0,40.0,40.0,9.0,27.0,15.0,16.0,19.0,25.0,43.0,39.0,30.0,18.0,19.0,14.0
