,42c:42c_ale1,42c:42c_ale10,42c:42c_ale2,42c:42c_ale3,42c:42c_ale4,42c:42c_ale5,42c:42c_ale6,42c:42c_ale8,42c:42c_ale9,42c:wt_42c,abx_media:camhb_cef,abx_media:camhb_cipro,abx_media:camhb_ctrl,abx_media:camhb_mero,abx_media:camhb_trisulf,abx_media:m9_cef,abx_media:m9_cipro,abx_media:m9_ctrl,abx_media:m9_mero,abx_media:m9_trisulf,abx_media:rpmi_cef,abx_media:rpmi_cipro,abx_media:rpmi_ctrl,abx_media:rpmi_mero,abx_media:rpmi_trisulf,acid:delgade_ph5,acid:delgadw_ph5,acid:delgadx_ph5,acid:wt_ph5,acid_tale:MES_ale_pH5,acid_tale:MES_ale_pH7,acid_tale:acid_ale1_pH5,acid_tale:acid_ale1_pH7,acid_tale:acid_ale2_pH5,acid_tale:acid_ale2_pH7,acid_tale:gmos_pH5,acid_tale:gmos_pH7,acid_tale:low_Mg_ale_pH5,acid_tale:low_Mg_ale_pH7,adnB:delydhB_adn,adnB:wt_adn,cck:cck_ale1,cck:cck_ale2,cck:glu_ale4,cck_gnd:gmos_delgnd,cck_gnd:gnd_ale1,cck_gnd:gnd_ale2,cck_gnd:gnd_ale3,cck_pgi:gmos_delpgi,cck_pgi:pgi_ale1,cck_pgi:pgi_ale2,cck_pgi:pgi_ale3,cck_pgi:pgi_ale4,cck_pgi:pgi_ale5,cck_pgi:pgi_ale6,cck_pgi:pgi_ale7,cck_pgi:pgi_ale8,cck_pts:gmos_delptsHIcrr,cck_pts:pts_ale1,cck_pts:pts_ale2,cck_pts:pts_ale3,cck_pts:pts_ale4,cck_sdh:gmos_delsdhCB,cck_sdh:sdh_ale1,cck_sdh:sdh_ale2,cck_sdh:sdh_ale3,cck_tpiA:gmos_deltpiA,cck_tpiA:tpiA_ale1,cck_tpiA:tpiA_ale2,cck_tpiA:tpiA_ale3,cck_tpiA:tpiA_ale4,control:wt_glc,cra_crp:delcra_ac,cra_crp:delcra_fru,cra_crp:delcra_glc,cra_crp:wt_ac,cra_crp:wt_fru,crp:delar1_glyc,crp:delar1ar2_glyc,crp:delar2_glyc,crp:delcrp_fru,crp:delcrp_glc,crp:delcrp_glyc,crp:wt_fru,crp:wt_glyc,efeU:delmenFentC,efeU:delmenFentC_citr,efeU:menFentC_ale29,efeU:menFentC_ale30,efeU:menFentC_ale39,efeU:menFentCubiC_ale36,efeU:menFentCubiC_ale37,efeU:menFentCubiC_ale38,fps:bw_glc,fps:fps_ptsI_ale1,fps:fps_ptsI_ale3,fps:fps_serB_ale1,fps:fps_serB_ale4,fps:fps_thrA_ale1,fps:fps_thrA_ale2,fur:delfur_dpd,fur:delfur_fe2,fur:wt_dpd,fur:wt_fe,glu:glu_ale10,glu:glu_ale3,glu:glu_ale4,glu:glu_ale5,glu:glu_ale6,glu:glu_ale8,glu:glu_ale9,hot_tale:42c_ale3_30c,hot_tale:42c_ale3_37c,hot_tale:42c_ale3_44c,hot_tale:hot_ale10_30c,hot_tale:hot_ale10_37c,hot_tale:hot_ale10_44c,hot_tale:hot_ale16_30c,hot_tale:hot_ale16_37c,hot_tale:hot_ale16_44c,hot_tale:hot_ale3_30c,hot_tale:hot_ale3_37c,hot_tale:hot_ale3_44c,hot_tale:hot_ale3_mid_30c,hot_tale:hot_ale3_mid_37c,hot_tale:hot_ale3_mid_44c,hot_tale:hot_ale4_30c,hot_tale:hot_ale4_37c,hot_tale:hot_ale4_44c,hot_tale:hot_ale8_30c,hot_tale:hot_ale8_37c,hot_tale:hot_ale8_44c,hot_tale:hot_ale9_30c,hot_tale:hot_ale9_37c,hot_tale:hot_ale9_44c,hot_tale:hot_ale9_mid_30c,hot_tale:hot_ale9_mid_37c,hot_tale:hot_ale9_mid_44c,ica:ade_glc,ica:arg_sbt,ica:bw_delpurR_cytd,ica:cytd_rib,ica:gth,ica:leu_glcr,ica:met_glc,ica:no3_anaero,ica:phe_acgam,ica:thm_gal,ica:tyr_glcn,ica:ura_pyr,ica:wt_glc,minspan:bw_delcra_glc,minspan:bw_delcra_trp,minspan:bw_delmntr,minspan:bw_delnac_ade,minspan:bw_delnac_glc,minspan:wt_ade,minspan:wt_glc,minspan:wt_glc_anaero,minspan:wt_trp,misc2:arg_cytd,misc2:dbcn_glc,misc2:dellon_glc,misc2:delyheO_pyr,misc2:salc_glc,misc2:tyr_glc,misc:bw_delcbl,misc:bw_delfabr,misc:bw_delfadr,misc:nitr_031,misc:wt_no_te,nac_ntrc:bw_delnac_csn,nac_ntrc:bw_delnac_cytd,nac_ntrc:bw_delnac_gln,nac_ntrc:bw_delnac_nh4,nac_ntrc:wt_csn,nac_ntrc:wt_cytd,nac_ntrc:wt_gln,nquinone:delpdhR,nquinone:delubiC,nquinone:ubiC_ale1,nquinone:ubiC_ale2,nquinone:ubiC_ale3,nquinone:ubiC_ale4,omics:bw_ac,omics:bw_fum,omics:bw_glc,omics:bw_pyr,omics:wt_glu,omics:wt_gly,omics:wt_thr,ompr:bw_delompr_nacl,ompr:wt_nacl,oxidative:deloxyr_pq,oxidative:delsoxr_pq,oxidative:delsoxs_pq,oxidative:wt_pq,oxyR:glu_ale4,oxyR:glu_ale4_h2o2,oxyR:oxyR_ale17,oxyR:oxyR_ale17_h2o2,oxyR:oxyR_ale18,oxyR:oxyR_ale18_h2o2,oxyR:oxyR_ale19,oxyR:oxyR_ale19_h2o2,oxyR:oxyR_ale20,oxyR:oxyR_ale20_h2o2,oxyR:wt_glc,oxyR:wt_h2o2,pal:5drib_ale10,pal:5drib_ale10_f18,pal:arab_ale14,pal:arab_ale14_f9,pal:arab_ale16,pal:lyx_ale2,pal:lyx_ale2_f6,pal:lyx_ale4,pal:tartr_ale26,pal:tartr_ale26_f10,pal:tartr_ale28,pal:tartr_ale28_f10,pcoli:BRCA,pcoli:BRCActrl,pcoli:BRCAswap,pcoli:CC1,pcoli:CNTF_belt,pcoli:MBP,pcoli:RFC,pcoli:RFCctrl,pcoli:RFCnopause,pcoli:RFCpluspause,pcoli:TP53B,pcoli:WT,pcoli:atASMT_325G,pcoli:bpTDC,pcoli:btAANAT,pcoli:btASMT,pcoli:ccCOMT,pcoli:ckDDC,pcoli:cobPNMT,pcoli:cvPhhB,pcoli:ggAANAT,pcoli:ggTPH,pcoli:hsAANAT,pcoli:hsASMT,pcoli:hsPNMT_mb,pcoli:hsTPH,pcoli:hsTPH1,pcoli:hsTPH_E2K,pcoli:hsTPH_E2K_N91I_P99C,pcoli:hsTPH_N158trunc,pcoli:hsTPH_N174trunc,pcoli:hsTPH_Ntermtrunc,pcoli:msCOMT,pcoli:ocAANAT,pcoli:osTDC_K374H,pcoli:osTDC_K374L,pcoli:osTDC_K374Q,pcoli:osTDC_L360V,pcoli:pmTPH,pcoli:rnCOMT_sol,pcoli:rnPNMT,pcoli:rnTDC,pcoli:rnTDC_trunc,pcoli:saCOMT_T2A,pcoli:sfCOMT,pcoli:sgAANAT_D63G,pcoli:ssDDC,pdhr_ale:pdhR-13_51,pdhr_ale:pdhR-14_46,pdhr_ale:pdhR-15_51,pdhr_ale:pdhR-16_49,quinone:delmenF,quinone:delmenFubiC,quinone:glu_ale4,quinone:menF_ale5,quinone:menF_ale6,quinone:menF_ale7,quinone:menF_ale8,quinone:menFubiC_ale1,quinone:menFubiC_ale2,quinone:menFubiC_ale3,quinone:menFubiC_ale4,ros_tale:11_83_0pq,ros_tale:11_83_250pq,ros_tale:11_83_750pq,ros_tale:13_87_0pq,ros_tale:13_87_250pq,ros_tale:13_87_750pq,ros_tale:14_27_0pq,ros_tale:14_27_250pq,ros_tale:14_27_750pq,ros_tale:16_28_250pq,ros_tale:16_32_0pq,ros_tale:16_32_250pq,ros_tale:16_32_750pq,ros_tale:17_104_0pq,ros_tale:17_104_250pq,ros_tale:17_104_750pq,ros_tale:18_24_250pq,ros_tale:18_36_0pq,ros_tale:18_36_250pq,ros_tale:18_36_750pq,ros_tale:19_91_0pq,ros_tale:19_91_250pq,ros_tale:19_91_750pq,ros_tale:1_112_0pq,ros_tale:1_112_250pq,ros_tale:1_112_750pq,ros_tale:21_97_0pq,ros_tale:21_97_250pq,ros_tale:21_97_750pq,ros_tale:25_111_0pq,ros_tale:25_111_250pq,ros_tale:25_111_750pq,ros_tale:29_119_0pq,ros_tale:29_119_250pq,ros_tale:29_119_750pq,ros_tale:3_76_0pq,ros_tale:3_76_250pq,ros_tale:3_76_750pq,ros_tale:7_103_0pq,ros_tale:7_103_250pq,ros_tale:7_103_750pq,ros_tale:9_77_0pq,ros_tale:9_77_250pq,ros_tale:9_77_750pq,ros_tale:ALE4_0pq,ros_tale:ALE4_250pq,rpoB:rpoBE546V_031,rpoB:rpoBE546V_044,rpoB:rpoBE546V_glc,rpoB:rpoBE546V_lb,rpoB:rpoBE672K_glc,rpoB:rpoBE672K_lb,rpoB:wt_031,rpoB:wt_044,rpoB:wt_lb,ssw:glc_ac_ac2,ssw:glc_ac_glc1,ssw:glc_ale1,ssw:glc_ale2,ssw:glc_ale3,ssw:glc_glyc_glc,ssw:glc_glyc_glyc,ssw:glc_xyl_glc,ssw:glc_xyl_xyl,ssw:glyc_ale1,ssw:glyc_ale2,ssw:wt_ac,ssw:wt_glc,ssw:wt_glyc,ssw:wt_xyl,ssw:xyl_ale1,ssw:xyl_ale2,ssw:xyl_ale3,svns_pgi:BmePgi24_15,svns_pgi:BmePgi24_26,svns_pgi:BmePgi24_41,svns_pgi:BmePgi24_52,svns_pgi:PaePgi24_54,svns_pgi:PaePgi24_90,svns_pgi:PaePgi2_34,svns_pgi:PaePgi2_63,tcs:del_atoC_LiAcet,tcs:del_atoC_LiCl,tcs:del_atoC_m9,tcs:del_baeR_etoh,tcs:del_baeR_lb,tcs:del_btsR_01xlb,tcs:del_btsR_lb,tcs:del_btsR_pyruvate,tcs:del_cpxR_etoh,tcs:del_cpxR_lb,tcs:del_cusR_CuSO4,tcs:del_cusR_lb,tcs:del_kdpE_01-kcl,tcs:del_kdpE_115-kcl,tcs:del_phoB_m9,tcs:del_phoB_m9p,tcs:del_rcsB_etoh,tcs:del_rcsB_lb,tcs:del_zraR_lb,tcs:del_zraR_zncl2,tcs:wt_01-kcl,tcs:wt_01xlb,tcs:wt_115-kcl,tcs:wt_CuSO4,tcs:wt_LiAcet,tcs:wt_LiCl,tcs:wt_etoh,tcs:wt_lb,tcs:wt_m9p,tcs:wt_pyr,tcs:wt_zncl2,ytf2:wt_glc,ytf2:ybcM_glc,ytf2:yciT_glc,ytf2:ydhB_glc,ytf2:ydiZ_glc,ytf2:yfeC_glc,ytf2:ynfL_glc,ytf3:dyieP_pH55,ytf3:dyieP_pH7,ytf3:wt_glc2,ytf3:wt_pH55_HCl,ytf3:wt_pH55_lactate,ytf3:wt_pH7_lactate,ytf:delyafC,ytf:delybaO,ytf:delybaQ,ytf:delybiH,ytf:delydcI_ph5,ytf:delydcI_ph8,ytf:delyddM,ytf:delyeiE,ytf:delyheO,ytf:delyiaJ,ytf:delyieP,ytf:wt_glc,ytf:wt_ph5,ytf:wt_ph8
42c:42c_ale1,0,20,41,40,34,41,10,22,40,52,73,80,73,81,76,56,51,63,71,60,74,75,64,64,64,49,50,54,52,42,44,35,43,43,47,43,46,44,46,69,62,46,45,45,37,43,45,46,53,56,59,54,50,48,48,41,51,39,54,50,56,47,17,49,49,51,55,51,44,45,41,44,52,56,51,56,45,39,54,43,54,55,61,42,45,61,49,22,45,20,56,61,49,49,53,57,52,59,51,52,67,57,63,47,39,39,45,45,49,22,34,46,43,52,49,40,45,48,41,45,50,39,44,53,41,33,47,39,40,48,37,38,49,43,42,50,40,42,46,41,44,47,64,45,41,56,38,49,41,50,39,34,35,15,57,58,63,54,49,19,37,50,51,45,57,46,54,47,55,59,57,65,57,59,45,60,60,56,46,44,47,49,48,51,55,45,49,54,48,52,48,78,72,59,62,62,61,36,33,39,40,35,38,33,41,43,41,43,45,59,61,48,54,58,45,52,48,59,58,49,62,50,43,52,55,52,50,47,58,60,54,46,49,46,49,49,51,45,49,44,47,45,49,58,49,43,49,50,50,47,48,49,52,45,47,50,49,50,46,47,53,42,48,46,46,46,45,45,46,49,50,45,52,54,32,26,23,12,15,13,18,41,26,56,53,49,51,41,44,44,37,77,52,47,50,56,52,31,53,46,50,50,66,40,40,43,67,49,57,60,57,60,63,54,53,58,58,55,54,69,71,44,68,67,68,72,75,43,47,52,56,47,62,50,53,51,51,60,16,47,34,29,15,33,42,34,51,37,18,66,56,36,52,48,39,49,51,48,42,46,51,49,52,49,15,24,20,73,61,82,51,79,71,58,53,43,65,64,41,60,73,48,59,57,63,78,66,66,26,23,71,55,48,75,58,62,54,63,59,58,63,60,60,55,56,52,53,56,18,14,53,45,50,64,46,41,17,25,31,48,53,60
42c:42c_ale10,,,22,20,0,21,18,1,26,30,58,64,63,72,61,43,43,44,50,45,66,73,64,61,62,37,40,39,39,29,25,14,33,25,27,27,29,32,28,44,44,39,35,35,32,38,34,36,41,43,41,39,38,47,38,37,43,38,46,39,51,33,17,40,37,40,46,41,42,37,39,32,50,43,38,46,36,23,45,45,47,50,51,38,36,49,33,17,36,12,38,39,40,31,50,52,35,48,33,36,57,38,57,37,12,12,29,31,41,5,15,37,30,39,38,27,34,34,29,34,39,21,27,40,28,32,36,29,22,33,26,24,36,20,28,36,26,29,31,37,30,53,56,32,33,39,30,39,27,37,27,24,42,13,50,45,50,37,34,38,23,33,34,41,40,26,40,38,40,47,45,57,42,45,32,45,44,43,35,23,29,32,31,33,45,36,32,44,41,42,39,65,60,49,55,58,60,32,33,30,29,26,29,22,24,41,28,33,33,49,60,40,36,44,40,49,41,49,52,47,55,37,30,36,41,39,34,33,49,51,46,33,38,32,36,33,34,32,34,29,29,33,33,51,33,32,34,36,42,35,40,35,40,29,30,37,27,35,31,31,44,30,35,32,31,33,30,30,33,36,35,38,36,38,27,8,11,22,27,24,26,28,17,40,42,41,38,31,36,38,31,55,40,22,33,34,49,38,46,39,28,36,55,40,46,43,48,29,30,45,46,42,41,44,45,44,42,36,50,59,70,29,46,41,64,69,65,27,40,41,44,38,66,38,57,46,43,58,39,31,32,24,28,20,26,27,30,28,31,57,44,44,46,38,25,28,39,37,30,34,40,38,40,37,21,22,22,72,61,71,59,73,75,66,59,54,47,46,24,55,74,67,70,57,48,71,50,56,13,12,72,65,44,65,59,44,34,39,39,38,40,40,36,35,31,33,38,34,35,32,33,21,34,35,35,39,30,30,18,26,37,31
42c:42c_ale2,,,,2,2,1,44,11,3,9,53,55,58,59,59,34,37,39,45,43,63,69,62,63,58,19,24,22,22,23,6,35,9,15,11,15,6,17,11,42,30,15,13,11,47,15,15,15,30,20,30,20,18,19,15,16,19,38,32,15,41,6,42,20,17,20,44,24,18,25,22,17,45,22,17,29,22,34,20,52,28,30,35,20,21,33,18,38,13,37,23,27,24,20,43,37,28,39,23,28,50,24,48,21,15,20,5,11,18,24,13,22,10,34,22,8,25,25,15,26,27,3,11,30,10,33,21,9,7,19,4,9,20,5,7,25,9,18,15,28,9,52,50,26,14,34,8,31,10,27,4,41,54,40,37,36,41,23,42,54,4,10,21,39,32,5,16,12,17,23,26,40,25,38,8,33,32,41,12,6,16,16,9,22,32,28,19,30,25,24,47,61,64,45,54,58,57,18,23,30,25,8,29,13,9,35,28,11,17,45,52,24,26,35,28,40,24,36,50,33,50,21,24,31,34,24,27,13,39,39,37,27,35,17,23,21,23,16,26,14,15,19,18,41,19,14,17,25,21,15,20,22,36,16,18,34,11,25,16,12,38,12,16,17,12,17,13,22,36,42,43,47,20,23,16,29,38,47,47,49,44,10,32,48,47,52,45,47,50,44,42,62,28,17,11,28,68,50,61,28,15,17,56,50,53,52,39,34,39,42,57,48,39,45,48,54,48,50,30,64,70,38,37,40,60,61,62,8,43,29,32,16,49,20,44,34,24,53,58,26,19,35,45,28,27,28,13,19,42,46,29,54,54,43,19,24,22,18,20,20,26,27,27,22,37,37,40,80,71,74,68,70,85,68,63,57,44,46,30,61,74,69,56,53,57,73,43,52,34,33,76,68,56,75,46,25,15,25,16,21,18,25,21,22,20,19,21,22,48,46,20,34,22,25,29,36,49,47,35,16,21,22
42c:42c_ale3,,,,,2,1,42,18,2,5,51,55,64,67,59,32,29,38,39,39,69,73,60,64,55,13,14,14,13,18,5,34,6,15,5,13,5,12,6,33,29,10,9,7,44,12,11,12,30,18,26,16,15,18,18,17,15,41,26,13,41,12,39,17,14,18,38,22,24,18,19,8,36,18,9,25,17,31,14,48,24,25,32,20,18,30,23,37,8,33,18,25,18,12,39,36,20,31,16,17,42,18,46,12,18,23,5,7,11,25,17,10,3,22,18,7,20,19,13,12,19,4,8,26,10,25,12,6,3,14,6,2,17,7,4,15,8,4,5,33,8,52,43,23,12,27,3,26,7,22,1,32,51,28,33,35,36,17,37,52,1,5,22,29,24,4,9,4,10,16,21,35,22,30,6,30,25,33,17,3,11,12,8,17,25,21,5,22,8,13,39,57,53,41,49,52,48,19,27,24,21,2,29,3,4,32,22,1,9,42,43,22,20,25,25,33,24,32,43,31,48,18,24,23,27,21,24,11,35,38,34,18,35,16,23,19,20,15,24,12,14,15,17,37,16,11,15,19,22,15,23,20,30,12,14,27,14,22,16,7,39,14,14,21,13,15,12,18,32,36,39,39,14,12,16,26,32,41,41,41,40,6,29,46,49,51,47,51,50,47,45,59,27,19,10,33,67,48,58,24,17,16,56,53,56,55,38,38,40,42,57,46,43,48,50,53,49,49,30,62,69,40,43,44,64,62,67,8,39,27,27,14,50,12,40,28,20,55,50,19,17,32,38,26,22,21,10,15,42,42,22,52,49,44,19,17,18,14,16,11,25,25,22,19,30,32,36,79,68,69,73,68,83,67,63,64,41,45,33,54,76,68,59,61,63,71,42,61,31,27,77,69,50,68,56,17,15,22,10,12,11,21,17,18,12,19,18,17,40,40,9,27,15,16,19,25,43,39,30,18,19,14
42c:42c_ale4,,,,,,0,36,8,18,22,57,62,71,73,63,39,36,40,53,42,72,68,64,62,65,26,33,30,28,25,23,30,23,8,15,23,21,23,23,40,39,27,26,22,38,28,23,24,32,25,34,25,26,28,26,28,31,33,39,30,48,28,34,31,27,28,43,31,35,32,31,23,49,30,23,36,32,27,29,49,32,36,37,30,32,35,24,32,25,31,30,29,34,24,47,44,27,39,33,28,44,29,45,31,11,14,14,20,28,9,8,33,20,31,32,21,31,33,25,26,33,22,21,40,22,29,29,23,17,25,20,9,34,20,24,32,22,25,21,36,22,62,46,34,26,34,21,42,21,31,21,33,54,28,42,43,48,25,36,51,25,22,20,41,34,21,22,21,24,29,31,37,36,38,21,36,39,40,30,20,21,25,24,24,40,33,26,37,33,28,40,51,60,41,54,56,54,28,28,26,28,22,27,21,19,31,23,23,25,46,54,36,30,42,40,45,30,48,50,41,52,32,26,33,33,30,31,25,39,39,39,26,37,25,28,26,29,26,26,25,22,26,27,39,27,26,25,30,31,28,24,27,35,27,25,31,24,29,24,23,38,26,27,27,25,26,25,23,34,45,44,46,25,26,20,24,28,43,43,39,39,22,30,42,42,45,43,49,44,45,43,55,33,19,22,28,68,42,55,31,17,24,51,56,51,49,37,23,29,39,46,42,41,42,50,47,44,42,33,61,67,35,40,38,55,61,62,20,38,38,42,28,57,31,47,40,32,63,50,23,26,29,30,23,23,28,20,26,37,44,30,52,46,37,26,21,31,28,32,28,30,30,31,31,34,37,39,82,76,73,66,72,85,69,63,58,42,39,29,58,76,68,69,56,46,68,41,54,27,25,74,65,54,66,54,27,19,30,25,28,24,30,29,26,25,24,28,26,43,40,25,25,27,30,30,40,40,37,30,17,28,27
42c:42c_ale5,,,,,,,42,23,3,14,41,44,55,56,49,32,34,32,35,37,52,62,60,58,48,15,19,16,17,3,3,30,3,8,8,0,3,9,7,29,26,9,8,2,46,11,10,10,31,24,30,18,17,21,14,16,14,48,28,13,37,9,37,17,12,18,36,23,25,19,17,14,38,20,13,29,19,38,20,56,31,30,34,18,16,32,26,32,10,32,19,27,17,18,37,33,20,32,19,18,42,20,46,14,13,22,1,11,5,25,17,10,2,20,15,2,21,13,5,16,16,1,15,21,2,30,15,5,6,9,2,2,14,3,7,14,0,12,8,32,8,56,45,18,8,25,5,27,3,24,0,34,53,34,31,25,28,13,38,48,1,10,25,27,25,7,15,9,16,20,25,43,26,33,5,31,30,33,10,4,11,15,10,18,30,23,16,25,12,16,42,59,54,43,49,52,51,8,23,22,13,7,23,8,7,29,20,6,9,40,46,22,27,19,27,41,25,39,44,30,51,16,24,30,30,25,27,12,41,40,36,20,33,19,22,24,22,18,30,18,15,17,19,42,20,14,14,24,24,17,24,25,34,12,17,30,12,24,17,9,35,17,16,19,13,16,16,21,28,38,35,41,17,16,0,32,34,44,45,40,38,6,34,40,42,47,44,47,46,41,42,57,29,8,4,26,61,49,57,22,13,12,53,53,54,51,32,35,41,35,45,37,37,40,45,49,49,42,27,66,63,39,42,41,63,64,66,0,37,28,27,12,54,13,36,31,22,54,48,20,25,31,36,34,28,26,10,18,39,45,18,54,54,37,15,18,15,14,13,15,22,19,21,21,33,33,33,83,71,75,68,74,79,72,66,57,39,41,32,55,75,66,57,55,59,68,39,53,30,30,75,66,52,72,53,18,21,22,18,15,19,20,15,14,15,15,17,14,46,42,16,40,16,23,25,28,45,45,38,27,18,19
42c:42c_ale6,,,,,,,,11,38,46,74,75,72,80,77,57,59,62,68,62,74,78,68,70,76,58,56,56,58,46,49,41,53,47,46,48,47,49,43,66,61,54,52,52,38,52,51,50,57,52,57,58,56,51,54,54,52,44,55,49,62,51,20,42,48,52,70,51,47,48,48,47,62,59,50,55,49,42,59,46,66,69,68,47,53,64,48,34,48,34,52,60,55,53,63,62,56,60,53,54,71,60,70,55,35,34,41,53,56,22,32,48,48,67,55,52,50,52,53,50,49,48,46,55,51,42,50,50,48,49,48,46,53,49,54,52,48,52,51,50,47,61,63,50,41,55,38,55,41,51,43,35,46,24,61,54,62,50,45,37,42,51,49,51,56,49,51,50,57,58,57,57,55,64,50,62,61,61,52,48,49,50,52,51,59,50,43,54,54,52,49,74,71,65,68,68,66,46,39,42,47,41,41,40,47,42,42,49,51,59,68,54,54,59,53,51,55,59,63,50,68,58,48,56,56,53,57,50,60,57,59,54,53,55,48,51,54,49,50,47,50,49,53,56,52,51,48,55,50,51,54,49,63,53,50,57,52,52,49,51,56,52,51,52,52,50,48,48,50,48,46,47,50,56,39,30,26,25,22,20,27,49,32,58,60,53,56,51,49,51,41,74,61,44,57,62,57,40,53,54,45,53,62,43,39,46,62,49,54,59,55,60,58,59,50,55,51,51,58,80,75,45,70,71,72,87,82,48,58,55,59,52,65,52,61,57,56,66,37,50,42,33,20,38,49,39,47,39,25,63,52,46,53,46,41,41,53,49,49,50,54,53,55,55,31,29,28,72,64,81,54,83,71,61,52,54,65,64,45,64,76,59,72,62,64,82,62,64,32,29,73,62,54,79,62,57,49,59,51,52,50,55,55,50,52,53,55,50,30,27,52,46,53,54,45,44,29,39,37,47,47,53
42c:42c_ale8,,,,,,,,,28,32,62,66,64,73,68,43,38,46,52,44,71,75,57,62,65,33,37,36,38,30,34,23,34,34,37,32,34,29,32,42,40,39,37,36,30,39,39,34,49,33,41,36,35,42,39,39,40,34,44,36,51,35,21,34,30,33,54,44,42,41,38,32,50,39,28,43,40,25,39,44,44,46,50,40,44,44,31,19,34,19,28,33,33,33,49,47,35,44,36,38,53,39,49,38,13,15,30,33,47,13,18,39,33,35,40,28,32,36,28,31,39,27,23,46,30,36,34,29,24,35,29,23,42,30,28,35,29,33,31,42,33,58,49,39,37,37,28,41,31,39,26,23,46,20,52,44,47,34,37,39,32,28,32,42,44,26,35,36,37,40,39,47,38,46,34,38,40,43,32,23,27,25,28,27,43,42,32,44,37,41,41,64,63,49,58,58,57,33,28,30,31,32,33,27,33,35,29,29,33,52,54,36,39,49,40,48,46,45,51,48,51,35,31,36,39,33,32,30,41,42,37,34,34,30,34,29,34,31,30,30,30,29,33,39,34,31,32,33,33,32,29,29,42,33,31,35,34,32,29,31,35,31,34,32,29,33,29,33,28,37,41,39,31,30,28,10,14,28,29,28,28,29,13,45,48,47,45,45,46,46,40,59,43,28,35,34,65,44,53,39,27,31,52,54,47,46,47,26,28,45,47,43,49,45,47,51,46,44,43,60,72,30,46,47,60,67,68,32,41,40,46,36,61,40,61,47,43,64,47,28,29,24,31,16,26,28,32,27,30,52,37,48,42,36,34,24,38,39,30,37,32,34,37,38,28,27,28,67,64,71,58,69,72,65,56,53,45,48,20,52,67,61,70,55,44,71,50,57,25,22,68,64,48,66,58,38,29,34,31,36,32,35,39,37,35,33,33,38,35,31,30,19,32,34,30,37,31,28,17,20,29,36
42c:42c_ale9,,,,,,,,,,6,51,52,66,64,55,33,37,41,49,39,63,66,67,65,57,21,23,22,22,20,2,36,5,15,6,8,4,18,7,34,28,10,8,8,52,10,11,12,32,22,33,15,16,19,18,14,18,43,26,19,37,11,42,21,17,19,43,20,22,25,18,17,44,30,17,30,22,36,26,56,31,31,37,21,21,39,32,41,13,32,27,33,23,17,44,38,23,30,24,23,49,25,48,18,23,27,2,12,10,26,15,17,5,25,20,7,30,18,13,23,22,7,15,29,11,35,16,13,14,14,6,12,17,8,12,21,10,16,10,36,9,58,49,26,15,38,10,30,11,21,7,44,58,42,36,34,33,20,45,60,2,16,28,31,39,14,15,7,20,26,25,43,32,36,7,37,30,36,14,12,19,23,16,25,34,24,18,28,15,18,43,57,60,43,55,56,52,21,28,27,27,9,31,10,6,40,26,7,14,46,51,24,27,29,31,38,22,43,52,34,51,25,30,34,38,33,34,17,44,45,40,29,44,27,29,28,32,27,34,23,26,22,26,46,28,19,21,30,32,22,32,31,41,17,21,41,16,30,27,12,47,16,22,24,17,20,20,27,37,42,43,53,21,22,17,37,39,49,46,44,47,14,38,41,46,47,47,53,54,36,45,57,32,22,11,32,66,51,62,27,21,16,54,54,53,48,32,37,45,32,47,39,42,43,53,52,51,52,34,67,65,41,46,47,63,60,65,6,41,34,34,16,56,13,38,36,26,58,55,25,25,35,40,29,34,30,14,27,45,43,25,58,58,45,22,22,22,18,16,17,27,26,23,22,38,37,41,88,73,76,66,75,85,73,68,61,44,39,37,61,83,71,53,55,62,77,37,62,33,33,79,75,55,73,53,22,24,25,23,20,23,23,21,22,20,21,23,22,49,50,21,41,22,23,29,29,51,48,40,26,21,22
