Geneid,phage__lbmm_phage_t00__1,phage__lbmm_phage_t00__2,phage__lbmm_phage_t05__1,phage__lbmm_phage_t05__2,phage__lbmm_phage_t10__1,phage__lbmm_phage_t10__2,phage__lbmm_phage_t15__1,phage__lbmm_phage_t15__2,phage__lbmm_t00__1,phage__lbmm_t00__2,phage__lbmm_t05__1,phage__lbmm_t05__2,phage__lbmm_t10__1,phage__lbmm_t10__2,phage__lbmm_t15__1,phage__lbmm_t15__2
b0001,1.8449169573833801,0.0,5.743920712850382,0.0,5.572740844022309,0.0,4.865187957986035,0.0,3.529972279410179,1.8139964081528477,4.40190256337623,0.0,2.9125364868789387,3.3963556761652947,1.7035266053133657,1.7528898313853958
b0002,6.578069509236469,5.091935157223862,7.58363032010573,4.949846221900064,7.047501504012865,4.8150345771262355,6.152594101801589,4.50178411881618,6.620626283677022,5.271377773994002,7.5717437209996525,5.032734414135978,7.2233200420360255,4.88336586078348,6.262659042631618,4.473436084639686
b0003,6.733942028791984,6.767876423771515,7.421516232891655,5.320848722502042,7.782352842891402,6.265764308272521,6.692825597809172,5.161319091670769,6.8549574823677535,6.912076772788694,7.36907086593596,5.618411034512718,7.890765176446026,5.993040662239068,6.921499318947723,5.191694006883525
b0004,6.123703163159123,6.795721369539337,6.889612039750903,5.183899139377788,7.601825998355702,5.558274894012782,6.712330485361467,5.0059033675916265,6.294819657357059,6.473651890817966,6.76268631302759,5.29243758949771,7.556797123119489,5.6306118975815584,6.692529350962638,5.155558349918779
b0005,3.7112202149640243,2.181408134788354,3.6652681919579595,1.946498710582621,3.3707603204707213,2.247097881989485,3.3016660498292363,1.8242885160252293,3.529972279410179,3.671523341851687,4.058700420769334,3.1839620033639235,3.7628969404547408,3.0105718937086277,3.1738872094730555,3.1539836029774055
b0006,5.907200146829169,7.865914275274984,6.842650491294356,7.124784650471114,6.624863627592737,6.599432517047273,6.39022241123685,5.90328596837807,6.106229477132303,8.228838167480555,6.8389339541000105,7.579310191265469,6.601910441279157,6.723679251057958,6.300758289290072,5.98676673616036
b0007,2.270823645736324,3.604716499116143,3.5655153167778106,3.958579511714816,4.729356959827086,4.194134867170218,4.3894520269290895,2.073347364479829,1.9253054184210645,4.229239510032126,3.487714135421525,3.86376499606483,4.82804002465019,4.293225706235297,4.167312048852336,1.6215921813500687
b0008,9.670406454010136,10.709225706012907,10.612723609067992,10.654179084244422,11.047799931959913,10.415046501608208,10.894032686863559,10.062236300701894,9.659132651802704,10.787916765761198,10.745776063785463,10.845704399238418,11.067884930135286,10.622246856378645,10.98431107926747,10.27697032293457
b0009,6.003187864426243,6.0457529348320636,6.0185238989658405,5.818323819967626,6.026001500470593,6.050936762908911,6.053565588349061,5.43828315507043,6.182917503991422,6.709427866840685,6.296719903588503,6.49077910088457,6.653538960805286,6.5389755655349,6.502707217514082,6.283377340891306
b0010,2.8751487642970113,1.041511299263318,1.1028737433032334,1.412119877662973,2.1503848707512976,0.9865403004239528,2.3872832628583014,1.9982427770052757,3.4363573440123174,1.4632618712177923,1.7417202637537943,1.9756335205081264,1.7137445579045476,1.0767273828990507,1.858836724283821,2.4368501659436266
b0011,1.8623090123341526,1.6808919519754981,2.1680328911097977,1.9643441010662146,2.436204650291576,1.898321208441912,1.4512454269454187,1.7935123871055,2.4938470966260393,2.6666340551767655,2.785617136645735,2.500370850701354,2.639427242762042,2.353530863542211,2.045932247031856,1.2107858147842374
b0012,1.0399325168395428,0.2070775799003874,1.0812967098896908,0.4726248233731555,0.0,0.0,0.5634256434946006,1.2771585187726346,0.7794196748697132,1.7620915927314198,2.5883912010860906,0.8159112786601592,1.1258360117214232,0.0,0.0,0.0
b0013,1.4275044609728393,1.8452041263488268,1.2259686293592769,0.7636132118688657,0.9456144557872543,0.5439903010488017,1.338496740360866,0.829050211936988,0.515878111485019,1.1571197428456708,0.0,2.0682308879540443,0.7734628602553671,0.0,0.45185846632613785,0.8258279352657593
b0014,10.199871012820086,8.57644013576738,9.46495355145844,7.468460767318626,9.871000492156718,6.740176596915188,10.291631649650112,7.240063435739965,10.370503597198507,8.656640420179096,9.688628132984519,7.587470688261755,10.0999038272736,6.971017873598207,10.264685203489224,7.481070861693887
b0015,8.75382890845505,5.91394255659058,7.392895425160717,5.227992025475978,7.986084096001707,4.682729221831716,8.516355356591689,5.449904935233325,8.85133318484572,6.33501932532104,7.422999494806032,5.708750890189229,8.005191021310338,5.215139639349512,8.420017359566542,6.177398941864076
b0016,6.80917606367043,5.530551432193164,6.100868542064054,4.262711945674331,5.84821862818182,4.954119754287549,6.308045573018061,5.545910632174554,6.800022667236452,5.827892825229697,6.289657900453556,4.375477840371567,6.124959036306744,4.842440475107205,6.601313752868735,5.954253401269213
b0018,4.523418296813502,4.440808924046781,4.214253898613329,4.55011689634462,5.0193190291664305,4.685490407847906,4.724171498688192,3.825640740309825,4.06621421464272,5.64469184676075,5.028947037324192,5.212414159166775,5.708807821721624,5.5522167526904855,5.662580084139778,4.634520482513612
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,5.964153346465489,5.748798185189193,5.739364120420995,5.930058998365709,5.720821864238608,5.584015546805461,5.589641397060515,5.81501889321723,5.816251381935427,5.604990720223847,5.884845550081934,5.964279718873806,5.692466701572613,5.645110854790832,5.541284741240866,5.728279831916192
b0020,5.234036490186597,5.3974418910943545,5.924617780741443,5.2365124465999475,5.7095417884971535,5.257831093491031,5.542861814909859,5.05666837596174,5.258466858217053,5.57158875245759,5.730201724893138,5.582216409852305,5.421472378648982,5.300571655007954,5.4726633094013515,5.389687637285412
b0021,2.8972299272305997,2.6344138588939283,2.1516844455154893,2.6399335407793805,2.23896166399293,2.437340809155617,2.3635623935135004,3.042334935562815,2.3632044024363292,2.924083791571845,3.0828004051020774,3.1208742520865105,2.744220751031622,3.4572284145191343,2.9073133803748106,3.450592506565927
b0022,2.966972266052883,3.7838686062856,2.3015991147748878,4.119493763126514,3.4666597532185164,3.63518534214673,3.9356540359168997,3.577578555143761,3.0991853500723656,3.0391831583511926,3.8723925066232714,4.093204269095005,2.2151258095834003,2.6592730775795963,3.4215258444666663,3.7516775856074625
b0023,10.516698982065948,9.581019887154008,9.705738639876124,10.34044165219832,9.556069157267338,10.256024635863868,10.16037572704507,10.849069720058843,10.454291317056468,9.62076364924843,9.541755537280537,10.47070283088293,9.146904775102877,10.113745191014438,10.092329789797736,11.04505245562602
b0024,2.0443912369465123,2.2533147127134696,0.9931926369767637,2.8975657612059824,2.6176387253996745,3.0355142803660145,2.655655875250566,1.8419083285442441,1.7590973996646229,3.538051734218468,2.0124944863814944,2.3836937057778145,2.918237932239269,2.7535547107460516,3.485774842086938,0.0
b0025,8.288511494339232,8.724130882144586,9.132057909324358,8.410155815494429,9.125707217639803,8.345679495447756,8.69678340104347,8.274010830557993,8.391816512965741,8.874145833194037,9.130555019963111,8.780068216065457,9.208848926363595,8.951499568083499,8.697472285047112,8.526906344092405
b0026,7.939358127776781,7.627405445743767,8.675688355119942,8.338106785170904,8.902432052631537,8.368059131313498,8.711338357198466,8.240655728821865,7.966488633637689,7.748543349528987,8.627739690738814,8.369854269614374,9.084817600883976,8.660854284235134,8.80985585701638,8.492430510346685
b0027,6.4325223226233295,6.5389337244666725,6.644527102480434,6.673062283336588,7.1974197419643895,6.899824658587804,7.2748263183173565,6.9423211172311134,6.239586985554891,6.244383083410705,6.251516185593005,6.943294353469077,7.105199078465376,6.81777671934406,7.0855077836726155,7.083582937692337
b0028,6.574274384833373,6.53940388829843,6.739005769826338,7.026362861321533,7.235345058300745,6.918268023088943,7.130795996845215,7.312367817700725,6.447475722773837,6.6530531331266225,6.746032286173396,7.1523225471734015,7.220291244707228,6.893222432685062,7.08806279238698,7.330184232400449
b0029,9.354885600773269,9.020004592510377,9.490752293161604,9.773136678067283,9.778418944610184,9.313934145058244,9.920505811000599,10.044903128414157,9.345845071983614,8.946205772074158,9.348967533797135,9.81320211501411,10.027264266003051,9.703658445872156,9.804593765048956,10.398657795438258
b0030,4.4679025308878995,6.060674197578167,4.674624877074173,4.666638882519496,5.428040312089685,5.072024357083108,5.596044106711477,4.746662471784598,4.323858213914702,6.109773859802043,4.710419978936673,5.1510703729795875,5.606600228644117,5.728217388835458,5.699205344481059,4.808075560730287
b0031,6.917553424124911,7.670166088082977,7.961993984465739,7.472374834292416,8.126192820184176,7.5359534142693345,7.8787488580151805,7.444904085771678,6.998475819731325,7.769365768491141,7.897489321268189,7.593934337940642,8.447529665043346,8.007424532763604,8.02414189346628,7.612468886734236
b0032,4.943980057351392,4.408607391797478,4.0835633255785355,4.51137738048326,3.819799142338534,4.272245149218854,4.107213821149146,5.911100506242749,4.6315953801719,4.115364417749465,4.167307271836885,4.774740041202132,3.8581865558905424,4.092254249875601,3.8302101179994645,6.034245178366507
b0033,4.640899313005663,3.5147656548661423,4.10938251745227,4.091691890365165,3.8512297225122745,4.1523124804477645,4.0626821369107855,5.042488036374186,4.406565190522567,3.7575055556711288,4.129450979132116,4.39334202975994,3.969736581616106,4.043175272213466,3.993939744568601,5.546527131823107
b0034,4.010948304539607,6.5976770353197125,5.105059600992152,5.499619047972532,6.957758142440927,6.773951561611898,6.390118568984232,4.887032230863958,4.282782298465792,6.887772719392467,5.367370135415056,5.56055885257935,6.928299877710979,7.390298434844105,6.962973657138389,5.474307826880502
b0035,2.0650475391512204,3.085525866118353,2.5742081684559563,2.7177271545056705,2.265271322672366,2.894154281645678,3.4183645414643262,2.6357248170837275,2.181078273580598,2.726793355834019,2.357105815181955,2.9779076859086118,2.138422942444358,3.5412676390665054,2.7649126139215556,3.5345940299667022
b0036,1.2054273699022509,1.7182935034745874,1.742447532116454,2.3432863145789913,1.8385754951967557,1.5300393639655732,2.5902660931035726,2.1508751524781764,1.780916408689223,1.309733885024303,2.221612690003745,2.2513907530035615,1.8313088200741805,2.663240302968215,2.0115863176461306,1.7606144391968122
b0037,2.4340132354996102,2.612755568016029,2.7341771645221895,3.4436227402997113,2.991032999230263,3.2440894775191347,3.655915898629149,3.6149428094497265,2.927855524632615,2.2771175924237554,2.6819708031384306,3.4102553010781222,3.2058438848960895,3.5094347816617213,3.350798227349627,3.763814998978559
b0038,2.3824239685602757,3.302833423375304,3.2005462427361677,3.6729890168895016,3.4724134730780882,3.3737687068917106,3.439580009339148,3.434512905789888,2.6851631127599407,3.1328326754449183,3.361248908186207,3.5195177884943196,3.264443945356296,3.4796624010310495,2.9497985988505513,3.6799439608373428
b0039,2.741605298740102,3.8335853229421235,3.3778122774179984,3.609725207467394,4.126914576494747,3.5696104304880523,3.4623099172933984,3.497019314706293,3.1069686721848004,4.022846667726988,3.418346112333664,4.327407589452413,4.062590178625445,3.9532719537603382,3.850328632182797,3.5953156815139167
b0040,1.0117788790020157,1.4504700610188144,1.2821047115004829,1.2809658024132093,1.6226467025287818,0.9851245838921128,1.34065405375975,0.9361133601046564,0.29845699482440796,0.9902505073114233,1.3000119749326084,1.2275155128517266,1.3317418038203142,1.0752242062049209,1.417645792908454,1.023339805890469
b0041,1.2212369949309156,1.240071011176406,0.6440823046110791,1.371968409534755,0.9802812234763414,0.6793864924084099,0.767839661147661,0.9240039705573307,1.0901899753537039,0.8965128253828684,1.7219095634600148,0.9698587979069788,1.517590946487786,0.0,1.1105085810003865,1.0104490953214393
b0042,0.7878593779276016,1.4604244635912922,1.3201492437696678,1.8072950929100968,0.9675373499436432,1.6626690510733033,1.3567828093619685,1.6181838898360068,1.3094752502478928,1.5554225568598758,1.639983560787058,1.246770835818655,1.6484106019825064,1.35495429042532,1.6842957332583985,0.9974329181344294
