Geneid,phage__lbmm_t15__2,phage__lbmm_phage_t05__2,phage__lbmm_phage_t10__1,phage__lbmm_phage_t15__1,phage__lbmm_t10__1,phage__lbmm_t05__2,phage__lbmm_phage_t00__1,phage__lbmm_t05__1,phage__lbmm_t00__1,phage__lbmm_t10__2,phage__lbmm_phage_t15__2,phage__lbmm_phage_t00__2,phage__lbmm_phage_t05__1,phage__lbmm_t15__1,phage__lbmm_phage_t10__2,phage__lbmm_t00__2
b4034,94743,97091,103972,156396,52679,54950,393,6817,352,60377,212851,238575,15565,85026,119353,107851
b4035,26433,8382,64545,81770,27922,5695,154,3030,92,24063,65641,84012,8930,37526,51348,37476
b4036,53922,53970,46760,95365,21504,30724,117,2034,123,21407,122953,129024,5384,49525,41138,54939
b4037,10383,2296,15470,37862,6757,1921,36,661,36,1082,22965,24928,1757,18276,2451,9583
b4038,518,235,96,256,31,108,8,13,7,10,891,252,11,132,11,96
b4039,681,851,2026,1597,1088,424,819,914,760,389,1649,950,1795,771,724,509
b4040,201,295,603,450,298,119,212,232,185,106,387,379,549,284,220,198
b4041,1743,2998,3256,3687,1858,1615,1408,1020,1547,1093,3600,2946,1858,2095,2025,1426
b4042,113,138,177,204,138,97,114,106,91,88,201,226,152,128,132,109
b4043,1218,1945,3300,2724,2038,1216,726,1112,675,1331,2433,2360,2056,1631,2287,1389
b4044,185,233,266,255,126,157,118,73,111,128,385,338,178,127,219,193
b4045,113,212,260,192,108,106,70,63,85,65,345,250,160,97,249,90
b4046,193,650,800,751,526,418,144,257,146,327,484,550,477,414,605,379
b4047,0,0,4,9,2,0,1,3,2,0,0,2,3,3,0,1
b4048,47,51,77,78,66,30,30,51,17,41,51,58,81,39,31,45
b4049,449,483,658,658,381,332,386,302,339,202,960,646,518,359,395,340
b4050,11,10,17,11,7,13,9,4,9,6,18,7,3,6,3,2
b4051,88,213,1050,616,595,143,51,306,64,179,130,534,488,352,397,245
b4052,767,1255,1535,1582,857,741,644,625,733,429,1347,1101,1270,853,854,547
b4053,340,504,711,640,393,288,220,236,235,239,750,568,427,379,496,212
b4054,445,627,2284,1564,1458,400,202,656,203,563,803,1002,1276,864,892,523
b4621,3,1,18,19,3,6,2,1,1,1,1,3,7,1,3,1
b4055,141,87,2166,1604,1037,54,252,470,263,595,356,1138,827,779,1099,508
b4056,201,955,2133,1440,810,311,189,469,149,390,786,2008,1440,438,1040,621
b4057,129,207,511,335,402,163,86,253,106,218,221,411,327,268,296,288
b4058,1148,1554,2366,1947,1369,975,688,631,624,1024,2261,1739,1318,1182,1701,842
b4059,1325,1659,3207,2592,1789,1109,1541,1051,1412,1040,2563,2131,2092,1639,1842,1277
b4060,13,90,4,8,4,69,3,6,3,6,8,34,11,6,11,19
b4061,36,85,195,141,55,71,37,60,55,51,85,212,124,73,88,105
b4062,15,19,41,20,15,5,10,23,18,1,25,49,39,18,12,14
b4063,40,75,109,98,66,41,41,43,39,32,56,145,40,70,77,69
b4064,525,37,34,39,21,22,76,18,97,16,1629,44,35,19,71,26
b4065,115,320,927,469,491,158,100,244,109,168,246,733,574,281,320,323
b4066,14,17,37,21,14,4,7,22,10,10,17,46,24,7,16,31
b4067,16,21,88,61,26,7,18,53,9,11,13,28,57,24,11,15
b4068,4,0,18,9,9,1,1,19,0,3,1,11,35,8,0,6
b4069,46,17,851,583,443,26,82,510,78,31,155,172,928,292,27,145
b4070,314,919,2284,1400,1197,704,28,132,28,1575,495,3409,279,1022,2235,1498
b4071,66,138,290,283,108,156,4,6,2,249,197,963,17,130,436,301
b4072,64,37,97,117,44,80,1,7,0,95,80,278,9,65,124,99
b4073,141,161,92,213,68,106,3,20,5,170,306,145,9,175,162,46
b4074,317,124,87,239,47,110,17,18,10,81,308,55,25,133,118,23
b4075,164,148,50,158,24,72,9,5,5,55,471,44,11,64,80,17
b4076,93,68,26,82,15,61,7,4,3,27,210,17,10,39,31,7
b4077,218,483,1372,812,813,337,278,655,276,177,415,574,1084,517,350,314
b4078,144,172,341,318,159,152,61,162,69,113,202,427,229,183,198,266
b4079,326,356,938,861,499,271,82,95,88,503,507,1472,166,560,783,654
b4080,4,10,12,46,9,2,7,11,2,5,17,10,18,9,8,15
b4081,4,18,20,7,2,1,6,14,4,7,11,12,23,4,15,3
b4082,0,1,3,0,5,1,3,1,0,0,2,2,1,0,1,0
b4622,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
b4083,3,6,14,23,6,4,3,6,5,1,10,10,8,2,6,8
b4084,24,44,122,96,51,21,6,26,7,10,58,47,41,42,20,15
b4085,53,58,209,287,100,32,19,56,12,16,94,90,131,120,28,34
b4086,14,9,68,111,51,17,4,66,8,4,38,20,70,40,4,4
b4087,28,15,298,230,110,14,37,157,19,13,68,132,333,127,24,49
b4088,31,59,340,294,156,32,57,177,36,27,56,221,267,141,38,99
b4089,252,335,2296,1349,1167,188,524,717,505,402,636,851,1379,811,812,478
b4090,93,83,1593,753,798,38,332,642,278,111,140,263,1266,437,221,110
b4487,114,149,1810,1253,886,80,325,666,306,140,271,558,1717,477,255,230
b4092,19,29,46,40,15,22,32,30,17,14,78,44,28,15,24,21
b4093,3,19,32,23,5,4,5,7,3,8,17,28,15,12,21,5
b4094,0,2,10,5,7,2,7,2,2,2,1,2,6,1,4,6
b4095,2,5,21,10,7,3,8,2,3,2,0,11,6,5,8,5
b4096,1,0,4,0,0,0,1,2,2,0,0,2,2,0,0,0
b4097,2,2,0,9,4,1,4,0,5,1,9,2,3,1,1,4
b4098,0,8,3,11,2,0,1,0,0,1,0,4,1,2,1,4
b4099,0,2,13,10,2,3,1,1,1,5,5,3,7,6,6,1
b4100,0,7,3,0,0,0,0,3,0,0,4,0,0,1,0,0
b4101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b4102,0,1,6,2,1,0,0,1,0,0,4,0,0,0,0,1
b4583,1,0,1,1,0,2,1,3,0,1,0,0,3,1,0,0
b4105,1,6,15,16,7,7,6,7,1,0,1,5,3,2,7,1
b4106,0,1,4,2,0,0,1,3,0,0,0,0,3,1,1,0
b4107,0,2,6,6,1,1,1,3,0,1,0,3,3,0,3,0
b4108,328,249,329,427,215,240,187,102,175,169,553,267,225,245,287,140
b4109,48,64,2136,1208,1276,65,176,544,150,38,98,143,977,898,69,88
b4110,4,3,1312,896,639,6,90,161,91,5,5,12,481,367,5,8
b4111,80,2745,523,337,289,1672,88,204,99,104,217,173,423,216,231,93
b4703,0,2,0,0,2,4,0,2,0,0,0,0,0,1,0,2
b4112,111,159,522,300,247,142,93,131,103,144,257,612,278,155,311,255
b4113,66,110,299,187,143,46,35,78,40,76,137,239,152,94,165,106
b4114,11,27,43,38,31,4,20,20,21,14,14,46,29,26,13,23
b4115,16,36,19,22,23,41,10,8,5,24,13,71,14,19,34,44
b4116,77,1084,966,481,600,1030,35,121,41,529,145,1945,240,456,792,726
b4117,24,28,107,73,49,10,35,34,32,38,37,129,32,31,52,64
b4118,37,17,801,600,441,12,131,136,131,165,71,115,230,341,320,103
b4119,28,53,74,75,52,27,16,41,9,46,82,154,40,51,89,74
b4120,18,58,55,74,43,24,29,60,24,17,43,115,51,26,37,57
b4121,20,20,54,47,36,10,11,25,14,20,38,88,48,24,36,46
b4122,356,469,618,655,329,360,63,94,44,382,535,854,138,370,589,445
b4123,67,139,233,206,118,69,25,81,18,113,194,324,66,122,213,154
b4124,127,178,398,252,171,90,154,117,101,111,260,342,207,142,260,184
b4125,621,825,2017,1590,1144,409,732,602,611,567,1254,1290,1259,815,1216,834
b4126,65,102,353,293,226,71,52,138,48,68,163,211,177,119,132,110
b4127,141,400,1008,594,424,167,87,271,99,179,505,784,567,295,453,296
b4128,102,680,1175,520,686,468,19,139,23,599,137,1198,320,397,866,569
b4559,11,122,170,101,54,25,1,19,1,60,70,284,31,33,188,73
b4129,1248,3670,4299,3348,2760,2305,760,1062,725,1780,2429,5783,1955,2299,3009,2685
b4130,108,534,292,267,173,333,86,170,79,161,246,284,207,162,195,164
b4131,56,802,63,73,60,462,31,82,24,146,176,746,42,45,212,264
b4132,4,73,12,12,26,35,9,25,4,25,24,365,9,13,18,142
b4133,199,515,563,524,279,348,141,175,188,248,448,695,275,294,492,277
b4135,164,248,392,295,209,136,73,136,68,154,367,246,260,161,264,94
b4136,502,840,1127,915,635,586,259,454,259,394,1021,989,930,483,884,328
b4137,25,60,111,95,69,27,18,56,22,50,111,139,68,47,54,52
b4138,846,1041,2425,2463,1274,838,468,509,523,763,1562,3131,732,1464,1385,1544
b4139,3421,2722,23466,21871,11617,1607,3841,3263,3930,7838,7714,25028,6389,12345,17991,11369
b4140,19,13,180,221,78,6,53,57,54,15,52,50,86,86,29,30
b4141,16,29,69,61,43,30,24,99,29,19,75,110,56,30,48,55
b4142,380,1390,7683,8156,2898,494,2985,2121,3457,230,1609,5762,4417,3246,873,1392
b4143,1927,3716,22534,23146,14459,2482,13492,8887,15204,1307,3642,16663,13741,13669,2200,9435
b4144,396,682,2396,1464,1101,418,281,672,216,642,893,1494,1518,748,1096,859
b4145,28,39,127,88,41,33,33,63,31,22,56,126,74,44,47,57
b4146,614,890,928,905,433,543,363,365,378,335,1340,1190,782,448,740,475
b4147,1437,1905,2299,2792,1073,1159,1783,980,1863,752,3311,1870,1862,1319,1808,795
b4410,48,14,30,52,28,32,54,24,70,21,12,28,25,48,8,31
b4411,48,10,32,21,14,20,34,13,51,8,16,24,13,29,10,18
b4148,23,8,73,81,21,14,23,18,17,9,66,75,45,18,16,27
b4149,8,14,26,19,18,8,6,33,3,10,16,30,8,8,9,11
b4150,161,173,204,262,142,125,93,120,137,139,266,475,179,127,173,180
b4151,76,100,176,171,104,78,11,17,21,91,194,256,28,123,197,96
b4152,335,571,993,942,424,377,71,76,42,446,878,1575,158,526,1090,503
b4153,1052,2074,3659,2847,1785,1385,240,255,186,1858,2584,5807,646,1583,3355,2111
b4154,2721,7707,15060,10347,8000,5902,936,1498,829,7141,6307,20188,3329,6007,13369,9174
b4155,294,270,231,348,150,247,410,60,419,100,500,435,100,228,164,183
b4156,90,208,95,163,70,109,139,55,133,53,153,212,77,96,95,70
b4157,22,73,54,54,18,23,33,19,14,13,70,31,32,21,34,6
b4158,2,6,13,10,9,3,7,11,3,4,21,21,6,5,15,11
b4159,417,659,832,922,459,365,309,255,266,283,801,382,500,426,619,217
b4160,539,808,997,874,568,430,392,314,372,332,1164,797,634,554,721,380
b4161,1219,1482,2839,2505,1683,996,959,1055,883,883,2396,2734,2052,1328,1620,1268
b4162,346,511,956,759,739,349,277,350,265,332,728,682,660,493,497,305
b4670,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
b4166,211,406,475,470,241,264,166,121,148,181,409,535,320,223,298,296
b4167,245,342,803,494,475,240,214,313,227,199,401,729,543,275,366,460
b4168,70,176,197,167,96,58,105,90,82,65,210,417,169,86,184,130
b4169,300,304,709,542,388,249,276,252,234,188,432,587,565,281,305,298
b4170,672,1041,1327,1211,733,567,483,409,499,450,1359,1127,864,668,804,539
b4171,8182,14058,30741,25334,17040,6028,6534,7639,6307,7191,19146,17062,18924,12578,14712,7394
b4172,1649,3027,7791,5794,3256,1602,1250,1658,1296,1482,3932,4268,4494,2570,3132,1692
b4173,7492,12335,19020,15483,10541,6142,4994,5442,4525,5865,16359,16054,12427,7712,11036,7080
b4174,6160,8484,11752,11982,7334,4710,3404,3398,3238,4396,11091,4956,6705,6726,7396,2547
b4175,4761,7220,10125,10136,6448,3605,2669,2230,2314,3654,9384,3166,4971,5412,6376,1882
b4176,67,60,71,61,45,37,28,13,31,29,68,86,56,54,63,19
b4177,9255,16026,14758,17062,7810,10052,4620,3886,4927,7574,22047,17355,7861,8921,15681,8158
b4178,342,763,1201,1214,667,435,292,456,234,313,735,902,802,579,575,471
b4179,2627,4862,7950,6777,5115,3142,1661,2154,1576,2955,5153,6605,4641,3803,4864,3281
b4180,343,436,590,672,335,279,212,187,212,251,746,580,330,347,381,226
b4181,14,22,31,40,12,2,7,14,5,3,45,57,20,12,18,13
b4182,16,27,30,22,6,10,7,27,7,9,59,35,19,14,17,11
b4183,9,7,7,19,5,4,9,8,5,6,14,13,11,8,8,9
b4184,0,1,8,7,1,5,2,5,3,2,1,3,3,1,0,0
b4185,9,25,16,8,11,7,5,8,6,2,14,16,6,7,4,7
b4186,12,15,16,24,10,9,3,26,7,6,24,17,15,16,2,19
b4187,49,107,256,167,156,87,65,136,63,59,110,341,187,92,105,149
b4188,26,11,433,429,205,10,35,25,28,213,66,47,52,163,633,43
b4189,196,99,2350,2273,1210,63,163,103,161,1454,512,559,248,1051,4157,298
b4190,21,88,196,115,85,46,25,52,9,42,57,141,104,71,101,81
b4191,168,470,1261,777,782,244,297,632,327,219,356,749,1013,457,366,501
b4192,13,57,155,126,87,30,46,71,18,25,49,101,84,62,73,44
b4193,10,7,53,45,28,3,11,41,13,5,19,44,40,34,39,19
b4194,4,26,82,44,21,9,11,10,5,6,10,67,17,17,9,17
b4195,19,52,159,121,45,7,11,35,17,15,45,88,45,58,25,46
b4196,15,30,38,58,30,10,6,22,7,9,26,71,24,29,20,20
b4197,120,191,422,421,228,74,63,118,63,79,196,350,260,202,121,147
b4198,47,101,211,263,105,64,35,65,30,49,138,170,135,116,79,66
b4199,5,4,15,2,10,4,2,17,5,2,5,6,13,7,2,7
b4200,5735,8783,5439,9172,2888,4390,5985,2088,5700,3032,14187,8152,4116,4662,7996,4521
b4201,7411,15768,8526,13650,4082,5615,8467,2869,7538,4260,25069,14338,6748,6367,14085,5981
b4202,3607,4176,2981,5192,1954,2681,4250,1557,3970,1996,6105,3323,2388,3178,3580,2834
b4203,5465,9961,5719,9891,2787,4186,6146,2287,6047,3113,16036,8796,4789,4729,9313,4185
b4204,27,46,123,82,47,23,40,35,34,25,104,53,79,45,34,30
b4205,1,1,14,7,4,5,8,3,1,2,9,0,2,3,5,3
b4206,392,1034,1859,1363,1050,551,233,648,271,517,881,1249,1219,800,944,778
b4207,487,496,1046,950,554,322,365,333,331,285,846,540,551,488,484,295
b4208,165,266,623,532,329,177,195,450,183,85,348,353,837,229,144,172
b4209,24,48,166,115,74,37,31,54,27,41,69,124,86,66,54,54
b4210,28,15,29,29,15,8,13,17,9,6,24,22,28,19,8,11
b4211,26,64,168,137,90,29,21,53,28,30,77,74,80,80,77,41
b4212,45,54,177,106,104,27,75,83,57,49,71,96,164,92,47,65
b4213,735,722,2956,2173,1767,536,563,840,535,856,1407,4542,1310,1396,1398,2084
b4214,521,1337,3918,2291,2308,662,481,1286,517,1102,1183,3241,2895,1272,1808,1787
b4215,29,36,107,54,46,30,18,43,14,26,43,138,81,33,53,68
b4216,675,1213,3486,2718,1891,531,836,1049,753,786,1694,2415,2179,1501,1472,1291
b4217,40,60,506,413,402,36,45,130,39,153,114,208,155,315,199,142
b4218,433,393,364,433,205,280,476,167,410,138,1056,808,298,232,302,251
b4219,87,217,734,494,463,103,62,246,67,210,210,534,443,247,324,249
b4220,183,385,831,508,491,268,236,355,229,203,366,885,636,349,352,442
b4221,1040,1833,3480,2710,2002,970,963,967,865,974,2221,2179,2076,1452,1738,987
b4222,263,450,1288,813,463,207,310,303,352,228,647,853,847,459,509,434
b4223,3,0,4,6,3,2,2,2,0,0,0,2,4,1,1,4
b4224,101,144,563,434,374,61,191,214,159,103,166,332,457,255,161,229
b4225,86,128,482,353,286,45,135,189,131,94,177,442,332,196,190,198
b4226,2091,2712,4021,3365,2294,1713,1599,1290,1611,1355,3939,2355,2501,2029,2623,1479
b4227,122,169,408,360,278,81,158,259,157,93,257,591,458,192,156,281
b4485,15,22,98,63,54,17,18,53,17,10,28,53,80,37,27,48
b4230,8,12,36,38,14,10,2,17,3,4,12,52,21,8,26,15
b4231,12,19,38,29,33,12,9,27,9,19,8,30,34,18,31,31
b4232,1213,874,2234,2163,1314,530,468,662,543,438,2567,1463,1155,1210,774,852
b4233,1122,2072,2774,2196,1562,1169,836,923,823,925,2402,2238,1805,1208,1697,1073
b4234,1965,2281,3140,2836,1612,1338,1865,1012,1828,1002,4027,1986,2222,1513,1871,970
b4235,1125,2488,5381,3620,3093,1480,980,1415,1027,1521,2524,3721,3218,1882,2827,1864
b4237,340,120,101,187,63,119,35,6,22,18,609,81,28,79,68,54
b4238,3993,1672,1766,2338,931,1467,483,320,428,522,7151,3003,707,1287,879,1346
b4239,11756,2723,4601,10000,2591,2014,563,1031,460,3158,23959,24386,1938,5732,5721,11083
b4240,8936,1989,7870,14711,4281,1434,865,1023,758,7474,20095,24574,1796,7887,14034,11749
b4241,59,159,216,212,117,110,66,92,48,58,152,263,168,103,129,113
b4702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4242,112,179,239,272,117,116,120,100,130,94,245,342,198,132,185,166
b4243,796,1360,1777,1697,1012,866,601,579,633,691,1813,1661,1028,1048,1379,864
b4244,97,57,69,59,50,33,45,42,41,23,336,81,53,28,102,40
b4245,357,186,144,174,90,83,114,129,138,80,887,179,152,61,167,86
b4246,2,2,2,0,1,0,1,8,0,1,0,0,0,2,0,2
b4248,5,14,35,24,18,11,9,27,11,4,18,29,35,21,10,22
b4249,21,27,123,62,90,25,26,64,30,21,51,51,119,35,37,40
b4251,88,120,397,231,212,98,67,161,94,77,150,266,301,162,85,83
b4252,854,1531,2649,1887,1729,877,299,685,289,1032,1653,1606,1267,1461,1488,952
b4253,177,301,417,250,175,192,95,169,98,159,391,642,303,142,267,308
b4254,15,85,324,179,205,40,62,156,55,33,34,99,274,75,55,33
b4255,4542,7017,11446,10657,5876,4015,2620,3131,2485,3933,9777,6544,5841,6469,7410,3134
b4256,45,82,194,118,114,59,71,100,40,56,59,129,176,63,73,95
b4257,16,13,48,31,16,16,12,43,23,10,38,56,24,16,12,29
b4258,4023,6533,7305,7765,4321,3095,3683,2572,3698,2390,8644,3779,5293,4019,4399,1690
b4259,634,739,1936,1356,1049,373,555,625,533,514,1224,1162,1422,711,908,515
b4260,1777,3274,8281,5450,5006,1815,2056,3060,1908,1759,3868,4717,6252,2999,3228,2465
b4261,515,751,949,914,565,418,454,356,417,349,1181,1150,707,514,650,569
b4262,553,726,981,928,566,453,500,348,386,350,1191,737,780,577,628,361
b4263,245,570,1146,684,648,283,251,457,171,280,616,1056,915,382,420,525
b4264,58,127,329,212,164,66,60,170,51,75,90,332,297,126,119,191
b4265,21,134,311,245,123,62,50,101,38,46,148,437,292,58,157,104
b4266,24,64,43,70,22,32,10,22,8,21,49,133,30,27,35,40
b4267,35,141,160,132,78,51,26,28,21,48,95,285,61,98,95,111
b4268,12,23,171,135,102,13,39,31,27,56,43,226,64,87,116,94
b4269,44,50,100,91,75,47,38,72,22,42,50,78,67,69,56,58
b4271,451,651,877,924,545,417,428,260,411,325,721,698,528,558,417,438
b4272,41,12,8,7,34,31,25,26,23,26,18,15,6,43,5,69
b4273,20,9,33,8,15,14,7,7,8,11,29,51,10,10,19,22
b4575,59,81,175,140,82,67,41,51,44,35,60,126,79,54,86,69
b4277,1,3,2,0,0,1,1,2,1,0,3,0,0,3,2,2
b4278,288,503,1142,766,691,243,326,561,281,223,584,778,981,449,441,443
b4279,540,1564,247,250,155,872,69,122,54,725,1166,6219,138,116,1239,2281
b4280,3139,6505,842,858,470,3345,233,282,243,2280,6518,8351,465,494,4768,2562
b4655,2,0,3,0,0,4,3,2,1,2,2,2,0,1,2,8
b4281,13,43,48,63,31,23,24,43,14,11,48,89,49,22,24,59
b4282,8,3,2,5,12,19,11,3,6,10,4,32,2,9,0,34
b4623,46,129,235,176,80,60,47,75,41,39,165,246,135,81,89,115
b4284,1112,2652,4330,2898,2242,1385,671,1436,565,1461,2619,4019,3206,1673,2517,1942
b4286,0,0,6,2,6,2,3,3,3,1,2,11,2,2,9,0
b4287,160,596,1226,925,654,310,399,231,445,210,316,355,524,439,424,258
b4288,56,184,456,377,278,141,202,128,183,74,146,169,248,187,146,90
b4289,63,275,674,422,321,154,223,133,244,52,162,216,350,186,151,107
b4290,195,969,2936,1619,1467,456,798,764,807,209,643,787,1725,747,560,321
b4291,1254,2988,8798,4650,4864,1524,2937,3632,3027,625,2485,2631,7793,2249,1081,1360
b4292,24,43,79,73,41,27,46,43,60,15,50,124,95,14,32,75
b4293,16,44,47,30,20,23,40,38,30,18,13,116,90,18,14,41
b4294,30,47,142,104,70,52,35,67,46,36,34,77,88,52,80,55
b4295,703,2061,2850,2329,1607,1075,623,917,600,908,1583,2829,1839,1174,1940,1447
b4296,3,7,19,21,7,4,4,9,6,5,8,10,12,5,1,6
b4297,75,169,245,184,129,77,33,79,31,61,173,283,118,122,112,120
b4298,27,36,70,93,38,28,12,22,9,18,36,88,40,33,23,23
b4299,26,26,130,85,75,11,23,45,24,46,63,147,72,51,62,63
b4300,19,42,70,42,37,18,19,25,17,22,24,46,46,34,44,30
b4301,6,3,37,9,12,9,10,8,1,5,12,25,11,4,7,9
b4302,1,20,26,14,11,9,10,7,7,9,23,25,12,12,8,17
b4303,5,11,38,17,29,14,8,24,6,7,33,39,20,11,17,12
b4304,28,29,57,52,36,15,22,45,17,21,39,80,32,20,28,41
b4565,0,1,2,4,0,0,2,3,0,0,11,0,0,0,0,1
b4305,4,19,36,34,20,4,9,21,2,10,25,70,17,7,21,31
b4306,174,74,126,277,105,47,81,44,58,33,300,190,113,156,73,106
b4307,45,16,53,101,29,14,24,26,20,11,90,62,30,52,31,20
b4566,42,8,66,97,50,9,41,9,43,18,96,40,12,57,54,21
b4657,0,0,11,1,4,1,4,4,3,2,1,2,2,0,1,4
b4308,108,109,292,243,108,76,128,106,133,52,236,317,173,96,130,217
b4309,115,161,38,32,28,112,11,41,5,8,189,1236,31,15,15,388
b4310,531,2164,180,121,96,1289,63,85,65,241,716,10346,136,82,355,3486
b4311,142,464,46,32,23,346,11,22,18,281,197,8312,24,15,336,3246
b4312,222,405,3787,1567,2541,394,209,1438,241,321,309,1024,2137,1153,374,573
b4313,13,45,82,52,54,15,21,49,19,10,41,68,64,24,18,29
b4314,1703,2107,2291,2395,1095,936,657,569,751,991,4504,1829,1353,1194,2464,663
b4315,986,1159,458,515,272,438,239,187,220,467,2162,770,370,271,1034,331
b4316,416,411,139,180,108,189,104,70,107,193,1047,399,146,97,448,128
b4317,606,577,267,351,150,302,170,180,156,281,1134,253,202,179,505,171
b4318,34,26,21,13,9,10,3,11,6,7,43,10,9,5,11,8
b4319,52,72,40,32,23,36,20,31,15,34,116,23,22,18,82,28
b4320,42,39,40,35,29,30,18,23,19,32,72,42,34,26,29,38
b4321,32,48,126,117,62,42,103,60,76,30,74,285,85,65,45,157
b4322,163,235,1126,948,538,151,461,443,430,156,390,1088,842,516,275,511
b4323,213,342,988,1014,633,249,407,491,346,146,438,1232,884,509,212,621
b4324,209,517,632,484,345,296,213,220,162,172,450,660,343,261,376,377
b4325,5,2,37,17,9,8,6,14,3,8,2,9,15,8,6,9
b4720,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,2
b4721,3,0,0,1,0,2,0,2,0,0,0,3,0,0,0,1
b4722,0,0,2,0,1,1,0,0,0,0,0,0,1,4,1,0
b4326,4,17,69,14,17,18,5,6,4,18,4,25,16,30,58,18
b4327,113,175,224,232,114,109,86,118,92,77,246,251,182,129,145,105
b4328,162,279,422,423,224,146,164,138,160,135,407,324,273,200,230,142
b4329,12,5,49,33,18,14,13,8,15,5,25,13,21,14,13,7
b4330,4,7,10,12,3,4,9,9,9,3,16,4,10,7,6,5
b4331,64,153,385,316,230,95,43,124,45,91,140,196,265,167,189,114
b4332,3,9,18,5,7,1,1,7,5,3,3,5,10,6,2,4
b4333,26,53,102,43,32,32,24,42,33,24,36,128,59,26,65,39
b4715,2,5,4,5,6,1,0,1,2,3,3,21,3,2,9,4
b4334,12,10,81,69,49,11,6,6,7,65,32,158,11,41,63,56
b4335,40,89,655,439,322,71,25,30,17,363,131,432,72,267,522,220
b4336,32,66,130,107,84,55,30,45,31,51,94,158,101,46,106,88
b4337,9,25,19,28,17,19,7,13,2,8,27,81,23,13,32,32
b4584,38,83,250,158,118,49,29,70,32,65,92,173,141,56,67,118
b4340,28,44,115,94,66,7,38,158,25,12,80,47,227,45,29,42
b4341,16,20,53,50,35,23,37,99,17,15,33,23,47,23,21,33
b4342,863,758,4092,2580,2124,570,985,964,944,1695,1491,11659,1727,1600,2672,4524
b4486,266,275,590,438,316,159,189,214,155,161,503,1874,444,283,285,652
b4345,242,594,245,303,111,277,114,98,101,169,681,639,155,150,375,227
b4346,869,2121,1273,1273,715,1094,532,493,562,633,2072,2178,1008,756,1303,883
b4347,14,27,19,42,12,13,8,29,9,7,54,17,11,22,18,19
b4348,1138,1613,1143,1512,677,710,401,370,415,373,2092,412,695,750,916,211
b4349,3517,4093,3834,5079,2299,2181,1610,1413,1580,1445,7127,2096,2852,2600,2472,836
b4350,1461,3060,7531,5059,4123,2102,1321,2170,1218,3351,2987,7515,4101,2880,5504,3821
b4351,141,310,807,447,566,181,100,241,111,164,256,723,544,246,290,470
b4352,3843,2894,3874,3583,2609,2404,435,1393,354,860,5953,9608,2856,2166,1224,5020
b4353,338,333,528,423,310,266,75,209,73,118,603,1327,368,274,187,691
b4354,5243,7170,6611,6866,3739,5053,785,2079,556,2227,9277,36184,4253,3621,3678,15406
b4355,141,133,41593,48210,26200,148,20332,13883,20229,143,205,528,27179,25652,195,289
b4356,23,30,127,97,58,30,20,38,25,29,61,237,50,51,48,89
b4357,20,19,761,541,415,14,45,128,64,164,22,446,234,430,249,261
b4358,4,7,32,16,14,6,4,25,9,8,9,23,15,9,12,22
b4359,384,460,1070,1077,542,280,570,417,531,303,975,815,644,575,653,408
b4360,491,541,738,638,372,326,387,263,375,237,1010,600,579,338,437,245
b4361,250,380,331,315,161,197,204,158,161,121,549,493,264,188,252,226
b4362,116,142,178,201,86,88,108,72,100,81,298,439,106,102,124,146
b4363,0,4,16,10,6,12,4,5,6,5,2,52,4,3,14,26
b4364,23,222,591,307,328,109,38,94,22,181,50,462,150,184,354,297
b4365,2,6,11,4,8,5,6,18,4,3,22,7,14,6,4,6
b4366,10,9,13,19,7,3,7,18,5,0,11,2,8,3,4,6
b4367,18,71,366,95,235,27,180,489,232,12,60,327,1143,51,24,214
b4567,1,23,98,38,43,13,17,82,11,9,7,37,104,33,28,29
b4371,337,342,269,321,166,260,196,151,197,97,575,308,195,170,197,148
b4372,333,329,241,318,164,230,216,94,262,99,626,535,195,178,242,234
b4373,453,612,418,426,232,326,320,129,292,191,1099,582,316,250,351,259
b4374,212,265,173,208,89,127,113,42,126,72,464,186,98,92,176,66
b4375,3966,5710,2988,4777,1796,2918,3378,1286,3391,1612,8539,2266,2526,2417,3450,1111
b4376,83,198,312,210,200,89,117,122,94,51,182,295,238,125,107,182
b4568,3,1,22,6,8,5,0,5,1,3,4,0,15,7,1,5
b4377,99,172,556,337,267,112,73,166,60,139,215,243,378,175,238,149
b4378,38,94,271,178,145,76,36,80,36,68,98,166,140,90,99,77
b4379,283,149,955,875,489,130,69,18,39,518,505,1013,62,637,609,437
b4380,678,768,8208,5293,4686,452,143,390,173,2974,1104,4598,874,3315,4393,2132
b4381,546,752,15039,14920,8406,603,2513,2578,2350,1427,1064,4585,5098,8031,2258,2439
