Synonym,DDB1__HMP3396_03_M1_5h_fixedVol__1,DDB1__HMP3396_03_M1_5h_fixedconc__1,DDB1__HMP3396_03_M2_72h_fixedVol__1,DDB1__HMP3396_03_M2_72h_fixedconc__1,DDB1__HMP3396_11_M1_5h_fixedconc__1,DDB1__HMP3396_11_M2_16h_fixedVol__1,DDB1__HMP3396_11_M2_16h_fixedconc__1,DDB1__HMP3397_03_M1_5h_fixedconc__1,DDB1__HMP3397_03_M2_72h_fixedVol__1,DDB1__HMP3397_03_M2_72h_fixedconc__1,DDB1__HMP3397_11_M1_5h_fixedconc__1,DDB1__HMP3397_11_M2_16h_fixedVol__1,DDB1__HMP3397_11_M2_16h_fixedconc__1,DDB1__HMP3427_03_M1_5h_fixedconc__1,DDB1__HMP3427_03_M2_72h_fixedVol__1,DDB1__HMP3427_03_M2_72h_fixedconc__1,DDB1__HMP3427_11_M1_5h_fixedVol__1,DDB1__HMP3427_11_M1_5h_fixedconc__1,DDB1__HMP3427_11_M2_16h_fixedVol__1,DDB1__HMP3427_11_M2_16h_fixedconc__1
b0011,1.615034525208027,2.0313083664887035,2.09633055238764,3.1600206492640455,1.6183298528177232,1.9154532007710827,2.561955859941197,1.6539363639652642,2.1484588540337493,2.4997358514680936,2.381175114845093,1.9614365007524446,2.7232713007554117,1.0620224666548927,3.1569486157545534,2.7010064162243457,1.6656678018067734,2.086768623221674,0.9785387886648554,2.580545315357223
b0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9744058727449532,0.0,0.0,1.0917638564975953,1.6785323642599008,0.0,0.0,0.0,0.0
b0014,11.61234243773505,11.59040352553915,11.722746920819056,11.858284401850673,11.615328017154887,11.302973703730816,11.704523307027804,11.682017443594054,11.961624632216475,11.951142541500241,11.643992738338001,11.655292849566443,11.324040958748002,11.67027110550063,11.888364394451477,11.753760880879835,11.723478784248742,11.68201383794131,11.521870065250363,11.526568321484179
b0015,9.391322053706972,9.38138203026583,9.602625120649256,9.72816432724537,9.400630287227598,9.138992491582814,9.419470899006335,9.394426538606233,9.85628715033019,9.77909849809783,9.402249462792975,9.43827057638476,9.139987013297958,9.395095445599322,9.794373870054395,9.63184592155912,9.49211791627935,9.388186985580809,9.448667567058711,9.43141695966321
b0016,8.116174290422949,7.942290546357651,8.160021223830638,8.208750305372096,8.077484580684207,7.875283913825956,7.903199430032374,7.984487040424495,8.292101063140628,8.229474225508845,8.039183171616864,7.9541786301647415,7.796659765178897,7.98517408730613,8.259569267047468,8.05051573301333,8.031839413173351,8.01497523159325,8.204825416206246,8.174625159469024
b4412,4.3645933258124945,3.359417420744227,5.167766236414615,4.818516084984181,4.134348489621667,4.414836983731137,5.017587577469637,3.552691209697241,4.433041933506169,5.166660803455625,4.069189502164404,4.199042038351633,4.298581336358004,4.508246552322223,5.421551512047168,4.991603515248698,4.200130641614911,3.563953473254892,4.482222940870711,4.316891422917058
b0018,4.3645933258124945,3.497294698359456,5.123256639546496,4.697625708752258,4.134348489621667,4.476023636127632,5.017587577469637,3.6789744724991476,4.578350758209112,5.166660803455625,4.069189502164404,4.2729044933284595,4.298581336358004,4.437578713484585,5.382957868242986,5.088112858515376,3.9185704644007577,3.563953473254892,4.4181792474966395,4.16491783486685
b0019,5.658684014187009,5.466906221212452,6.079295761355975,6.266450526594946,5.440918270452726,5.503258646927813,5.294973576696709,5.6851666872739886,6.098585304088592,5.915561228454287,5.686929315610041,5.375836652131446,5.225890026365987,5.642514915178687,6.404622151824719,5.993880666453527,5.67157388439695,5.635734984433165,4.912365281959117,4.994863742866844
b0020,4.798126271508197,4.898161763275892,5.616210245678951,5.220714688149212,4.955025110930384,4.53472051628351,4.973219880853715,4.906087180628585,5.3595899773166655,5.342499924410303,5.071439633098392,4.949991864390387,4.712407723985035,5.205519984608353,5.459139576307338,5.420192957812715,4.815450390025437,4.968747444223034,4.713266055445525,4.638766406573009
b0021,4.3645933258124945,4.431958955664405,4.29021455060359,4.930055028253008,4.8028406252992895,4.645401879881923,4.831291074111823,4.344984596206993,4.94285885007809,4.456226835672791,4.392018070605036,4.535501411418188,5.07416983039818,4.639975324437041,4.694299698694314,4.129914466351891,4.435611606745587,4.568985956036323,4.4181792474966395,4.6953417638071535
b0022,5.7444659434621155,5.466906221212452,4.822816648686412,5.701347564427091,5.508085449087483,5.842238875572959,5.432413677385,5.385131023647334,5.58270763101462,5.1191355605404745,5.498279439416977,5.59325701107435,5.880311943925806,5.578269238747734,5.217348088378564,5.3440610408935445,5.543022534652296,5.756221068550689,5.205835844233417,5.802147528456411
b0023,11.710198508523789,11.791033859420084,8.868245306620643,9.443314944664824,11.759696797442405,10.862039636187761,10.005797316326007,11.712332847700457,8.624658408452316,8.669665223981175,11.813867650074014,10.614605842982035,10.035930448984193,11.693676335663321,8.612182474556796,9.140731379151452,11.674456041518873,11.761093682583963,10.058769115016794,9.524135494542673
b0024,3.2098833330075762,3.6231369680496224,4.368574328870947,4.25889360878257,2.6265524862207417,3.7019259892406966,3.145371460768507,3.6789744724991476,4.271441321893826,5.166660803455625,3.388412799231462,3.1241055960868795,3.494853660964669,2.912101461629893,4.75600517643743,4.524202554873162,2.0904832728840352,2.906103789931234,3.131548183948917,3.901942438012506
b0025,8.23948223834386,8.196269539865034,7.560987530557689,8.069521356040807,8.071945676190392,7.501447054607122,7.534737811152346,8.118689436648378,7.7094380297614435,7.925421321172452,8.192368906321603,7.555949441327059,7.501852045269591,8.260626212055783,7.813821117542009,7.7522106622898175,8.043766496126944,8.238295823768645,7.432733544013317,7.4704610256901836
b0026,8.60317970108797,8.576760159026858,8.650293933162208,8.461720175810504,8.697102452127904,8.300108180290014,8.49205999923538,8.637271620598051,8.827270237547106,8.694197332801592,8.647144888970994,8.448340625392943,8.34878891000978,8.660333656037057,8.73601477785424,8.597230477921922,8.850475062150545,8.657305839912166,8.607914392150715,8.53387084293386
b0027,7.6593605859670655,7.35422036436234,7.527222090730245,7.299211493155877,7.588661809543581,7.115741190398534,7.201352480121185,7.617422637977057,7.542344117789618,7.148105505647761,7.540885899264001,7.177518702585123,6.946580245654527,7.48710398623625,7.480758694665724,7.245742571862882,7.860357038402802,7.565150939851826,7.541944632854075,7.060826584045795
b0028,7.622073667491928,7.270140624501039,6.983994623419316,7.246313789676842,7.441792237540508,7.115741190398534,7.101830099572347,7.450384735563211,7.291435773576982,7.217446336918045,7.581086142302465,7.098466877358849,6.93561502526105,7.469501257628755,7.022071277277794,7.102903031076007,7.748203375324138,7.54019360065729,7.391635467656077,7.204187009413765
b0029,7.320715505162967,7.240988699352783,6.9333310756297,7.09895097008877,7.433177363317736,6.757509865804052,6.938355294384556,7.423573315326501,7.204548408114783,6.985353585477305,7.302025963593767,6.926046693992362,6.856432278698421,7.300593412067698,6.683991309869668,7.007411336126738,7.46745055688601,7.2736702603604,7.116931803702275,6.9254786302333695
b0030,3.500285355056257,3.7388776148057614,4.368574328870947,4.49487341598467,3.366794056307055,4.645401879881923,5.060631430455891,3.6789744724991476,4.271441321893826,4.456226835672791,3.388412799231462,4.808142654709063,4.762908451594948,3.4317175291286492,4.491567544471578,4.7176351460108465,4.2829690746332245,3.6903243224811444,5.658037223366798,5.695239620749334
b0031,6.864664083278888,6.899222794060097,5.76848410513927,6.266450526594946,7.003567780300572,5.953989326131671,6.1020294799070856,7.09016950332328,5.998832295726561,5.97015414050807,7.10656079004104,6.158513295240327,6.052596845830055,7.175894215356736,5.982399311095107,5.720388061856588,7.0726974306156345,7.008461261622553,6.086663538925515,6.334613333997984
b0032,9.249372447049781,9.349869660246403,7.255476510342201,6.907808525867111,9.29047649409999,8.775126028376345,8.033148168304823,9.197478898237167,6.601980207859657,6.875232870687012,9.166311826976328,7.992942775672269,8.731360321154497,9.20075748809809,6.761255152248629,7.203278784810299,9.26132992410694,9.246229949048388,7.67806073442711,7.579687919457063
b0033,8.855349418163167,8.852075617240743,6.9461647334860634,6.13294084103066,8.92002621081889,8.475155186996458,7.6519639582240115,8.760229466263324,6.53233328126643,6.365916902756329,8.745935522350214,7.5410789588593765,8.452432202949117,8.779411141434148,6.3852266012731,6.795079544499304,8.88403382267473,8.750917191412261,7.269912535220599,7.280134022080751
b0034,4.212344360372003,4.5633734870292475,3.7018536004783145,3.8687587243175536,4.439752156820891,5.059345241755292,4.295671046417309,3.9025484142063602,3.7644357567451867,3.9037571074408595,4.594121521042014,3.951632381410346,4.549345109030093,4.437578713484585,4.255615032858415,4.300759446803712,3.4298464300915734,3.8065118995516722,3.959494717842338,4.749781981925096
b0035,1.0226125794007623,1.6128255238051088,2.42445763673867,2.138218844313496,1.6183298528177232,0.9441895236919805,1.9793106035660468,1.6539363639652642,1.7176604916083518,1.113670266471191,1.0373135235050202,1.9614365007524446,1.9266987631116064,1.6670804173093556,2.734812114751361,1.0707401672375845,1.0609482703977946,1.0584216571412968,1.9676872638588647,0.0
b0036,1.615034525208027,0.0,0.0,1.7084615934229013,0.0,0.9441895236919805,1.5665866326630646,1.0520370746536296,0.0,2.167314234158354,0.0,1.5507350928872694,0.9515486290719738,1.0620224666548927,1.706061547186557,1.6785323642599008,1.0609482703977946,1.0584216571412968,1.9676872638588647,1.5814298350413452
b0037,2.6224555995934806,2.6197080022851007,2.691609953776278,2.4689072365778406,2.3618772986218026,2.90086750526381,2.9758333398241352,2.0773682742019655,2.4797614764927536,2.7697237744760814,2.381175114845093,3.1241055960868795,3.233508854331835,2.912101461629893,2.466073248947543,2.926581026741294,2.6851579203640177,2.6810576762364997,2.5490143753228174,3.16521285563126
b0038,2.033787333329423,3.0364610031822443,2.09633055238764,3.1600206492640455,2.6265524862207417,2.90086750526381,2.9758333398241352,2.4043096704233893,3.1717819375435066,1.7346161163186713,2.646626118817511,3.1241055960868795,2.7232713007554117,2.092061640185704,2.135545948073655,3.1216081487771086,2.910313274099941,2.4142998815297343,2.7703664292183428,2.580545315357223
b0039,3.626151870737796,3.359417420744227,4.025821725514029,4.0769737571987985,3.6306462951159517,3.8009006472326314,4.061451878080305,4.002556425103143,3.7644357567451867,3.9037571074408595,3.388412799231462,3.7594556801841774,3.9948656966156495,3.812937273589005,3.3292322096629077,3.8284415822892606,3.276559051588307,3.6903243224811444,3.7672408178800194,3.6955460282301162
b0040,1.0226125794007623,0.0,1.064929658557556,0.0,0.0,0.0,0.0,0.0,1.1006501220011868,0.0,1.0373135235050202,0.0,0.0,0.0,1.0917638564975953,1.6785323642599008,0.0,0.0,0.0,0.9973513120355016
b0041,1.0226125794007623,0.0,1.064929658557556,0.0,0.0,1.5100582141231331,0.9862400883217375,1.0520370746536296,1.1006501220011868,1.7346161163186713,1.0373135235050202,1.5507350928872694,0.9515486290719738,1.0620224666548927,0.0,1.0707401672375845,1.0609482703977946,1.662343886008816,0.9785387886648554,0.9973513120355016
b0042,1.0226125794007623,0.0,0.0,0.0,1.025097585068072,0.0,0.9862400883217375,0.0,1.7176604916083518,0.0,1.0373135235050202,0.0,0.9515486290719738,1.0620224666548927,0.0,1.0707401672375845,0.0,1.0584216571412968,0.9785387886648554,0.9973513120355016
b0043,0.0,1.0209475538069952,0.0,0.0,0.0,0.0,0.0,0.0,1.1006501220011868,1.7346161163186713,0.0,0.9744058727449532,0.0,0.0,1.0917638564975953,0.0,0.0,0.0,0.9785387886648554,0.0
b0044,0.0,0.0,0.0,0.0,0.0,0.0,0.9862400883217375,0.0,1.1006501220011868,0.0,1.0373135235050202,1.5507350928872694,0.0,0.0,0.0,0.0,1.0609482703977946,1.0584216571412968,2.2874352246568734,1.5814298350413452
b0045,0.0,1.0209475538069952,1.064929658557556,1.0936012253760974,0.0,0.0,0.0,0.0,1.1006501220011868,0.0,1.0373135235050202,0.9744058727449532,1.519992201930306,0.0,1.0917638564975953,1.6785323642599008,0.0,0.0,0.9785387886648554,0.9973513120355016
b0046,3.500285355056257,3.9457498791866867,4.29021455060359,3.8687587243175536,3.6306462951159517,3.8009006472326314,3.6749334140047214,4.002556425103143,3.7644357567451867,3.7869623392834564,4.069189502164404,4.038902317453683,3.90777637480511,3.812937273589005,4.255615032858415,4.591603168906301,4.200130641614911,4.107669212932658,3.959494717842338,3.6955460282301162
b0047,3.362378967892403,3.2069573854866795,3.7018536004783145,3.4862698462351065,3.214245483202751,3.219860681768189,3.55963488766872,3.552691209697241,3.7644357567451867,3.659872798879503,3.6526499635247154,3.2755266374777223,3.0826310620440514,3.4317175291286492,3.8655363175555806,3.712113504880419,3.8110217671492723,3.563953473254892,3.6605662861659907,3.5801028520691025
b0048,6.59899491270224,6.76912889962866,5.679061226819227,6.554481091073618,6.678628439189938,6.395228886202862,6.182178275288644,6.715964489115887,6.496207001603579,5.887470013886678,6.5486123177745235,6.424673646353359,6.394399707724576,6.612046008003814,5.982399311095107,6.202294474116189,6.287757970646579,6.416955245994912,6.400201517345137,6.184595076529423
b0049,6.487311723318422,6.170292466345633,6.601428703684799,6.554481091073618,6.352927426403125,5.975337002967866,6.081276698469532,6.386398360431753,6.652094057354814,6.5202409240202455,6.376557403618972,6.138894218252128,6.169524393326245,6.495123058160978,6.635565460362461,6.202294474116189,6.610004760774118,6.416955245994912,6.086663538925515,6.2042228999875295
b0050,7.752023898379874,7.7138196432726645,7.501369072773508,7.502359679875754,7.888756178426168,7.329757102908879,7.488200067982112,7.731120303076369,7.801129803330401,7.717757550407277,7.867778503986541,7.440494692281947,7.509266820663,7.8556505920377555,7.560739409381291,7.645243721100456,7.740895635089705,7.868946839465486,7.10680974794916,7.36976918332912
b0051,7.731162214190337,7.855194253817222,7.30613255874973,7.319839191009921,7.93220177660509,7.600942444702187,7.415451615882017,7.752822818473475,7.412679392544252,7.407466834669047,7.9251242890763764,7.510870111220667,7.441120627023088,7.869138911803497,7.443736932377575,7.494921583167501,8.013761843474018,7.914975248596624,7.366402653554671,7.24266021272756
b0052,7.393333247846832,7.5170983701943275,6.500635816281832,7.09895097008877,7.484111459545613,6.757509865804052,6.842950998811549,7.485375386593247,6.53233328126643,6.62603300462373,7.573135207903889,6.831438106381499,6.784920832951262,7.547075278832247,6.715395112771158,6.546013186310633,7.511060763099705,7.597769675292396,6.790028559225519,6.6951885465083905
b0053,8.330136787260216,8.191198043701732,8.224650642826633,8.443037103335701,8.362495138100698,7.979323913718408,8.201259425676996,8.368728344566364,8.31301962317676,8.26265900062909,8.335547092565651,7.998396454206509,8.036202736662075,8.392573999546395,8.362338063736196,8.192960235579568,8.545357271022139,8.352609323733601,8.237665422786872,8.144463575938008
b0054,8.353075832507924,8.255776364890247,8.015292485354033,8.129174486593394,8.29753261128018,7.763153874879466,7.842831701497512,8.410289936127413,7.981812018453594,8.189768545067196,8.368078213347435,7.74300220161735,7.832568800458894,8.460978435758985,8.035297276477104,8.020257858369805,8.343044032852266,8.418001494003075,7.833457246245416,7.865085172591091
b0055,5.716434896207994,5.325945820371667,5.37178575022549,5.985804138315803,5.721231876596481,5.503258646927813,4.973219880853715,5.559448552283545,5.547836104058158,5.499216919511424,5.74470236268833,5.1197344709583295,5.07416983039818,5.288172967000853,5.759507282196165,5.304433507510638,5.474179513791616,5.7848334776069645,5.481269512773612,5.2427650485460795
b0056,5.798945216785222,5.684631231296717,5.906209126927932,5.850575321872387,5.633709046347939,5.412268181183922,5.399261563247832,5.800802330480028,5.946244120122105,5.799757419575635,5.800250679122306,5.534407111295221,5.575837961115259,5.900727816753606,5.531499467092358,6.158512501780243,5.50901161965275,5.867415788937275,5.315375866794106,5.352379312171196
b0057,6.044185632838705,6.595747903217085,5.982944963139386,5.850575321872387,6.352927426403125,5.746155172327855,5.294973576696709,6.895788569131469,6.191884849586144,5.887470013886678,6.515803817039022,5.807236849345966,6.011415795742305,6.720199259076834,5.566362423616452,5.968749766429283,6.327329405871775,6.572748831323947,5.002477344182444,5.749683621556609
b0058,5.851441876128911,6.018224263421255,5.739288030755915,5.850575321872387,5.776763207753031,5.532356712969149,5.8308099522379555,5.828318934476164,5.58270763101462,5.858820945414478,5.6571513982580495,5.4730541621610636,5.631257680049228,6.050314102003252,5.666164668386098,5.720388061856588,5.67157388439695,5.697235454364048,5.79041350343233,5.852770330799827
b0059,6.173527853804503,6.018224263421255,5.957817138119329,5.669556101024099,6.1575813533346855,6.135618477136108,6.142660388442015,6.054865503866808,6.074286189832426,5.829591416888891,6.1811692378745535,6.015223325989068,6.011415795742305,6.119666414285628,5.875253540571529,5.779391758355613,6.205202063160823,6.090099964242549,6.023497781760505,5.972061990864398
b0060,4.435088014590174,4.361471869801938,5.029893152093153,5.130182219769785,4.439752156820891,4.476023636127632,4.497122991469721,4.344984596206993,4.995568338584572,5.0191136700636845,4.529848899984679,4.343168838258239,4.660074922270663,4.202080861965774,5.260566608596354,4.991603515248698,4.361308168630003,4.501632515784785,4.280874985306281,4.316891422917058
b0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0064,5.172896218956733,5.169706375221482,5.932243885103809,5.082692409221802,5.406124421707508,4.53472051628351,4.558472999807908,5.186818687951381,5.475457749770618,5.738172247030337,5.281196801482687,4.856991885855972,4.549345109030093,5.2474383005870555,5.729059208710467,5.808012675859658,5.022490724733646,5.198789166111617,5.572359007208606,5.387141645818621
b0065,5.567477278802668,5.210380926583986,5.409342705856249,5.669556101024099,5.474892710086058,5.211019932103803,5.1825554116005,5.492227343850969,5.805721390054199,5.640565848403077,5.357245350395808,5.159223395383257,5.15202345590535,5.117842438208832,5.847175865161318,5.808012675859658,5.245430283655304,5.321042908322333,5.601487445016788,5.421086036688299
b0066,4.435088014590174,3.7388776148057614,1.064929658557556,1.0936012253760974,4.134348489621667,2.710315148138906,2.561955859941197,4.183906301185202,2.9758279864181514,2.4997358514680936,4.156917246925742,2.9549078296413867,3.494853660964669,4.284925551997605,0.0,2.104850651186676,4.112244376097836,3.6903243224811444,2.5490143753228174,2.580545315357223
b0067,3.362378967892403,3.497294698359456,1.064929658557556,1.0936012253760974,3.366794056307055,2.4907083074987986,2.2998487985261375,3.414284310844989,1.7176604916083518,1.7346161163186713,3.768589513485281,2.2807566714500664,1.519992201930306,3.5702884954299976,1.0917638564975953,0.0,3.694805122424863,3.4254413429665824,1.556276016186703,1.9960251422657613
b0068,5.043494739684975,5.210380926583986,3.4367762757242764,3.4862698462351065,5.1776507172848625,3.8935189839867532,4.061451878080305,5.269442475150886,3.1717819375435066,3.3662015080640697,5.159034725764052,4.038902317453683,4.228434108840466,5.288172967000853,2.961265384849419,2.7010064162243457,5.115839527351314,5.397144720796085,3.131548183948917,3.6955460282301162
b0069,4.627996461089451,4.5633734870292475,5.029893152093153,4.7593367750474265,4.50697240196678,4.414836983731137,4.497122991469721,4.5571996196184505,4.888150331349687,4.911637242922671,4.7713604016585816,4.410169403846073,4.490620985562283,4.760676193208707,4.872021733006053,5.221755484912964,4.506274893044139,4.568985956036323,4.713266055445525,4.0824730305076145
b4662,8.16365831889287,9.155263456939519,7.770310447750176,7.874160718902184,8.517233378058247,7.725853921584378,7.747262212878891,9.099248639950803,8.11879662852545,7.904548546436147,8.841705813668971,7.3998610530918425,8.223660268077658,9.425084466852699,7.991075000650902,8.21983598381908,8.798626262208682,9.094490792278178,5.572359007208606,6.877385817953445
b0070,4.502297986395956,4.431958955664405,4.822816648686412,5.082692409221802,4.439752156820891,4.53472051628351,4.433047782568533,4.5571996196184505,4.8312851565633705,4.733734074744524,4.392018070605036,4.474195984071334,4.228434108840466,4.575613893301838,4.694299698694314,4.453498101299505,4.506274893044139,4.568985956036323,4.129115396398394,4.6953417638071535
b0071,8.772692435189166,8.713920147384353,8.536095688240826,8.273630184661839,8.704280659654898,7.479203640113904,7.330069907324144,8.735008871271274,8.560504061606716,8.432669574664182,8.78087352514239,7.234088750514436,7.353207395483198,8.717376743515743,8.430154583227067,8.49532346682081,8.784479325144371,8.714198279473703,8.146728395771076,8.044566346924338
b0072,8.855349418163167,8.822861828054348,8.748805611729079,8.093679392859409,8.757008119426988,7.530581315347988,7.267146240912144,8.912614112800107,8.624658408452316,8.62357672730474,8.851599744489937,7.340979881908624,7.683236780885298,8.814693583734943,8.552573258326657,8.617584367327034,8.863992383643367,8.743647793057146,8.287806708949157,8.134267941484552
b0073,8.776091256870838,8.637679108025432,8.519017915141202,8.05728892637907,8.660665702798038,7.464181856331047,7.347555283233104,8.735008871271274,8.43730662214797,8.4898400663943,8.691888961614126,7.067668821143143,7.494398964454076,8.683422241781685,8.372223505624259,8.51715586271007,8.677542400946374,8.540513876532334,8.223682568165158,8.092749222021206
b0074,8.353075832507924,8.289387936658775,8.266182508915694,7.994520900005,8.321070729794435,7.304678062351916,6.753961175339689,8.419365472689938,8.33363920156728,8.398243019911035,8.30226547693866,6.717016166427855,7.409768507863259,8.315847229881701,8.22179795028778,8.28236580875837,8.28393325315064,8.243458939129125,7.67806073442711,7.756273463832111
b0075,7.969506854426203,8.438078412720104,5.167766236414615,6.894118248752248,8.003765068586896,5.975337002967866,4.295671046417309,8.47265148769402,5.547836104058158,4.112313566498974,8.248363353246472,5.534407111295221,5.925350055428436,8.305962984573977,5.531499467092358,5.890618618827033,8.458921947204221,8.532099763964466,5.712453756670035,5.549399620912377
b0076,1.615034525208027,2.0313083664887035,3.7018536004783145,4.170799233977275,1.025097585068072,2.2315647008873802,2.783685527267625,2.4043096704233893,3.344275270516507,3.659872798879503,2.0556145158644537,2.542049838425071,2.503281938631443,2.092061640185704,4.33862820812164,3.5855764135982113,1.0609482703977946,2.086768623221674,2.2874352246568734,2.580545315357223
b4726,1.0226125794007623,0.0,0.0,1.7084615934229013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0077,7.90266672344284,7.809591535254977,6.079295761355975,6.085543257143336,7.907536148105002,6.017107455784428,6.294624715348958,8.008741560581724,6.169119503667083,6.445141421131359,7.918863946230598,6.358358944888845,6.032153252506589,7.95386698679019,6.365566740079001,5.9171352692380275,7.945469222936692,7.9658415003813055,6.725340530076739,6.8149237228448465
b0078,8.09455799766533,8.080358384558982,6.483130500591747,6.501292589046654,7.91374220270415,6.379301795802404,6.448394768617053,8.20519114003657,6.341913117758455,6.659640615441433,8.106835051868773,6.341292793372983,6.169524393326245,8.21381837567364,6.46129170367394,6.306267035085292,8.078967293857247,8.091412127457321,6.751564816658965,6.889560153617387
b0080,6.629378357772379,6.595747903217085,7.265751010987253,7.191402479768014,6.663976619491667,6.7073599294523945,6.753961175339689,6.671078419094137,7.135766705046524,7.159896231465713,6.841211387311056,6.819163584362448,6.588904155267215,6.690116716136428,7.187966696562189,7.203278784810299,6.873251590996615,6.652543369397275,7.223825083441197,7.082199651886403
