Geneid,DDB-I-SF-S1-001-A4-RNAseq2_S1,DDB-PD-003-AMBR-R15--S07-RNAseq_S3,DDB-PD-004-AMBR-R3--S10-RNAseq2_S5,DDB-PD-004-AMBR-R7--S07-RNAseq2_S4,DDB-PD-005-AMBR-2--S07-RNAseq_S10,DDB-PD-005-AMBR-3--S07-RNAseq_S11,DDB-PD-005-AMBR-5--S02-RNAseq_S12,DDB-PD-005-AMBR-6--S07-RNAseq_S7,DDB-PD-005-AMBR-7--S02-RNAseq_S13,DDB-PD-005-AMBR-7--S07-RNAseq_S8,DDB-PD-005-AMBR-8--S02-RNAseq_S9,DDB-PD-009-AMBR-R5--S10-RNAseq2_S6,DDB-PD-009-AMBR-R9--S10-RNAseq_S2
b0001,10.296718445660105,8.400254899318893,8.508559659037674,8.087345016689936,8.558292513292772,8.750420689259405,9.193598439876244,8.360256778195996,9.519098709942197,8.363806734505586,9.094663871342632,8.793461576363944,8.90525166898713
b0002,10.811532787636228,7.748652547797192,8.402688436076394,8.009795182383563,7.339215775343657,7.616026033821376,9.467940957147785,7.656747344030564,9.390320106737114,7.999266183672842,9.30695728549735,8.142083741082637,8.63918246990641
b0003,9.764086471743436,7.247447872184723,7.783306759176941,7.550443589285323,6.607099524166831,7.288270567510516,8.561785632801257,7.050115027246132,8.501680809267329,7.425735189302497,8.370468914654339,7.342121330772441,7.814156156572439
b0004,10.129429393420303,8.004870504173278,8.399981992937525,8.282152451604915,7.519151413704264,8.347297139305038,9.456954230238539,7.818036648752976,9.317387929244308,8.179335458650614,9.547210105705597,8.282154906139217,8.558953513461176
b0005,4.758491590853199,2.5876784167852187,3.0971178939666557,2.0283191450930578,2.253713321097026,2.252611888239114,4.113405740202207,2.066424080166504,3.9298613944619945,2.209453758448612,3.5916911633777175,1.874958457198374,2.9511795846436395
b0006,6.32407628174305,5.535239383601617,5.31552803972185,5.825597761015793,5.53921811197086,5.587537678837294,6.1738437598607865,5.548592267389571,6.044664298774492,5.350972085023719,6.162989639868422,5.616391669868782,5.412417632081469
b0007,3.6619531361675546,3.2601279508299914,2.8750992182755093,3.0431899617968217,3.3024145290950937,3.2199396769770945,3.1437896739826123,3.1060503114683464,3.1016917492312164,3.354583901860027,3.483178865343956,2.9474458695419345,2.8730068479198283
b0008,10.525744446414707,9.619343652281842,9.97612282268482,9.815996984158298,9.689305279796745,9.546860111148703,10.164114969411738,9.639506474926062,10.087168595760438,9.775023701872966,10.194529564519101,9.90736419593176,10.071904982061127
b0009,5.613668488164939,5.681112258694586,5.897980251633733,5.54833268825855,5.549953169189172,5.706431282544101,5.950501747550473,5.689205793598739,5.79593428950089,5.717925163638121,5.815601929171381,5.629718394986873,5.5492849933514385
b0010,4.380689545770574,4.852513439819402,4.582502799875587,4.810542590361723,4.823287202073138,4.974114825731407,4.718517663513934,4.81454895009303,4.734190736516339,4.837743537522904,4.758132734954841,4.8727750077366485,4.505912459574473
b0011,2.4641474431940895,1.684737152469339,2.4331959366168125,2.473591729822193,1.8532064402661352,2.1953834920114272,2.0749732256043276,1.8245926039895346,1.9237897522254928,1.6373923743033683,1.7222398099084018,2.114128223133745,1.9263939038153597
b0012,0.8144101899562931,0.2526627582275498,0.24455650772687257,0.27391901028041044,0.4687277770995022,0.21954313027077743,0.7650155294022641,0.0,0.0,0.5291269964509717,0.707897820643663,0.49323480107630713,0.0
b0013,0.541165330982289,0.5453454051735951,1.2203580441474655,1.7040522378059202,0.7578761619540042,0.8391139019522882,0.7043846066778133,1.2412041168610592,1.471643027922082,0.6151025347622664,1.7138366667315446,0.7938338064419309,0.33331093923264765
b0014,9.031974056525094,9.831980853604946,9.365564494253526,9.98763125696598,9.81982165823337,9.525797422945008,9.519720096157027,10.366537149178834,9.576738994475825,9.955715887965166,9.530578462182312,9.198384425082677,9.313426166999363
b0015,7.616582854252682,8.38166502990792,8.002046601065208,8.513050716904031,8.414601315570442,8.080344078183487,8.070657374966515,8.709184329516173,8.063396455458417,8.424707839062153,7.9816971854660554,7.8946674773579275,7.774560843575946
b0016,5.33986051133925,5.599089516216741,5.571149663562406,5.841268010821282,5.510614458548666,5.4661779186179364,5.5812869726246195,5.68998442705902,5.632631172909785,5.587249819983317,5.566045111908255,5.435307951775051,5.347693794924393
b0018,3.0808566312390826,4.387732250132527,3.9966608407563173,3.9557468065498522,3.5975726209475867,3.914021302621033,2.3352719540321916,3.822979678088033,2.6599535207223,3.9723977277927203,0.983517260467233,3.921193910806049,3.9102223165099494
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,5.765246836264601,6.022538184905957,5.6725644831538,6.026232751550998,5.93526067654744,6.052456469841801,5.272232579161547,5.994422825736695,5.946144048490337,6.064627594143646,5.535179702350019,4.94440116127282,5.340076655493128
b0020,5.781847926696354,5.405226491768683,5.265177030666205,5.682564766221362,5.63522417597539,5.600602707838427,5.451844606798222,5.477390800836031,5.888059317483676,5.457405831927093,5.445796651578343,5.101959311958513,4.9034770689646745
b0021,2.524731981068325,1.9829811397431967,2.818943910876677,1.9345864280303287,2.394253450144961,2.0600102121434594,2.382684780467823,1.8725549164274495,1.9448839154852022,1.94418950797721,2.3993353084356315,2.1818542568265538,4.022013286031976
b0022,3.6653801747848975,3.33628537188303,4.025763530773264,3.499391491091193,4.456497894136173,3.5495119559459454,4.553080962346668,3.215951960749351,4.306985918975134,3.26029616747238,4.565552822530477,4.746212447434909,5.462563539509328
b0023,11.547183129609685,10.847662132870312,10.624720035734597,10.342671519010162,10.548628280973016,10.422057343181274,11.529193424394576,10.654257400163248,11.536244074231503,10.54955356348696,10.656485149924366,10.374624947211789,10.833767520090069
