,regulator,gene_name,gene_id,effect,ev_level,source
6324,RpoD,fdnI,b1476,+,1.0,RegulonDB_sigma
6325,RpoD,fnr,b1334,+,1.0,RegulonDB_sigma
6326,RpoD,fmt,b3288,+,1.0,RegulonDB_sigma
6327,RpoD,flu,b2000,+,1.0,RegulonDB_sigma
6328,RpoD,fliZ,b1921,+,1.0,RegulonDB_sigma
6329,RpoD,fliR,b1950,+,1.0,RegulonDB_sigma
6330,RpoD,fliQ,b1949,+,1.0,RegulonDB_sigma
6331,RpoD,fliP,b1948,+,1.0,RegulonDB_sigma
6332,RpoD,fliO,b1947,+,1.0,RegulonDB_sigma
6333,RpoD,fliN,b1946,+,1.0,RegulonDB_sigma
6334,RpoD,fliM,b1945,+,1.0,RegulonDB_sigma
6335,RpoD,fliL,b1944,+,1.0,RegulonDB_sigma
6336,Crp,fis,b3261,?,1.0,RegulonDB_TF
6337,RpoD,fliA,b1922,+,1.0,RegulonDB_sigma
6338,RpoD,flhD,b1892,+,1.0,RegulonDB_sigma
6339,RpoD,flhC,b1891,+,1.0,RegulonDB_sigma
6340,RpoD,fnrS,b4699,+,1.0,RegulonDB_sigma
6341,Crp,flhC,b1891,+,1.0,RegulonDB_TF
6342,RpoD,focA,b0904,+,1.0,RegulonDB_sigma
6343,Crp,fbaA,b2925,+,1.0,RegulonDB_TF
6344,RpoD,ftsH,b3178,+,1.0,RegulonDB_sigma
6345,RpoD,ftsA,b0094,+,1.0,RegulonDB_sigma
6346,RpoD,ftnB,b1902,+,1.0,RegulonDB_sigma
6347,RpoD,ftnA,b1905,+,1.0,RegulonDB_sigma
6348,Crp,fadD,b1805,+,1.0,RegulonDB_TF
6349,RpoD,frsA,b0239,+,1.0,RegulonDB_sigma
6350,RpoD,frr,b0172,+,1.0,RegulonDB_sigma
6351,RpoD,frlR,b3375,+,1.0,RegulonDB_sigma
6352,RpoD,frdD,b4151,+,1.0,RegulonDB_sigma
6353,RpoD,frdC,b4152,+,1.0,RegulonDB_sigma
6354,RpoD,frdB,b4153,+,1.0,RegulonDB_sigma
6355,RpoD,frdA,b4154,+,1.0,RegulonDB_sigma
6356,RpoD,frc,b2374,+,1.0,RegulonDB_sigma
6357,Crp,fadL,b2344,+,1.0,RegulonDB_TF
6358,RpoD,folK,b0142,+,1.0,RegulonDB_sigma
6359,RpoD,folA,b0048,+,1.0,RegulonDB_sigma
6360,Crp,flhD,b1892,+,1.0,RegulonDB_TF
6361,Crp,focA,b0904,+,1.0,RegulonDB_TF
6362,Crp,fucI,b2802,+,1.0,RegulonDB_TF
6363,Crp,fumC,b1611,+,1.0,RegulonDB_TF
6364,Crp,fur,b0683,+,1.0,RegulonDB_TF
6365,Crp,gabD,b2661,+,1.0,RegulonDB_TF
6366,RpoD,fes,b0585,+,1.0,RegulonDB_sigma
6367,RpoD,fepG,b0589,+,1.0,RegulonDB_sigma
6368,RpoD,fepE,b0587,+,1.0,RegulonDB_sigma
6369,RpoD,fepD,b0590,+,1.0,RegulonDB_sigma
6370,RpoD,fepC,b0588,+,1.0,RegulonDB_sigma
6371,RpoD,fepB,b0592,+,1.0,RegulonDB_sigma
6372,RpoD,fepA,b0584,+,1.0,RegulonDB_sigma
6373,Crp,gabP,b2663,+,1.0,RegulonDB_TF
6374,Crp,gabT,b2662,+,1.0,RegulonDB_TF
6375,RpoD,feaR,b1384,+,1.0,RegulonDB_sigma
6376,RpoD,feaB,b1385,+,1.0,RegulonDB_sigma
6377,RpoD,fdx,b2525,+,1.0,RegulonDB_sigma
6378,RpoD,fhuF,b4367,+,1.0,RegulonDB_sigma
6379,RpoD,fimA,b4314,+,1.0,RegulonDB_sigma
6380,RpoD,fimB,b4312,+,1.0,RegulonDB_sigma
6381,RpoD,fimC,b4316,+,1.0,RegulonDB_sigma
6382,Crp,fucK,b2803,+,1.0,RegulonDB_TF
6383,Crp,fucP,b2801,+,1.0,RegulonDB_TF
6384,Crp,fucR,b2805,+,1.0,RegulonDB_TF
6385,Crp,fucU,b2804,+,1.0,RegulonDB_TF
6386,RpoD,fldB,b2895,+,1.0,RegulonDB_sigma
6387,RpoD,fixX,b0044,+,1.0,RegulonDB_sigma
6388,RpoD,fixC,b0043,+,1.0,RegulonDB_sigma
6389,RpoD,dgcZ,b1535,+,1.0,RegulonDB_sigma
6390,RpoD,fixB,b0042,+,1.0,RegulonDB_sigma
6391,Crp,fumA,b1612,+,1.0,RegulonDB_TF
6392,RpoD,fimI,b4315,+,1.0,RegulonDB_sigma
6393,RpoD,fimH,b4320,+,1.0,RegulonDB_sigma
6394,RpoD,fimG,b4319,+,1.0,RegulonDB_sigma
6395,RpoD,fimF,b4318,+,1.0,RegulonDB_sigma
6396,RpoD,fimE,b4313,+,1.0,RegulonDB_sigma
6397,RpoD,fimD,b4317,+,1.0,RegulonDB_sigma
6398,RpoD,fixA,b0041,+,1.0,RegulonDB_sigma
6399,PhoP,yrbL,b3207,+,1.0,RegulonDB_TF
6400,RpoD,dgcT,b1025,+,1.0,RegulonDB_sigma
6401,RpoD,deoD,b4384,+,1.0,RegulonDB_sigma
6402,RpoD,clpP,b0437,+,1.0,RegulonDB_sigma
6403,RpoD,clpB,b2592,+,1.0,RegulonDB_sigma
6404,RpoD,clpA,b0882,+,1.0,RegulonDB_sigma
6405,RpoD,cirA,b2155,+,1.0,RegulonDB_sigma
6406,RpoD,chpS,b4224,+,1.0,RegulonDB_sigma
6407,RpoD,chpB,b4225,+,1.0,RegulonDB_sigma
6408,Crp,glnA,b3870,?,1.0,RegulonDB_TF
6409,RpoD,chiX,b4585,+,1.0,RegulonDB_sigma
6410,RpoD,chiA,b3338,+,1.0,RegulonDB_sigma
6411,RpoD,cfa,b1661,+,1.0,RegulonDB_sigma
6412,Crp,glnG,b3868,?,1.0,RegulonDB_TF
6413,Crp,glnL,b3869,?,1.0,RegulonDB_TF
6414,RpoD,cdd,b2143,+,1.0,RegulonDB_sigma
6415,RpoD,ccp,b3518,+,1.0,RegulonDB_sigma
6416,RpoD,ccmH,b2194,+,1.0,RegulonDB_sigma
6417,RpoD,clpX,b0438,+,1.0,RegulonDB_sigma
6418,RpoD,ccmG,b2195,+,1.0,RegulonDB_sigma
6419,RpoD,cmk,b0910,+,1.0,RegulonDB_sigma
6420,RpoD,cobS,b1992,+,1.0,RegulonDB_sigma
6421,RpoD,crr,b2417,+,1.0,RegulonDB_sigma
6422,RpoD,crp,b3357,+,1.0,RegulonDB_sigma
6423,Crp,gcvT,b2905,+,1.0,RegulonDB_TF
6424,Crp,glaH,b2659,+,1.0,RegulonDB_TF
6425,Crp,glgA,b3429,+,1.0,RegulonDB_TF
6426,RpoD,cpxQ,b4716,+,1.0,RegulonDB_sigma
6427,RpoD,cpxP,b4484,+,1.0,RegulonDB_sigma
6428,Crp,glgC,b3430,+,1.0,RegulonDB_TF
6429,RpoD,cpdB,b4213,+,1.0,RegulonDB_sigma
6430,Crp,glgP,b3428,+,1.0,RegulonDB_TF
6431,RpoD,copA,b0484,+,1.0,RegulonDB_sigma
6432,RpoD,codB,b0336,+,1.0,RegulonDB_sigma
6433,RpoD,codA,b0337,+,1.0,RegulonDB_sigma
6434,RpoD,cobU,b1993,+,1.0,RegulonDB_sigma
6435,RpoD,cobT,b1991,+,1.0,RegulonDB_sigma
6436,RpoD,coaD,b3634,+,1.0,RegulonDB_sigma
6437,RpoD,csgD,b1040,+,1.0,RegulonDB_sigma
6438,RpoD,ccmF,b2196,+,1.0,RegulonDB_sigma
6439,RpoD,ccmD,b2198,+,1.0,RegulonDB_sigma
6440,RpoD,caiB,b0038,+,1.0,RegulonDB_sigma
6441,RpoD,caiA,b0039,+,1.0,RegulonDB_sigma
6442,RpoD,cadC,b4133,+,1.0,RegulonDB_sigma
6443,RpoD,cadB,b4132,+,1.0,RegulonDB_sigma
6444,RpoD,cadA,b4131,+,1.0,RegulonDB_sigma
6445,RpoD,btuF,b0158,+,1.0,RegulonDB_sigma
6446,RpoD,btuE,b1710,+,1.0,RegulonDB_sigma
6447,RpoD,btuD,b1709,+,1.0,RegulonDB_sigma
6448,RpoD,btuB,b3966,+,1.0,RegulonDB_sigma
6449,RpoD,bssS,b1060,+,1.0,RegulonDB_sigma
6450,RpoD,bluR,b1162,+,1.0,RegulonDB_sigma
6451,RpoD,bluF,b1163,+,1.0,RegulonDB_sigma
6452,Crp,glpA,b2241,+,1.0,RegulonDB_TF
6453,Crp,glpB,b2242,+,1.0,RegulonDB_TF
6454,Crp,glpC,b2243,+,1.0,RegulonDB_TF
6455,RpoD,caiC,b0037,+,1.0,RegulonDB_sigma
6456,RpoD,ccmE,b2197,+,1.0,RegulonDB_sigma
6457,RpoD,caiD,b0036,+,1.0,RegulonDB_sigma
6458,RpoD,caiF,b0034,+,1.0,RegulonDB_sigma
6459,RpoD,ccmC,b2199,+,1.0,RegulonDB_sigma
6460,RpoD,ccmB,b2200,+,1.0,RegulonDB_sigma
6461,RpoD,ccmA,b2201,+,1.0,RegulonDB_sigma
6462,RpoD,cbl,b1987,+,1.0,RegulonDB_sigma
6463,RpoD,casE,b2756,+,1.0,RegulonDB_sigma
6464,RpoD,casD,b2757,+,1.0,RegulonDB_sigma
6465,RpoD,casC,b2758,+,1.0,RegulonDB_sigma
6466,RpoD,casB,b2759,+,1.0,RegulonDB_sigma
6467,RpoD,casA,b2760,+,1.0,RegulonDB_sigma
6468,RpoD,cas2,b2754,+,1.0,RegulonDB_sigma
6469,RpoD,cas1,b2755,+,1.0,RegulonDB_sigma
6470,RpoD,carB,b0033,+,1.0,RegulonDB_sigma
6471,RpoD,carA,b0032,+,1.0,RegulonDB_sigma
6472,RpoD,can,b0126,+,1.0,RegulonDB_sigma
6473,RpoD,caiT,b0040,+,1.0,RegulonDB_sigma
6474,RpoD,caiE,b0035,+,1.0,RegulonDB_sigma
6475,RpoD,csgE,b1039,+,1.0,RegulonDB_sigma
6476,RpoD,csgF,b1038,+,1.0,RegulonDB_sigma
6477,RpoD,csgG,b1037,+,1.0,RegulonDB_sigma
6478,RpoD,dapB,b0031,+,1.0,RegulonDB_sigma
6479,RpoD,dapA,b2478,+,1.0,RegulonDB_sigma
6480,RpoD,damX,b3388,+,1.0,RegulonDB_sigma
6481,RpoD,dam,b3387,+,1.0,RegulonDB_sigma
6482,RpoD,dadX,b1190,+,1.0,RegulonDB_sigma
6483,RpoD,dadA,b1189,+,1.0,RegulonDB_sigma
6484,Crp,gcd,b0124,-,1.0,RegulonDB_TF
6485,RpoD,cytR,b3934,+,1.0,RegulonDB_sigma
6486,RpoD,cysW,b2423,+,1.0,RegulonDB_sigma
6487,Fnr,cydB,b0734,?,1.0,RegulonDB_TF
6488,Crp,gcvH,b2904,+,1.0,RegulonDB_TF
6489,RpoD,cysP,b2425,+,1.0,RegulonDB_sigma
6490,RpoD,cysN,b2751,+,1.0,RegulonDB_sigma
6491,RpoD,cysM,b2421,+,1.0,RegulonDB_sigma
6492,RpoD,cysK,b2414,+,1.0,RegulonDB_sigma
6493,RpoD,dapD,b0166,+,1.0,RegulonDB_sigma
6494,RpoD,cysJ,b2764,+,1.0,RegulonDB_sigma
6495,RpoD,dapE,b2472,+,1.0,RegulonDB_sigma
6496,RpoD,dctA,b3528,+,1.0,RegulonDB_sigma
6497,RpoD,deoC,b4381,+,1.0,RegulonDB_sigma
6498,RpoD,deoB,b4383,+,1.0,RegulonDB_sigma
6499,RpoD,deoA,b4382,+,1.0,RegulonDB_sigma
6500,RpoD,degS,b3235,+,1.0,RegulonDB_sigma
6501,RpoD,degQ,b3234,+,1.0,RegulonDB_sigma
6502,RpoD,def,b3287,+,1.0,RegulonDB_sigma
6503,Crp,gatY,b2096,+,1.0,RegulonDB_TF
6504,RpoD,deaD,b3162,+,1.0,RegulonDB_sigma
6505,RpoD,ddlB,b0092,+,1.0,RegulonDB_sigma
6506,RpoD,dcuS,b4125,+,1.0,RegulonDB_sigma
6507,RpoD,dcuR,b4124,+,1.0,RegulonDB_sigma
6508,Crp,gatZ,b2095,+,1.0,RegulonDB_TF
6509,RpoD,dcuB,b4123,+,1.0,RegulonDB_sigma
6510,RpoD,dcuA,b4138,+,1.0,RegulonDB_sigma
6511,RpoD,dctR,b3507,+,1.0,RegulonDB_sigma
6512,RpoD,dapF,b3809,+,1.0,RegulonDB_sigma
6513,RpoD,cysI,b2763,+,1.0,RegulonDB_sigma
6514,RpoD,cysH,b2762,+,1.0,RegulonDB_sigma
6515,RpoD,cysD,b2752,+,1.0,RegulonDB_sigma
6516,RpoD,cusS,b0570,+,1.0,RegulonDB_sigma
6517,RpoD,cusR,b0571,+,1.0,RegulonDB_sigma
6518,RpoD,cusF,b0573,+,1.0,RegulonDB_sigma
6519,RpoD,cusC,b0572,+,1.0,RegulonDB_sigma
6520,RpoD,cusB,b0574,+,1.0,RegulonDB_sigma
6521,RpoD,cusA,b0575,+,1.0,RegulonDB_sigma
6522,RpoD,cstA,b0598,+,1.0,RegulonDB_sigma
6523,RpoD,csrB,b4408,+,1.0,RegulonDB_sigma
6524,RpoD,csrA,b2696,+,1.0,RegulonDB_sigma
6525,RpoD,csqR,b3884,+,1.0,RegulonDB_sigma
6526,RpoD,cspE,b0623,+,1.0,RegulonDB_sigma
6527,RpoD,cspD,b0880,+,1.0,RegulonDB_sigma
6528,RpoD,cspC,b1823,+,1.0,RegulonDB_sigma
6529,RpoD,cspA,b3556,+,1.0,RegulonDB_sigma
6530,RpoD,csiE,b2535,+,1.0,RegulonDB_sigma
6531,RpoD,cutA,b4137,+,1.0,RegulonDB_sigma
6532,RpoD,cvpA,b2313,+,1.0,RegulonDB_sigma
6533,RpoD,cyaA,b3806,+,1.0,RegulonDB_sigma
6534,RpoD,cyaR,b4438,+,1.0,RegulonDB_sigma
6535,RpoD,cysC,b2750,+,1.0,RegulonDB_sigma
6536,Crp,gcvP,b2903,+,1.0,RegulonDB_TF
6537,RpoD,cysA,b2422,+,1.0,RegulonDB_sigma
6538,RpoD,cyoE,b0428,+,1.0,RegulonDB_sigma
6539,RpoD,cyoD,b0429,+,1.0,RegulonDB_sigma
6540,RpoD,cyoC,b0430,+,1.0,RegulonDB_sigma
6541,RpoD,cyoB,b0431,+,1.0,RegulonDB_sigma
6542,RpoD,dgcN,b2604,+,1.0,RegulonDB_sigma
6543,RpoD,cyoA,b0432,+,1.0,RegulonDB_sigma
6544,RpoD,cynT,b0339,+,1.0,RegulonDB_sigma
6545,RpoD,cynS,b0340,+,1.0,RegulonDB_sigma
6546,RpoD,cynR,b0338,+,1.0,RegulonDB_sigma
6547,RpoD,cydD,b0887,+,1.0,RegulonDB_sigma
6548,RpoD,cydC,b0886,+,1.0,RegulonDB_sigma
6549,RpoD,cydB,b0734,+,1.0,RegulonDB_sigma
6550,RpoD,cydA,b0733,+,1.0,RegulonDB_sigma
6551,RpoD,cynX,b0341,+,1.0,RegulonDB_sigma
6552,PhoP,yhiD,b3508,+,1.0,RegulonDB_TF
6553,NfeR,nfeR,b3071,-,1.0,RegulonDB_TF
6554,Crp,nagB,b0678,?,1.0,RegulonDB_TF
6555,NarP,napC,b2202,?,1.0,RegulonDB_TF
6556,NarP,napB,b2203,?,1.0,RegulonDB_TF
6557,NarP,napA,b2206,?,1.0,RegulonDB_TF
6558,Crp,ygeA,b2840,+,1.0,RegulonDB_TF
6559,Crp,yhcH,b3221,+,1.0,RegulonDB_TF
6560,Crp,yhfA,b3356,?,1.0,RegulonDB_TF
6561,NarP,napD,b2207,?,1.0,RegulonDB_TF
6562,Crp,yiaJ,b3574,-,1.0,RegulonDB_TF
6563,Crp,yiaL,b3576,+,1.0,RegulonDB_TF
6564,Crp,yiaM,b3577,+,1.0,RegulonDB_TF
6565,NarP,fdnI,b1476,-,1.0,RegulonDB_TF
6566,NarP,fdnH,b1475,-,1.0,RegulonDB_TF
6567,NarP,fdnG,b1474,-,1.0,RegulonDB_TF
6568,Crp,yiaN,b3578,+,1.0,RegulonDB_TF
6569,Crp,yiaK,b3575,+,1.0,RegulonDB_TF
6570,NarP,napF,b2208,?,1.0,RegulonDB_TF
6571,NarP,napG,b2205,?,1.0,RegulonDB_TF
6572,NarP,napH,b2204,?,1.0,RegulonDB_TF
6573,NarP,ydhW,b1672,-,1.0,RegulonDB_TF
6574,NarP,ydhV,b1673,-,1.0,RegulonDB_TF
6575,NarP,ydhU,b1670,-,1.0,RegulonDB_TF
6576,NarP,ydhT,b1669,-,1.0,RegulonDB_TF
6577,NarP,ydeP,b1501,-,1.0,RegulonDB_TF
6578,NarP,nrfG,b4076,+,1.0,RegulonDB_TF
6579,NarP,nrfF,b4075,+,1.0,RegulonDB_TF
6580,NarP,nrfE,b4074,+,1.0,RegulonDB_TF
6581,NarP,nrfD,b4073,+,1.0,RegulonDB_TF
6582,NarP,nrfC,b4072,+,1.0,RegulonDB_TF
6583,NarP,nrfB,b4071,+,1.0,RegulonDB_TF
6584,NarP,nrfA,b4070,+,1.0,RegulonDB_TF
6585,NarP,nirD,b3366,+,1.0,RegulonDB_TF
6586,NarP,nirC,b3367,+,1.0,RegulonDB_TF
6587,NarP,nirB,b3365,+,1.0,RegulonDB_TF
6588,NarP,cysG,b3368,+,1.0,RegulonDB_TF
6589,NarP,ccmH,b2194,?,1.0,RegulonDB_TF
6590,NarP,ccmG,b2195,?,1.0,RegulonDB_TF
6591,NarP,ccmF,b2196,?,1.0,RegulonDB_TF
6592,Crp,yjcH,b4068,+,1.0,RegulonDB_TF
6593,NarL,poxB,b0871,+,1.0,RegulonDB_TF
6594,NarL,pflB,b0903,-,1.0,RegulonDB_TF
6595,NarL,ompW,b1256,-,1.0,RegulonDB_TF
6596,NarL,ogt,b1335,+,1.0,RegulonDB_TF
6597,CsgD,csgA,b1042,+,1.0,RegulonDB_TF
6598,CsgD,csgB,b1041,+,1.0,RegulonDB_TF
6599,CsgD,csgC,b1043,+,1.0,RegulonDB_TF
6600,CsgD,csgD,b1040,+,1.0,RegulonDB_TF
6601,CsgD,csgE,b1039,+,1.0,RegulonDB_TF
6602,CsgD,csgF,b1038,+,1.0,RegulonDB_TF
6603,CsgD,csgG,b1037,+,1.0,RegulonDB_TF
6604,CsgD,dgcC,b0385,+,1.0,RegulonDB_TF
6605,CsgD,flgM,b1071,-,1.0,RegulonDB_TF
6606,CsgD,flgN,b1070,-,1.0,RegulonDB_TF
6607,NarL,ydeP,b1501,+,1.0,RegulonDB_TF
6608,NarP,ydhX,b1671,-,1.0,RegulonDB_TF
6609,NarL,ydhT,b1669,-,1.0,RegulonDB_TF
6610,NarL,ydhV,b1673,-,1.0,RegulonDB_TF
6611,NarP,ccmE,b2197,?,1.0,RegulonDB_TF
6612,NarP,ccmD,b2198,?,1.0,RegulonDB_TF
6613,NarP,ccmC,b2199,?,1.0,RegulonDB_TF
6614,NarP,ccmB,b2200,?,1.0,RegulonDB_TF
6615,NarP,ccmA,b2201,?,1.0,RegulonDB_TF
6616,Crp,yiaO,b3579,+,1.0,RegulonDB_TF
6617,NarL,yoaG,b1796,+,1.0,RegulonDB_TF
6618,NarL,ynfH,b1590,-,1.0,RegulonDB_TF
6619,NarL,ynfG,b1589,-,1.0,RegulonDB_TF
6620,NarL,ynfF,b1588,-,1.0,RegulonDB_TF
6621,NarL,ynfE,b1587,-,1.0,RegulonDB_TF
6622,NarL,yeaR,b1797,+,1.0,RegulonDB_TF
6623,NarL,ydhY,b1674,-,1.0,RegulonDB_TF
6624,NarL,ydhX,b1671,-,1.0,RegulonDB_TF
6625,NarL,ydhW,b1672,-,1.0,RegulonDB_TF
6626,NarL,ydhU,b1670,-,1.0,RegulonDB_TF
6627,NarP,ydhY,b1674,-,1.0,RegulonDB_TF
6628,Crp,ychH,b1205,+,1.0,RegulonDB_TF
6629,NemR,gloA,b1651,-,1.0,RegulonDB_TF
6630,NsrR,nrfA,b4070,-,1.0,RegulonDB_TF
6631,Crp,udp,b3831,?,1.0,RegulonDB_TF
6632,Crp,ugpA,b3452,+,1.0,RegulonDB_TF
6633,Crp,ugpB,b3453,+,1.0,RegulonDB_TF
6634,Crp,ugpC,b3450,+,1.0,RegulonDB_TF
6635,Crp,ugpE,b3451,+,1.0,RegulonDB_TF
6636,Crp,ugpQ,b3449,+,1.0,RegulonDB_TF
6637,Crp,uhpT,b3666,+,1.0,RegulonDB_TF
6638,Crp,ulaA,b4193,+,1.0,RegulonDB_TF
6639,Crp,ulaB,b4194,+,1.0,RegulonDB_TF
6640,Crp,ulaC,b4195,+,1.0,RegulonDB_TF
6641,Crp,ulaD,b4196,+,1.0,RegulonDB_TF
6642,Crp,ulaE,b4197,+,1.0,RegulonDB_TF
6643,Crp,ulaF,b4198,+,1.0,RegulonDB_TF
6644,Crp,umpH,b0675,?,1.0,RegulonDB_TF
6645,NsrR,nrfB,b4071,-,1.0,RegulonDB_TF
6646,Crp,uxuA,b4322,+,1.0,RegulonDB_TF
6647,Crp,nagA,b0677,?,1.0,RegulonDB_TF
6648,NsrR,nrfE,b4074,-,1.0,RegulonDB_TF
6649,Crp,tam,b1519,+,1.0,RegulonDB_TF
6650,Crp,tdcA,b3118,+,1.0,RegulonDB_TF
6651,Crp,tdcB,b3117,+,1.0,RegulonDB_TF
6652,Crp,tdcC,b3116,+,1.0,RegulonDB_TF
6653,Crp,tdcD,b3115,+,1.0,RegulonDB_TF
6654,Crp,tdcE,b3114,+,1.0,RegulonDB_TF
6655,Crp,tdcF,b3113,+,1.0,RegulonDB_TF
6656,Crp,tdcG,b4471,+,1.0,RegulonDB_TF
6657,NsrR,poxB,b0871,-,1.0,RegulonDB_TF
6658,Crp,trg,b1421,+,1.0,RegulonDB_TF
6659,Crp,truB,b3166,-,1.0,RegulonDB_TF
6660,Crp,trxA,b3781,-,1.0,RegulonDB_TF
6661,Crp,tsx,b0411,?,1.0,RegulonDB_TF
6662,NsrR,nrfG,b4076,-,1.0,RegulonDB_TF
6663,NsrR,nrfF,b4075,-,1.0,RegulonDB_TF
6664,NsrR,nrfD,b4073,-,1.0,RegulonDB_TF
6665,CsgD,fliA,b1922,-,1.0,RegulonDB_TF
6666,NsrR,hcr,b0872,-,1.0,RegulonDB_TF
6667,Crp,uxuB,b4323,+,1.0,RegulonDB_TF
6668,NikR,nikE,b3480,-,1.0,RegulonDB_TF
6669,NikR,nikD,b3479,-,1.0,RegulonDB_TF
6670,NikR,nikC,b3478,-,1.0,RegulonDB_TF
6671,NikR,nikB,b3477,-,1.0,RegulonDB_TF
6672,NikR,nikA,b3476,-,1.0,RegulonDB_TF
6673,NhaR,pgaD,b1021,+,1.0,RegulonDB_TF
6674,NhaR,pgaC,b1022,+,1.0,RegulonDB_TF
6675,NhaR,pgaB,b1023,+,1.0,RegulonDB_TF
6676,NhaR,pgaA,b1024,+,1.0,RegulonDB_TF
6677,NhaR,osmC,b1482,+,1.0,RegulonDB_TF
6678,NhaR,nhaR,b0020,+,1.0,RegulonDB_TF
6679,NhaR,nhaA,b0019,+,1.0,RegulonDB_TF
6680,NfeR,nfeF,b3070,-,1.0,RegulonDB_TF
6681,NemR,nemR,b1649,-,1.0,RegulonDB_TF
6682,NemR,nemA,b1650,-,1.0,RegulonDB_TF
6683,NikR,nikR,b3481,-,1.0,RegulonDB_TF
6684,NsrR,hcp,b0873,-,1.0,RegulonDB_TF
6685,NimR,nimR,b1790,-,1.0,RegulonDB_TF
6686,NorR,norR,b2709,-,1.0,RegulonDB_TF
6687,NsrR,fliZ,b1921,-,1.0,RegulonDB_TF
6688,NsrR,fliA,b1922,-,1.0,RegulonDB_TF
6689,Crp,xseA,b2509,-,1.0,RegulonDB_TF
6690,Crp,xylE,b4031,+,1.0,RegulonDB_TF
6691,NrdR,yfaE,b2236,-,1.0,RegulonDB_TF
6692,NrdR,nrdI,b2674,-,1.0,RegulonDB_TF
6693,NrdR,nrdH,b2673,-,1.0,RegulonDB_TF
6694,NrdR,nrdG,b4237,-,1.0,RegulonDB_TF
6695,NrdR,nrdF,b2676,-,1.0,RegulonDB_TF
6696,NrdR,nrdE,b2675,-,1.0,RegulonDB_TF
6697,NrdR,nrdD,b4238,-,1.0,RegulonDB_TF
6698,NrdR,nrdB,b2235,-,1.0,RegulonDB_TF
6699,NrdR,nrdA,b2234,-,1.0,RegulonDB_TF
6700,NorR,norW,b2711,+,1.0,RegulonDB_TF
6701,NorR,norV,b2710,+,1.0,RegulonDB_TF
6702,NimR,nimT,b1791,-,1.0,RegulonDB_TF
6703,NsrR,tcyJ,b1920,-,1.0,RegulonDB_TF
6704,CsgD,fliE,b1937,-,1.0,RegulonDB_TF
6705,NarL,nrfG,b4076,?,1.0,RegulonDB_TF
6706,CynR,cynX,b0341,+,1.0,RegulonDB_TF
6707,CysB,cbl,b1987,+,1.0,RegulonDB_TF
6708,NagC,glmU,b3730,?,1.0,RegulonDB_TF
6709,NagC,glmS,b3729,?,1.0,RegulonDB_TF
6710,NagC,galP,b2943,-,1.0,RegulonDB_TF
6711,NagC,fimB,b4312,+,1.0,RegulonDB_TF
6712,CynR,cynT,b0339,+,1.0,RegulonDB_TF
6713,CysB,cysA,b2422,+,1.0,RegulonDB_TF
6714,CysB,cysM,b2421,+,1.0,RegulonDB_TF
6715,NagC,chiQ,b0682,-,1.0,RegulonDB_TF
6716,NagC,chiP,b0681,-,1.0,RegulonDB_TF
6717,NagC,chbR,b1735,-,1.0,RegulonDB_TF
6718,NagC,chbG,b1733,-,1.0,RegulonDB_TF
6719,NagC,chbF,b1734,-,1.0,RegulonDB_TF
6720,CysB,cysK,b2414,+,1.0,RegulonDB_TF
6721,NagC,nagA,b0677,-,1.0,RegulonDB_TF
6722,NagC,nagB,b0678,-,1.0,RegulonDB_TF
6723,NagC,nagC,b0676,-,1.0,RegulonDB_TF
6724,NanR,yjhC,b4280,-,1.0,RegulonDB_TF
6725,NanR,yjhB,b4279,-,1.0,RegulonDB_TF
6726,NanR,yhcH,b3221,-,1.0,RegulonDB_TF
6727,NanR,nanT,b3224,-,1.0,RegulonDB_TF
6728,NanR,nanK,b3222,-,1.0,RegulonDB_TF
6729,NanR,nanE,b3223,-,1.0,RegulonDB_TF
6730,NanR,nanA,b3225,-,1.0,RegulonDB_TF
6731,CusR,hiuH,b1970,+,1.0,RegulonDB_TF
6732,NagC,umpH,b0675,-,1.0,RegulonDB_TF
6733,CynR,cynR,b0338,-,1.0,RegulonDB_TF
6734,CynR,cynS,b0340,+,1.0,RegulonDB_TF
6735,NagC,nanS,b4309,-,1.0,RegulonDB_TF
6736,NagC,nanM,b4310,-,1.0,RegulonDB_TF
6737,NagC,nanC,b4311,-,1.0,RegulonDB_TF
6738,NagC,nagE,b0679,-,1.0,RegulonDB_TF
6739,NagC,chbC,b1737,-,1.0,RegulonDB_TF
6740,NagC,chbB,b1738,-,1.0,RegulonDB_TF
6741,NagC,chbA,b1736,-,1.0,RegulonDB_TF
6742,CysB,cysP,b2425,+,1.0,RegulonDB_TF
6743,Nac,codB,b0336,+,1.0,RegulonDB_TF
6744,Nac,codA,b0337,+,1.0,RegulonDB_TF
6745,CytR,cdd,b2143,-,1.0,RegulonDB_TF
6746,MurR,murQ,b2428,-,1.0,RegulonDB_TF
6747,MurR,murP,b2429,-,1.0,RegulonDB_TF
6748,MraZ,rsmH,b0082,-,1.0,RegulonDB_TF
6749,MraZ,murG,b0090,-,1.0,RegulonDB_TF
6750,MraZ,murF,b0086,-,1.0,RegulonDB_TF
6751,MraZ,murE,b0085,-,1.0,RegulonDB_TF
6752,MraZ,murD,b0088,-,1.0,RegulonDB_TF
6753,MraZ,murC,b0091,-,1.0,RegulonDB_TF
6754,MraZ,mraZ,b0081,-,1.0,RegulonDB_TF
6755,MraZ,mraY,b0087,-,1.0,RegulonDB_TF
6756,MraZ,mioC,b3742,-,1.0,RegulonDB_TF
