Geneid,DDB-I-SF-S1-001-A7,DDB-PD-038-AMBR-R10-S03,DDB-PD-038-AMBR-R10-S07,DDB-PD-038-AMBR-R11-S03,DDB-PD-038-AMBR-R11-S07,DDB-PD-038-AMBR-R11-S11,DDB-PD-038-AMBR-R12-S03,DDB-PD-038-AMBR-R12-S07,DDB-PD-038-AMBR-R12-S11,DDB-PD-038-AMBR-R5-S03,DDB-PD-038-AMBR-R5-S07,DDB-PD-038-AMBR-R5-S11,DDB-PD-038-AMBR-R6-S03,DDB-PD-038-AMBR-R6-S07,DDB-PD-038-AMBR-R6-S11,DDB-PD-038-AMBR-R7-S03,DDB-PD-038-AMBR-R7-S07,DDB-PD-038-AMBR-R7-S11,DDB-PD-038-AMBR-R8-S03,DDB-PD-038-AMBR-R8-S07,DDB-PD-038-AMBR-R8-S11,DDB-PD-038-AMBR-R9-S03,DDB-PD-038-AMBR-R9-S07
b1106,5.074366295285812,5.452161086774332,4.95164252215342,5.251485717777366,3.935328298225204,4.074128851034579,5.160605006917729,4.320176153656164,4.012912557845025,5.063023258379328,4.722620132953633,4.598622229100131,5.396690043885378,4.388994408189621,4.546553195422393,4.992555599747267,4.943254939917202,4.12773596579675,4.711287299617124,4.7692740349549725,4.607629835186564,5.3994639592827856,4.757444997410135
b1107,6.334836146511634,6.572293265042713,5.739796942375868,6.329668524697471,5.392325093830893,5.619175136632538,6.3880577095657225,5.477788684348357,5.479490964755767,6.495844207942365,6.12870033964887,5.635289442408529,6.413458904980416,5.849296787464551,5.7650364408363295,6.158471656097625,6.094492719422675,5.514448261732935,6.085268362880826,5.877628906077587,5.592559967404927,6.565791168460061,6.111327383950659
b1108,7.715514864982919,7.555418073011945,7.3688908970596945,7.304955119113337,7.502660946740731,6.961424571574631,7.351801223509568,7.428877842389221,6.396593275956194,7.864988567151876,8.106846982720471,7.503656963978302,7.946754294821793,7.499729694434916,7.515649774326881,7.623687907218947,7.98561829289752,7.1916483809040015,7.469557634517297,7.760582016198836,7.278444992917217,7.507539121507549,7.862522804941356
b1109,8.339653436377626,6.756004228830387,5.442587152612713,7.121836858097557,5.384130843008452,5.767539117057944,6.956915089720047,4.8046665572242615,5.646362983770911,6.793146328895244,5.5637898351206925,6.097498265175982,6.647563192753608,5.10041249923439,6.278699520302255,6.832969427129443,6.100530980540526,5.68403265339726,6.707859261663216,5.648443006699236,5.947663474509511,6.65456038767399,5.769971819816165
b1110,3.2521098990046653,3.4896184024364194,2.3410260638544687,3.120996032334702,2.571933702430255,2.5663654497853865,3.192946768287212,3.025495736618565,1.6338088288025139,3.1146107275587362,2.468900725028965,3.4439582699448406,3.4840405209936627,2.1156793512481142,2.9287736780284277,2.691974046646449,2.999320280640114,2.6647431293860815,1.8245937314332603,1.959682981002901,2.693890540510383,3.448632417858445,3.1939085134383376
b1111,6.376782393813723,5.768228818662,6.035912825039961,5.706951579322749,6.212103026656527,6.348676073655179,5.485540144775063,5.812436982382019,6.247956371731813,6.0138097145281355,6.089070731168942,6.327780903398774,5.8545385605304805,5.728104544644051,6.363705986279078,5.536989396258399,5.773868291761187,5.729918194866014,5.770702683445519,6.072246280307432,5.907411122016685,5.98113738297807,6.441189344930803
b1112,6.986284588123137,5.498756111812907,3.249680176974877,5.898749285080961,2.8153279736094814,2.809584598989265,5.784145446649912,2.8391048631218103,1.8644808542778382,5.709124756276389,3.52973899597174,3.242128422123567,6.171682042753925,2.803465895752872,2.15741335815428,4.392733189163895,3.5184700076137077,2.3947115275068787,4.864099965059997,2.817284594903866,2.5146801809610975,5.609840321559654,2.589196333569806
b1113,4.752665972412317,5.020853335551047,6.787339967504924,5.2398078354801685,6.4348945252767145,5.5828869845935,5.1518409928356705,6.481401486119125,9.377248751509438,4.875513380344078,5.352295469109876,5.704167530189225,4.789908635268977,5.493992163388875,5.791831885738396,5.245832832287147,6.038512778380247,6.259064415035892,4.510277909481254,5.6430758770249225,5.439792967883917,4.799096240921336,6.30320932478986
b1114,6.497915178588295,6.918477754137948,6.398769392072902,6.531098351192993,5.883825845991989,5.89760565411788,6.499565847634841,5.833227954668296,5.623655852508074,6.661908395724033,5.864076410649624,5.899434466910725,6.565471830351052,5.951492141927369,5.853501147072278,6.577384592915286,6.170048054805253,5.958866400378117,6.365757027255587,6.241191392770881,5.9088862528543675,6.859361141217973,6.3517330480825045
b1115,0.6893132619260265,0.4135155674458628,0.8211000234558329,0.8272417748760545,0.271709042574454,0.0,0.6174377547249609,0.708190197216645,0.5089483384593323,1.019513523321372,1.0098344212134716,1.2358269434315015,1.3185959827286744,0.9692893707292725,0.6362635867849467,0.5992419464458447,0.8104710276112566,0.8215332853102706,0.24195120247081273,0.2159138600120332,1.0926024765421072,0.5196677120996369,1.5501941242851627
b1116,6.5149627724137975,6.356724344922508,6.083093647351381,6.715440688354002,5.932973272262622,6.3188951376414675,6.656997845600048,5.5235180660627385,5.96191459031376,6.335494505219752,5.555896249503915,5.4413002957888015,6.216504320552106,5.419313898232118,5.75045499813721,5.971644665486176,5.31846311704877,5.3474963076949615,5.838349686842796,5.2800625501026754,5.277803749131737,6.376463388353093,6.534454776640647
b1117,6.404528123245151,6.192007553544653,6.149603526945698,6.249890447395849,5.692896015657808,5.952059632714614,6.4799047317880225,5.6751216211241555,5.957864609237067,6.0406242828888015,5.285242079397715,5.384553360389446,5.743598607919155,5.393454436672982,5.322265226042292,5.9339075122878295,5.522802000238264,4.817359022269395,5.432346203688196,5.038326915171374,5.094654556413198,6.344695613366812,6.166172450839902
b1118,6.7977493539350915,6.82875588151224,6.883557357524812,7.0004790150239815,6.372919513911929,6.841810240421375,6.995052307856936,6.470137739603165,6.471859442477139,6.725013901035825,6.576533887988698,6.5625870702092985,6.762076086450468,6.4418897275935745,6.412056657528913,6.380666959222273,6.354875616683481,6.425316529737696,6.397870934135723,6.306118268152152,6.378678142147485,6.8442772267099965,6.547543845375865
b1119,6.802220085703829,6.575910239784697,6.948373031339242,6.376160901724024,6.54303959413621,6.355649645287498,6.466547562095237,6.737819164244762,6.352277716669253,6.56147410571845,6.49557015083063,6.345646546373124,6.622567102861982,6.546864352922748,6.477718115283719,6.318863460700001,6.593555797620861,6.174565925728169,6.070983407523391,6.4822673734124185,6.40661749844127,6.5179128726207,6.632657709642546
b1120,6.100379163320486,5.891274373979384,6.161586471387226,5.994693938738939,5.704283091910722,5.741044410917947,6.076248205459224,6.121125452765302,5.30014096257497,6.135073391472298,5.767193104651633,5.552002825542205,6.152630044293812,5.856715523191556,5.758976439569145,5.864867909578425,5.999235293198357,5.156353503884355,5.442576163639657,5.2459408868228685,5.354941977031875,5.973103610087014,6.065235839174905
b1121,1.4155063367291632,1.9770469960231154,1.0311950490332908,2.7423237416737902,0.6454150310836089,1.6987988776357739,2.960916746073081,0.6554590984174046,0.8981832297440706,1.9247002735261274,1.0249427311095085,1.5082616137777916,2.165691111709776,0.724159885678942,0.8110767028604239,1.7382896687648763,1.0186792603548749,1.0317048742390627,2.2412876611490185,1.2132066197178315,0.5265530933268594,1.8703289259957125,0.0
b1122,2.3982684989372456,4.104680315575814,1.9894120304696696,4.2203092448732935,2.76152092740512,3.116439094724448,4.758950109019944,1.567721170864436,2.6799905425699184,4.146974420752412,2.3572238624828725,2.6439770276985426,4.34716566983867,2.5874103346794857,2.895849364635829,4.38890432318562,2.171400883925505,3.0240958372510627,4.388867679215217,2.46035721733426,2.251346772382722,4.40331867059507,1.9267795091568582
b1123,8.62016528168845,8.36295070261747,8.833320654272601,8.491233586027773,7.996952690222115,8.655515030210255,8.519684816925107,8.64208489128626,8.083920006211017,8.412893684483587,8.497044977444187,8.8003666640802,8.34169039101001,8.759336161501128,8.8706696226822,8.7425219031875,8.781983804749746,8.511831070586398,8.482277697421974,8.551116913251645,8.716210654820685,8.223029092588208,8.221523044596363
b1124,6.243145333995258,6.993822753328071,6.011931207425313,7.093437997731455,4.786425458909706,6.383463106446994,7.223131512616429,5.196667541217478,6.028788350455825,6.729567104968236,6.3719612990323835,6.207986886497802,6.687686119626638,6.378013865182253,6.342063455169572,6.784158912403254,6.202420076644711,6.1906278700090285,6.653271052554688,6.206406579369947,6.284291908344342,6.954412669317356,5.404646035021934
b1125,6.545756228458058,7.667860330417105,6.467946519779448,7.779677589604094,5.545266655343336,7.080193612729215,7.758053724322915,5.645255774772984,6.563030995178335,7.128310467425061,6.031823973550665,6.390750389890808,7.380029794874515,6.153787507166353,6.539618163017072,7.11234125254591,5.914465924502805,6.391235304364205,7.398162630038751,6.060752620431719,6.4226817858676055,7.662777617435733,7.251183878932955
b1126,7.31069123368518,8.12629016385186,7.08698751566556,8.084633191237582,6.819814546526179,7.484547839848851,8.101372186999425,5.969465644545828,7.207925809607267,7.689751117639221,6.405692705734351,7.055944584177776,7.66703344067562,6.696201386908487,7.008482773542819,7.667735226367796,6.300988576005118,6.722579517220987,7.70380673933926,6.66957478219017,6.911239775784774,8.036330303606759,7.980842674184523
b1127,7.164244497912734,5.724132796934113,6.786547815038451,5.347509168335156,6.463546893216962,6.106200920181681,5.510088965165817,6.417912350079898,5.853888682251492,6.1294759835693515,7.163985773128936,6.386075185269502,6.040782315285539,6.767501274684271,6.657457090034498,6.012356097935678,7.238333666796446,6.560002918100106,5.810929159454246,6.903272011872032,6.5639577934740645,5.6965583974276255,6.971499948611055
b1128,7.59477467027694,7.543440233561916,7.464821653611923,7.2913521276124476,7.16221254559998,6.940499205850097,7.154400849891242,7.038126614120123,6.955293928484253,7.3201347279063995,7.5585215690547685,7.447967717012803,7.40749180868758,7.318526861047196,7.35424373067729,7.2524955301441825,7.629206990015884,7.203612492551935,7.166114565060709,7.566283329255918,7.307008426585956,7.426353443417249,7.626478450786981
b1129,6.5462012237911695,7.826217303946404,7.230542160414031,7.482324970341115,6.752109132449226,6.652853856409347,7.528521363570723,6.8569500678872854,7.979640962318528,7.20083403387089,6.565369221980299,6.437511045096378,7.167878312819962,6.357145644989148,6.366224246700534,6.933738461387204,6.355808880525678,6.565667550722117,6.998225190238983,6.1787755756701515,6.495130442563655,7.706210784137394,6.9457689768471385
b1130,8.52139106280476,9.415628869899416,9.406556913996376,9.343602493191012,9.186370578195634,8.833781291360461,9.241763081336677,9.147704508567395,9.971945707191022,8.88068277861895,8.576364494620016,8.39534282193005,8.920115939257677,8.300194156617552,8.445887845408503,8.573382094809254,8.233487186705533,8.399233900984663,8.91961766875755,8.243817799320146,8.267731552615258,9.35506415020585,9.225384152485672
b1131,8.552993477969496,8.988437214571986,7.9239933517675825,8.995785504495517,6.710632305236252,7.545583777776453,8.959891493866097,7.3057276129036675,6.9282076646202695,8.648683941970653,6.9551660092146905,7.324082160462095,8.570819150982459,7.44882590059244,7.3464890012642465,8.587748395465455,7.388177700988537,7.108975683069167,8.65848365660766,7.47411556493492,7.22201712180793,8.895498175025931,7.079704131822692
b1132,7.430138334953104,8.091751952022735,7.4619058091427295,8.005359298917616,6.854908067855409,7.151149163264122,7.977821016812544,6.498419303024098,6.665154157958058,7.934230820889448,6.840682518148239,7.259932368038549,7.813149289586703,6.986303972932075,7.106164528515214,7.6704311213209895,6.694345087723312,7.019996091170028,7.565797714019742,6.987017409685062,6.878469858594092,8.119494406037035,7.705235133867788
b1133,7.741075293319861,8.286532623878646,7.567587148755079,8.005690374545615,7.481689805577414,7.413700479470256,8.022033446437145,6.678805199512522,7.119982749043987,7.85621339497206,7.042211258044732,7.241473097214528,7.942499532147757,7.079878784748221,7.313842233429695,7.594956141041516,6.983474056908944,6.927405102759025,7.508152587070133,6.97355335282438,7.121994452185024,8.321429730710936,8.117306030164492
b1134,5.584623100127656,4.704748604933337,4.039832120181008,4.427585305654357,3.808126763500087,4.334934132833211,4.823640319909526,2.9773282234754843,3.6216085302576584,5.001975590747611,4.983413149794329,4.424723381442537,5.293137263028379,4.703263773578861,4.742614235346982,5.092445374089235,4.606681422667978,4.165510192059806,4.858710926039247,4.72900899029469,3.898856792809598,4.296361314488496,4.913673323731486
b1135,6.030688507682267,5.645536733095578,5.353093156522629,5.281397896553446,4.747640389549448,4.992141507198209,5.137912509715263,4.536219937699649,4.4489113411002,5.641572075660557,5.441251448696669,5.333291531428677,5.646065536740635,5.105459991284957,5.260065932418275,5.223458671814957,4.99759204626896,4.875326158122865,5.475034116963944,5.148327566374823,4.699119620073644,5.737127919413569,5.635001663080524
b1136,12.408247281157058,11.914539079938866,12.1568107301846,11.911128341308792,12.142183253205648,11.882803939962336,11.922264967784571,12.389790212651857,11.262932556189817,11.602857212620059,10.474941484528946,11.207081935964043,11.638467850159282,10.965136980694007,11.326348927617774,11.522757685846692,10.358602009411303,10.720808316409741,11.414591195237366,10.175191474616582,10.992087439446877,11.836921352849526,11.67460524479201
b1137,2.721865571747256,0.34213967838934234,0.0,1.1690461057043096,0.0,0.0,0.6546640271683952,0.0,0.42339277267057,0.0,0.0,0.0,0.7557100185746731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4325688447066651,0.4737906678311709
b1138,3.027479039670336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1139,4.449484164500858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1140,3.2560294088852406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1141,3.0234465996698137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1143,7.880616705283737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1144,3.856316035575051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1145,6.72696534919852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1146,3.435433407910077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1147,2.050957330714043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1148,2.6263840971216807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1150,1.1363586695483052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1151,0.9450343903018585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1152,1.68479898615536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1153,0.8070889554980544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1155,2.3888252030303856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1156,2.517891289189385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5374103492353484,0.8516453788846049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1157,1.604886976960335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1158,0.8401211873204077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1159,4.0223441022322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4519,1.2196942804239688,0.0,0.0,2.008613859505289,2.95319547412535,4.401915277592451,1.1103228147715096,3.209502709910454,3.2110558981849775,8.669582546846222,8.02223909273145,8.830595362779913,8.763232195605623,7.713346701314193,8.930965547336948,9.134028388553206,8.291756424840846,7.667252186886921,8.330448071650588,7.059655694007141,7.969230798882164,0.0,1.361291662618707
b1160,2.132234810215476,0.0,0.0,1.019097736989266,1.247262317592477,0.0,0.0,0.0,0.766471393651665,4.983944502242218,2.124381540680182,3.6981042319803934,5.098308244595518,2.061838894071172,1.504567942275862,5.869488373824895,2.771926366868777,4.578372205791278,6.6649433978293615,3.086101520194662,3.55171138844571,0.0,0.0
b4738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4118243492361455,0.0,0.0,0.0,0.0,1.3592411615287483,0.0,0.0
b1161,2.4145332293657953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7416027003874677,1.7637491265932206,2.136327349610496,1.1827384225075672,1.6802686336342272,2.3495004472565606,0.7366549050521778,0.7469494779289707,2.767750417628379,0.5141104677813585,1.193576564220192,0.0,0.0
b1162,7.000169247194495,0.0,0.0,0.5404432853268877,1.7792546256716026,2.302900208348082,0.3348386698857287,1.3503569608504062,1.1643351150628811,5.836484575142493,6.0213294948311145,6.188057728974969,5.75301014407892,5.566159701861554,6.165004223847953,5.952880925311496,5.9841907655260185,6.544005869303655,6.206892755302161,6.3324746719553024,6.381541563785268,0.0,0.4369102474069361
b1163,6.019399284843013,0.0,0.0,0.3498762254692555,1.3040006595009666,3.0551286483721367,0.8390582945245607,1.6131428741743714,1.8575566789344777,6.0708690383711055,6.066566733903408,6.707004312885192,5.916362361119529,6.254215437359718,6.45844429944137,6.063027718109076,6.2569945418110775,6.608048416870817,6.819747970403242,6.674429203069044,6.655196226237423,0.0,0.27931918672544503
b1164,4.891529918875232,0.0,0.0,0.0,0.9554058554213404,0.9521665185664163,0.0,1.5433129410431952,0.0,3.193198604777802,5.000318214785666,5.120026422892194,3.955126580643268,5.021056327368216,5.3642274279723985,2.688109902571087,4.764920736324858,4.629932469469001,3.5554100377342475,4.772788212443427,4.612512555911433,0.0,0.0
b1165,4.941075995211451,0.0,0.0,0.0,0.8601955915729145,2.086116334092236,0.0,0.0,0.8734821396394475,4.013867959207896,5.696147403767834,4.92230035529305,3.355791611356252,5.045746612321532,4.978610035227532,2.8231770317134153,4.507574493346928,4.815928172900633,4.298398110918176,5.289347238160581,4.617730073369651,0.0,0.0
b1166,5.476628537621417,0.0,0.0,0.0,0.0,2.1106905755319003,0.0,0.0,0.0,3.041075379641456,5.2363966801228985,4.190759713416031,3.4987268535320175,4.1968140576835,4.053767414369888,3.214903562163374,4.262466868875459,2.942448168438932,2.9279352236558003,4.718418069497313,4.490395592495772,0.0,0.0
b1167,4.409719389522931,0.0,0.0,0.7380688413460585,0.0,1.4748010051529015,0.0,0.9344632992769941,0.0,1.6849815268203234,4.708213987024727,3.9646668863725423,1.5066168926274655,2.8474642311349445,3.695342241673686,1.6875004935609064,2.9073755941993498,3.5210559521272717,2.7033063349952053,4.624988865620822,4.310529800123815,0.0,0.0
b1168,1.5213041506109368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004461201635015,0.929713145435615,2.135283297559105,1.3738954655035955,0.6796282244422818,1.749592192687912,1.3575580292294498,0.7872267313232398,1.7233006936494715,1.486668445013737,1.4183477575893841,2.2143265082910872,1.7138962381455987,0.0,0.0
b4520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1759515648179304,0.0,0.0,1.6293240021371445,0.0,0.0,0.8810709350785044,1.158474712442455,0.7023385556555259,0.9225375633174354,0.0,0.0,0.0,0.0
b4491,2.265813686228067,0.0,0.0,0.0,0.11643544185085557,0.0,0.10059406950036057,0.1186004728309953,0.228442258141673,1.3574860953071852,1.5621341972693197,1.6354994951173008,1.5807672913799145,1.6039034991229109,1.7961790139743858,2.1182060520719257,1.9838078561751271,1.7146394605010773,1.4737173940537298,1.6898600110606485,1.7773945723772044,0.0,0.0
b1171,4.918263094463517,0.0,0.0,0.0,0.0,0.0,0.6594403065256516,0.0,0.0,3.091219757209618,3.9089125213921307,3.399984898765373,3.7554195938632917,3.136458367231153,3.669699478202322,4.797703393180187,3.3212289502678884,3.5115725170897627,4.234771168327227,3.3120843736210035,3.527515670632596,0.0,0.0
b1172,4.131383509955438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0696430654390983,1.751344760724638,1.2667728507101685,1.8710800688389821,1.3166988219934828,0.8974554759683296,3.5467664464799307,0.8336490447314385,1.3742831886546787,2.140936436124825,1.5898935026716916,0.5885007044447865,0.0,0.0
b4593,2.5947716987155007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3702369843950577,1.358516143690311,1.259486137015332,2.308222095309357,0.0,1.4386547145284516,2.879039735290819,0.0,1.3666233761577884,2.4615570625685073,1.5815640072661776,0.9990491838386226,0.0,0.0
b4594,2.5149334118992153,1.9541667269931995,1.307890474054376,0.9215734219001585,1.1352899792740982,2.5271559332711537,1.0201227366866237,0.0,0.0,0.0,1.3005900537109067,1.2042423353965432,1.1587052224402092,0.0,0.0,2.3115999054286887,2.7662401903709366,0.7977658878128197,1.6362796296243085,1.5182150857600605,1.9270444686699846,0.0,0.0
b4521,1.8277275479005235,0.0,0.8463590285683346,0.5689864864387422,0.0,0.0,0.0,0.0,1.8644808542778382,0.0,1.7542899467953823,0.7699050179989098,0.7367759325322703,1.6972993961394616,1.4492029051376547,0.6190621330757071,2.2993343445211822,0.8468020960167411,0.0,1.3288860353234975,1.817924972615126,0.0,0.0
b1174,8.997214152892083,7.5018198900067725,8.495167836022208,7.428785358145983,8.479576188436864,8.003160580382554,7.5262788226545325,8.520591092150607,7.4754239071525586,8.063479274475677,8.678668082993626,8.801461342789393,8.120714982760507,8.597181682386044,8.603474715396226,8.370772789938014,9.026540495618027,8.725601511336134,8.280516280043337,8.56583435520019,8.662359938117369,7.655266732025481,9.024472656721041
b1175,8.956351404429101,7.524098425114364,8.588307009355796,7.416123707525798,8.589071411571533,8.160044005127908,7.482348942093224,8.345534054739248,7.33431345525142,8.164857948144169,8.601162002403525,8.73328457120041,8.19406622472968,8.543122605483875,8.630861282327695,8.23134875098145,8.638962937706808,8.666908031438536,8.297243732457243,8.774733189125692,8.658618100461505,7.615075258280406,9.2103903842406
b1176,8.923505205592143,7.880115552848244,8.376299058503305,7.874703111444736,8.613904634867339,8.149621223582423,7.91366893561176,8.18225681918937,7.469585282829239,8.4792214500854,8.729657065946276,8.65908516303057,8.59637365419793,8.552012942105305,8.659256584304986,8.420665179910282,8.558767130382948,8.804041825960962,8.642722774340939,8.782813372885803,8.704598315263853,7.999649784007196,9.008708299243098
b1177,6.933434814267551,5.121571999345394,4.977266829798872,4.1437868733598355,4.933370407945009,4.838835308154988,4.693475750921975,4.712006920507989,4.087945860877979,5.736664028027699,5.452219541189732,5.689815240839203,5.749805097549687,5.488978823721148,5.578528109929208,5.537945463308402,5.28644863914775,5.524716390578977,5.9193805346342065,5.653560242249072,5.696542627612972,5.303558468594729,5.45288613576405
b1178,5.444501108198202,6.279981145373363,9.668117369635041,5.720158968269803,9.395964399784342,8.572538767752738,5.81196823917371,9.150278510599966,8.118337823654299,5.75033287987114,8.951997539095979,8.732008361795794,6.069402288201448,8.45777854006079,8.957384014520898,5.985597973130466,8.953421028760685,8.479781643535906,6.391097774396373,8.49986567556528,8.674638430288711,6.467051969913213,9.605512544664505
b1179,7.73859770535098,6.574418092242626,6.836992387140088,6.586632922704852,6.716160866396642,6.737277297606143,6.658188679190365,6.58579257296466,6.12458701613186,6.843828301675614,7.517913812606738,7.4416443232693466,7.204852727664965,7.410241529953547,7.291457774894103,6.939777281983651,7.403861546539925,7.237869996228011,7.226183196236828,7.7172766641693,7.226840881005808,6.808482450817083,7.116537087002586
b1180,7.5752440984192155,5.356499769850478,6.690873485707648,5.647868643469607,6.641094585999205,5.78248189143435,5.502376300991338,6.57795558305689,5.267365028469161,6.416424167225194,7.0503963305700825,6.807304260040598,6.22858395632931,6.736113000586157,6.955618433108771,6.396313202939005,7.469424198384582,6.611244406473517,6.405811158616979,7.2182331237918085,7.076966151414001,5.413862908055824,7.074356851870566
b1181,5.959485293782435,5.719697865402459,5.7194866790057715,5.611150943705263,5.6198794426727074,5.525931839158185,5.348199430758282,4.756371316045485,5.591009220585931,5.709890309305245,5.876116184169247,5.592597909517184,5.661719287248514,5.959669136816874,5.850419822310615,5.859424936724001,6.209699428341617,5.987069676473887,5.469085265042735,5.877628906077587,5.715053582400694,5.503146565463885,5.389222861604733
b1182,2.203699047664487,0.8333164935478422,2.2965432384629323,1.0663950462510179,2.0609591861204883,1.8766078167696045,0.8786909883176897,1.6955412909412204,0.8050689743525719,2.0087241292744755,3.3151403766456986,3.2496539110157903,1.326696157571927,3.153185151665289,3.294584280432185,1.7763339062091623,3.387994448335339,3.3697403646042368,1.8400801273776646,3.3399317239251802,3.421888679756943,0.820465540351189,2.3946202264690037
b1183,2.860994811738579,2.5029220606373244,1.853700776300108,2.8749747380048234,2.8795525327808194,1.8629090162083703,2.2148650175375986,1.056859954021633,1.3909730858990232,2.304563890293864,3.422295836129464,2.878359168225679,3.6395677066868357,2.7029251786626163,3.2486141531990387,3.153861976822212,1.8359419791291736,1.7176760703653169,3.082460814319242,2.761185241154405,3.0060424877200984,2.1132081720587297,1.158921435746992
