Geneid,DDB-I-SF-S1-001-A5-RNAseq_S24,DDB-PD-005-AMBR-R1--S07-RNAseq_S7,DDB-PD-005-AMBR-R1--S10-RNAseq_S14,DDB-PD-005-AMBR-R2--S07-RNAseq_S6,DDB-PD-005-AMBR-R2--S10-RNAseq_S15,DDB-PD-005-AMBR-R3--S07-RNAseq_S8,DDB-PD-005-AMBR-R3--S10-RNAseq_S16,DDB-PD-005-AMBR-R4--S02-RNAseq_S1,DDB-PD-005-AMBR-R4--S07-RNAseq_S9,DDB-PD-005-AMBR-R4--S10-RNAseq_S17,DDB-PD-005-AMBR-R5--S02-RNAseq_S2,DDB-PD-005-AMBR-R5--S07-RNAseq_S10,DDB-PD-005-AMBR-R5--S10-RNAseq_S18,DDB-PD-005-AMBR-R6--S02-RNAseq_S3,DDB-PD-005-AMBR-R6--S07-RNAseq_S11,DDB-PD-005-AMBR-R6--S10-RNAseq_S19,DDB-PD-005-AMBR-R7--S02-RNAseq_S4,DDB-PD-005-AMBR-R7--S07-RNAseq_S12,DDB-PD-005-AMBR-R7--S10-RNAseq_S20,DDB-PD-005-AMBR-R8--S02-RNAseq_S5,DDB-PD-005-AMBR-R8--S07-RNAseq_S13,DDB-PD-005-AMBR-R8--S10-RNAseq_S21,DDB-PD-006-AMBR-R1--S02-RNAseq_S22,DDB-PD-006-AMBR-R1--S07-RNAseq_S30,DDB-PD-006-AMBR-R1--S10-RNAseq_S35,DDB-PD-006-AMBR-R2--S02-RNAseq_S23,DDB-PD-006-AMBR-R2--S10-RNAseq_S36,DDB-PD-006-AMBR-R5--S02-RNAseq_S25,DDB-PD-006-AMBR-R5--S07-RNAseq_S31,DDB-PD-006-AMBR-R6--S03-RNAseq_S26,DDB-PD-006-AMBR-R6--S07-RNAseq_S32,DDB-PD-006-AMBR-R7--S03-RNAseq_S27,DDB-PD-006-AMBR-R7--S07-RNAseq_S33,DDB-PD-006-AMBR-R8--S03-RNAseq_S28,DDB-PD-006-AMBR-R8--S09-RNAseq_S34,DDB-PD-006-AMBR-R9--S03-RNAseq_S29
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,5.790757603613471,6.886025909168644,5.614027801453271,7.077639044487416,5.564068987058934,6.808567576058541,5.83320577505764,6.470762946987748,5.986972383173739,5.555420612443243,5.981916675911228,5.717941707452072,5.677375493122648,6.250650553842421,6.49154833681508,5.8989743975873985,6.540092241007475,0.0,5.519484307806067,6.27644529982385,6.205636057524813,5.876534541034615,5.63910875942594,5.864658547177201,5.8162133393838795,5.713338765389219,5.307720632060259,6.249494270240041,5.322196712644259,4.760395724315072,0.0,4.137138929324705,3.918200875401034,6.882860397795125,7.8721663622681435,6.684303638210885
b0020,5.503624043282977,5.331853857668705,5.173733132556999,5.793571615539138,5.312927836544183,5.753452361498772,5.271619364956177,5.371388611015683,5.003004277474866,5.435425284036541,5.359699593746577,5.554302091193329,5.256306037230669,5.685481458324611,5.730573100502285,5.059423573351429,6.165228331058435,0.0,5.375206782213617,5.173158612568702,5.575036221434393,5.117495720020895,5.110570606446007,5.536476797621622,5.409437372272402,5.388663308259828,5.081622733620348,5.779918098878997,5.01588318091642,4.609311120678967,0.0,4.7525905036231775,4.3420336075245975,6.448103518545841,7.544338662687178,6.468481519072582
b0021,2.2444771906365726,2.685052655788,1.6122147082015208,2.530117918479459,2.0464158909324626,1.8368771941376372,1.420669798610045,1.5931549117566621,1.0669651405438758,0.0,3.0046470750619187,1.1839011359923504,2.014838436007072,0.0,0.0,1.395191391592367,2.6222682715419707,0.0,2.3945209706187316,0.0,2.5120938934886436,1.7676731560470773,2.813694177839487,2.1555904733859528,1.1396559072784205,2.218080586470156,2.2201699672899635,2.424421993463249,2.64413554802269,2.832011243297378,0.0,2.843120526975426,3.08461860200202,2.6167870294959323,3.519341754007273,2.070773234692125
b0022,3.6297658605263097,1.7988339966558198,4.211868042644433,3.281213989021718,4.660929313220734,3.9157173903194438,3.8350091815523593,3.8585473697397203,3.7001764929899297,3.2420696277005585,3.789702205551674,1.7323148701571394,2.1151215677707675,2.685093598940144,3.8759045599553934,3.574765492958514,4.706707009296922,0.0,4.239069909359127,4.125231577197531,3.795576649779634,3.9938719650459324,4.204528361678234,4.068254007152224,3.583340024606355,3.8420175794809803,4.690464195720932,4.813547510000365,3.8504827516724824,4.629404839091478,0.0,4.703811171311608,3.943386558069284,4.914855272487806,5.406352144003909,4.91779439670198
b0023,11.45369259252133,10.98953458338759,10.614738767000906,10.793185290213593,10.667760115952586,10.346934689486556,10.796873910933277,11.709353590888623,10.811162672638925,10.96339054743638,11.859680866561087,10.704905141339804,10.620664792720797,11.905596057612454,10.607369660236873,10.563731243693486,11.594553785119075,0.0,9.999468388317121,11.5448871071018,10.305904440781395,10.472361055219729,11.42109043530233,10.713456873518439,10.890621893242827,11.567212002439113,10.63741753808628,11.762838767579295,10.902710930137685,11.652929947449477,0.0,11.514825222461315,10.817040844640019,12.48765444981882,11.351493287109484,12.081436310920314
b0024,5.636802650935316,4.864056615468325,5.3381856339641445,5.086415719770022,5.210446087437124,5.407340898176,5.210355351030785,4.40023586275247,4.220356926589521,5.375821173406103,4.406756744992579,5.8231190188628466,5.277839881729012,4.428577594085831,5.14910849713945,5.011887831959817,4.62860612515854,0.0,5.804157482681063,4.4417936698893365,5.582431100263959,4.725769152760699,5.203768857226859,4.898569760243993,4.444204760573993,4.653526087810367,5.389085074924802,4.961535794269295,4.402014618918615,4.074389299567754,0.0,5.094349606751343,3.954431170327424,6.141110323728074,7.617452552093891,5.875480829816517
b0025,8.053688067569496,7.7933714130351355,7.779173005576788,7.655351348496877,7.53012447265224,7.657775367361054,7.649607938151548,8.355963935707743,7.860585576166119,7.38031692197089,8.050240584156196,8.04634262090039,7.711561724297038,8.221953371931649,7.454264710472494,7.684276518413607,8.206136387564337,8.523865137151109,7.8322990241313715,8.281177568260414,7.824608114152955,7.82136318081505,8.169453946626723,7.861478814792999,7.923299286555265,8.171361179944245,7.845985438802605,8.400917293450469,7.925907367899839,8.527476580171827,0.0,8.401000090114861,8.077329993170393,9.212823570715912,9.824852582433765,9.195883825745137
b0026,8.599751518544403,7.669572332557559,8.00314261651648,7.908496056477085,8.003175278914938,8.166229984168837,8.029830705289177,8.672698351476539,8.066257919324,7.843269448456602,8.573391501188432,8.522888107929164,7.957587535514078,8.48513369386012,8.009520463941232,7.985232457760341,8.60416253167656,0.0,8.32968810095934,8.53805384508204,7.980291194318878,8.196231252827902,8.570530267451657,8.122394268009119,8.15243309241039,8.580530689911107,8.132219471055771,8.75726224471317,8.226483534225883,8.818095455610846,0.0,8.804587652668898,8.406752214338091,9.410223618497765,10.04651523217063,9.432020979494343
b0027,6.955138488967997,7.032872673817215,6.877744931528038,7.073962531843358,6.996743478458853,7.100081284463771,6.792529803952542,7.5484938407788436,7.026047642615036,6.502086575226542,7.54683553698342,7.665509467255674,6.731809359803417,7.501319784505184,6.802335018709542,6.570760221805825,7.529687582390588,9.450302561255684,7.0293398125055075,7.453518393416226,6.754578761798369,6.751764062053232,7.285837294652903,6.882456089519531,6.805772408659412,7.00428797968392,7.032083069915777,7.331921439337783,7.129425829507231,7.612856085764793,0.0,7.868240051748007,7.203309951737002,8.278748967223798,8.878011563812132,8.321342480042368
b0028,7.1352106005744975,7.008295529060739,6.611335649087749,6.681411304685936,6.898978167159892,6.496850824982157,6.796967575072081,7.481545627934223,6.876643427429699,6.623029727788433,7.65576071385456,7.206786900895992,6.549234560329891,7.205262131274483,6.836440361665377,6.804376232185795,7.552734031932172,0.0,7.066678655201366,7.485868811806133,6.95353985385446,7.134744537520782,7.557946651559982,7.137605178581661,7.127333233026984,7.2990558071394664,6.825522674009351,7.769631652170308,7.247498374767666,7.9429324792396905,0.0,7.75101152456229,7.2169851233862445,8.524947951137092,9.12363765570355,8.557861549300267
b0029,6.848734519729102,6.832542460345589,6.5212802516219,6.505551885541242,6.5079932921837855,6.782166648255594,6.489942478485858,7.330847977494736,6.460235340869411,5.940409647412313,7.482163499513098,7.078306762005195,6.212893878369503,7.2207936309232394,6.647670134312071,6.351159450000337,7.397739214909397,0.0,6.479518336283242,7.40680446971691,6.618175391485915,6.495404110447124,7.20967545508818,6.470439573782142,6.664457374010364,7.194064929571967,6.521604264295357,7.4595313811701205,6.606982477489739,7.368202790237775,0.0,7.4497997078346625,6.747560187661803,8.246073448960859,8.488165743590878,8.260454826766722
b0030,3.2601034163033886,5.872505193110673,6.512137328174277,6.032432827875633,6.439519543571623,6.222632978887696,6.426056958500121,3.8780332606747256,6.365036797028952,6.286883840503597,3.6564807819419958,6.434158994189688,6.712385358005945,4.310348754891271,6.348245932161775,6.421358809116958,3.83354517815818,0.0,6.751087093561402,4.262651325141569,5.814587002785131,6.404697014013159,4.068585986108498,6.330296528131433,6.47281355901873,3.962272100531671,6.790674411735585,3.902568503468212,5.776102441685391,3.6297540852273156,0.0,4.470285083380595,5.450810955440799,4.264812363988127,3.3172953279223054,4.329249344258736
b0031,7.236152549830984,7.3369228922325425,7.202780520552058,7.477128470663897,7.294325997709908,7.366585833264876,7.137994392422009,7.949031225039417,7.641939284333237,6.862305319668883,8.301354980569466,6.773462913993369,6.883958446030014,8.06695441945312,7.2094409009097955,6.976649747537929,7.637754627536648,0.0,6.762392711732114,7.332585997284653,7.093510196944599,7.029226997801871,7.965672718810705,7.010297755806259,7.114742239553068,7.786363118734996,6.928880532155315,7.9693302413897555,6.839818528071502,7.032775227986877,0.0,7.010127479705989,6.565253166815275,9.209640743950427,7.721032801515591,9.169305011033353
b0032,9.60777567952105,4.971503735091672,8.060160076032732,5.235082646797336,8.164849646721764,3.8619699664329845,7.9495127144608615,10.45952648606353,5.788593762777425,7.9785418773267045,10.631017595400845,4.985731345538854,8.500902065078382,10.464145491277598,4.934387029287104,8.283492743006263,10.50885790214967,0.0,8.777421549595326,10.585786742021638,4.743879349203468,8.008791336880376,10.406178758669757,5.094094701888606,7.9951524265950225,10.410776848525913,8.233350573031878,10.520318777250765,5.322082826765736,10.211065750331686,0.0,10.281579693917944,5.493591458504508,10.973487224143199,5.247287043322453,10.902134203233732
b0033,8.531078296459459,3.9879665660453707,6.998823250644205,3.889628985727864,6.98431796344791,3.6166689716156677,7.106993886438624,9.886317991335282,5.459213994623327,6.901842173209416,9.835619924080305,4.589703377042596,7.438035337583932,9.752603136168341,3.912977945159829,7.266039141265411,9.812395100849598,0.0,7.706051449568104,9.859838644549534,4.144070487402549,6.960106820614729,9.605560872163258,4.271301688165252,7.193796375110064,9.630790448971803,7.116789264658442,9.849369438695689,4.376346115477556,9.383368082415508,0.0,9.344680991383274,4.910699808677253,10.223292952850318,4.61809423493759,10.095420486864834
b0034,4.006110091130041,3.8899088342001535,3.8167352257648655,4.26576374116347,4.16468166121927,3.435859985422609,3.78732045514724,5.3948970972488395,3.6028026137351485,3.2104476620400177,5.013318956585027,2.083237492102306,4.1091444879664,5.348611076641749,2.52799968059844,3.592855699730201,5.411763343751145,0.0,4.063156271335601,5.866140938555336,3.4566993909438826,4.582389310622432,5.0984919366776,3.292169622810232,3.885874873664935,4.90957568163799,3.7699675322151394,5.4346888020908715,2.7638883154629865,5.210561805015905,0.0,5.1317519227448445,4.047834905137833,5.6954282788178885,4.171617569352077,5.7897813767526936
b0035,1.0445790970810502,1.729345907227529,1.9723068237128614,1.6024319571670707,1.2233940730409862,0.0,0.5624143152208798,1.9511855013132968,0.0,1.7531506777648538,0.0,1.059817924388621,1.6205456070821143,1.1815509469435086,0.0,0.5493408188954445,1.302171991412315,0.0,1.0630629653080723,1.8322372388958559,1.8775969808111965,1.5088856152475794,0.8931083902620239,1.0738623614257843,1.344389425574626,2.1713366870516997,1.6911441190274399,0.0,1.317726535602065,1.5643141963607385,0.0,0.6646437211866205,2.008233274569603,1.2982837814079164,1.3147611611579106,1.8991320195342651
b0036,0.8472766011435017,2.1643037846307935,2.175578453977573,2.4838522954194664,1.588577262239481,2.1039687391772692,2.079351724345739,1.4460073331291023,1.2656184524398653,1.989580602253346,1.0883281647847869,1.7852215312528603,1.3562252590763024,0.9661158179948689,0.0,0.4312988760098918,1.6801412926889014,0.0,1.670962332388122,1.548709612817859,1.590277639234509,1.6594822142464367,1.552646227796734,1.412407592837891,1.7288850714902244,1.3009345533972936,1.227050586461401,1.6963300494243667,2.050574515300827,1.5667418332089023,0.0,2.1763210345243813,1.5947347133862335,1.8320316193337045,2.1228855845396146,1.7632965518058947
b0037,2.735197791599826,1.4654099329312082,2.116369070296182,2.034944086069217,2.410179899585378,2.370553078472803,2.092052299008615,2.996030861534316,2.2947129786249945,1.8894999771504717,3.165951199110863,2.10436089197214,1.5718076680797175,2.8619602078559363,2.2156215299232107,1.865373852379989,3.7296300363165984,0.0,2.241428002069244,2.774749472036874,2.189078931402459,2.1731476614922065,2.813694177839487,2.2577294353077404,1.6537019458061377,2.992759484862509,2.1892167772967666,3.159223031620279,2.1395318687293985,3.1197184685900075,0.0,2.897993457093074,2.6988165026938526,3.2772598253583,3.7692559695249432,3.4641371999942687
b0038,2.7929132385545663,2.5984814495962993,2.610593978005719,1.9871502169303676,2.55043634077284,3.250263748162745,2.492231726296437,2.940588485574791,2.8764822906397756,2.3835654071071324,3.0475523003314726,2.8709871322826275,2.0073312696817083,3.4390602798063785,2.8480724655840457,2.2009307661788484,3.5447344576627042,0.0,2.6919847986407692,3.079905675900495,2.7740040940567736,2.554940624608647,3.880227864025047,2.9284898236087775,2.165229020708153,3.248241434750266,2.3533680496742018,3.0408964549035167,2.2528955946052287,2.7438481437644167,0.0,2.9661666268285627,2.3888354926656636,3.7809450514133323,4.7281574310356635,3.740165293688426
b0039,3.2916351091261435,2.804668214021591,3.4957770764486495,3.769371478249746,3.7834207753394455,3.3325861221623243,3.596054329457796,4.010796796288505,3.9528298060865183,3.6371359098426637,3.7432974328440634,3.145962159090409,3.6164730461020578,4.120473190520869,3.210861448576151,3.616108515024702,3.795576452581707,0.0,3.4775210208525653,4.078063856247624,2.9845369660828194,3.398408371825238,4.310081078644535,3.2296327063773695,3.633142603361867,4.4151194388416535,3.385605509626304,3.817371290857327,3.0982760574640382,3.7164350315901844,0.0,3.6082359867819935,3.30116358265464,4.365904359260183,5.133420972095984,4.164963068586183
b0040,0.8711865841855375,0.5377340781375396,1.2441297257337558,0.8435458893666722,0.33386116971303476,0.0,1.2027789972757619,1.359373052686987,1.06547116945347,1.5108617872353096,1.1167970020994673,1.4289529298908983,1.388929593818524,0.9923703077046806,0.0,0.9289519138343205,0.0,0.0,1.0930360333918365,1.5840004274873924,0.33438764626650685,1.0286552222859564,0.7387806805723584,1.1040384898078794,0.8484787549180925,0.934612156812688,1.0310395720228038,0.36807837868176424,0.9498709772397684,0.593635926526068,0.0,0.935917941577121,0.4782737830445476,1.870547056624066,2.4460146409198225,1.6460947269208377
b0041,0.4929546365751727,1.472553680754626,1.8834563333827512,2.506720473544321,0.5961200966671185,0.0,1.0678540746216687,0.9099961943831063,1.6541767759987733,1.1450959852499174,1.1031195278746195,1.4129857155699272,1.75947387655516,0.0,3.4323111520146945,1.473075594075253,1.0866086022480026,0.0,1.5599416438345364,0.0,1.0179927360109113,1.7477107512031607,1.5710286759354752,1.9349196130277544,1.748353424351287,1.3175151385984851,1.9006960476084682,1.7156077306975959,1.501195639380189,1.0001902241364085,0.0,1.2300055068504085,1.486577845310983,1.0831483363102679,2.0146496716275726,1.6288013460068669
